feature	r2_score	Metadata_number_of_singlecells	DMSO 0.1%_0	LPS + Nigericin_1µg_per_ml + 1µM
Cytoplasm_AreaShape_Solidity	0.008594127738421387	0.00041045558342268	0.022724951038172105	-0.022724951038172094
Cytoplasm_AreaShape_Zernike_0_0	0.008317743981009151	0.0003943587297798741	0.024074649482157602	-0.024074649482157588
Cytoplasm_AreaShape_Zernike_1_1	0.00046877486002072644	9.127561964957949e-05	0.00587239053933423	-0.0058723905393342265
Cytoplasm_AreaShape_Zernike_2_0	0.0012348572070997044	0.00014256021400478873	0.012617064424228663	-0.012617064424228656
Cytoplasm_AreaShape_Zernike_2_2	0.0017357978784117156	0.00018193253801157888	-0.003228502436247907	0.0032285024362479057
Cytoplasm_AreaShape_Zernike_3_1	0.00047103167077444663	5.670132005087721e-05	0.017247332821632502	-0.017247332821632495
Cytoplasm_AreaShape_Zernike_3_3	0.0006800069940157139	0.00011363238588281055	0.0008235556474857882	-0.0008235556474857875
Cytoplasm_AreaShape_Zernike_4_0	0.0017794688851111573	0.00016088785627325358	0.02071639480212309	-0.020716394802123075
Cytoplasm_AreaShape_Zernike_4_2	0.0009697895774419818	0.00013453153519927126	0.004231226659069587	-0.004231226659069585
Cytoplasm_AreaShape_Zernike_4_4	0.0007947951117623919	0.00011400752493179884	-0.011078520023465314	0.011078520023465308
Cytoplasm_AreaShape_Zernike_5_1	0.0034057874796047383	0.00024267340532400263	0.018125175791577255	-0.01812517579157725
Cytoplasm_AreaShape_Zernike_5_3	0.0001450408266794323	5.270904424779656e-05	0.0012895708597389455	-0.0012895708597389448
Cytoplasm_AreaShape_Zernike_5_5	0.00042722378708481834	9.020110382638812e-05	0.00022911507862059273	-0.00022911507862059265
Cytoplasm_AreaShape_Zernike_6_0	0.0018332910594754948	0.00018301870668221677	0.008765329594798553	-0.008765329594798548
Cytoplasm_AreaShape_Zernike_6_2	0.0012941681154747808	0.00014988412007127636	0.010963127499091434	-0.010963127499091428
Cytoplasm_AreaShape_Zernike_6_4	0.0004219900159097012	6.370214747770426e-05	-0.01435115565389063	0.014351155653890621
Cytoplasm_AreaShape_Zernike_6_6	5.682072051771403e-05	1.708536507180796e-05	-0.006460557490036701	0.006460557490036698
Cytoplasm_AreaShape_Zernike_7_1	0.0021594243665118418	0.00020425706618648395	0.0008577539594936997	-0.0008577539594936992
Cytoplasm_AreaShape_Zernike_7_3	0.00012095124890243447	4.737870483615017e-05	0.002448452576543203	-0.0024484525765432015
Cytoplasm_AreaShape_Zernike_7_5	4.757013342127081e-07	-1.4074066413101254e-06	-0.0006200496723837668	0.0006200496723837664
Cytoplasm_AreaShape_Zernike_7_7	0.0003285496638346652	7.537562836562071e-05	-0.0055016573351491975	0.005501657335149194
Cytoplasm_AreaShape_Zernike_8_0	0.0010083772854478923	0.00013201755808068763	0.010106415104931772	-0.010106415104931765
Cytoplasm_AreaShape_Zernike_8_2	0.00109403910540129	0.00014387250352952986	-0.005029972805587509	0.005029972805587506
Cytoplasm_AreaShape_Zernike_8_4	0.00013977509277240951	5.0860136177812907e-05	-0.0017232402563584015	0.0017232402563584009
Cytoplasm_AreaShape_Zernike_8_6	0.0004092182780359721	-4.219660567171022e-05	-0.017925552675593915	0.0179255526755939
Cytoplasm_AreaShape_Zernike_8_8	9.878634164472988e-05	-3.217846745493727e-06	-0.00995840774254992	0.009958407742549913
Cytoplasm_AreaShape_Zernike_9_1	0.0010185672149898295	0.00014017082506016492	0.00016898725787233953	-0.00016898725787233945
Cytoplasm_AreaShape_Zernike_9_3	0.0005110135255631532	8.085492310707642e-05	-0.013277188093721196	0.01327718809372119
Cytoplasm_AreaShape_Zernike_9_5	0.00014432257481922228	2.4104504966738507e-05	-0.010770193052965503	0.010770193052965494
Cytoplasm_AreaShape_Zernike_9_7	4.892323204575e-05	1.5881446606757858e-05	-0.006019057479239942	0.00601905747923994
Cytoplasm_AreaShape_Zernike_9_9	0.0001793825482671041	5.768870989126631e-05	-0.0027171903482327967	0.0027171903482327954
Cytoplasm_Correlation_Correlation_CorrDNA_CorrER	0.0071530606745436875	0.00011977916683654194	0.08428564916051208	-0.08428564916051204
Cytoplasm_Correlation_Correlation_CorrDNA_CorrGasdermin	0.005269819718250357	0.000224097063321665	0.05768887718371185	-0.057688877183711816
Cytoplasm_Correlation_Correlation_CorrDNA_CorrMito	0.00443692810623153	0.00017146139822286463	0.05779598596291145	-0.057795985962911404
Cytoplasm_Correlation_Correlation_CorrDNA_CorrPM	0.0006969415208702978	7.130317248383957e-05	0.021510805512898662	-0.021510805512898648
Cytoplasm_Correlation_Correlation_CorrDNA_CorrRNA	0.007116167739062207	0.00012718563912842863	0.0840403457132431	-0.08404034571324306
Cytoplasm_Correlation_Correlation_CorrER_CorrGasdermin	0.00048085183490653716	-8.572097308654487e-05	-0.003496940191169179	0.0034969401911691773
Cytoplasm_Correlation_Correlation_CorrER_CorrMito	0.0011666236774680039	-0.00011291866882994169	-0.016137159811471905	0.016137159811471895
Cytoplasm_Correlation_Correlation_CorrER_CorrPM	0.004945289291279575	-0.00030278196192001506	-0.007273697843155864	0.0072736978431558585
Cytoplasm_Correlation_Correlation_CorrER_CorrRNA	0.010460226163857445	-0.0002758005451941731	-0.08107019784146684	0.08107019784146678
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrMito	0.001276083349368129	-0.0001248757100058546	-0.008147764023493891	0.008147764023493886
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrPM	0.002600730037076615	-0.00019898309825831464	0.025754608983056315	-0.0257546089830563
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrRNA	0.001281718255829567	8.162237724386385e-05	0.025296986955397248	-0.025296986955397237
Cytoplasm_Correlation_Correlation_CorrMito_CorrPM	0.002979502795811051	-0.0001718120075239785	0.041139132193576664	-0.041139132193576636
Cytoplasm_Correlation_Correlation_CorrMito_CorrRNA	0.0009161501892713808	5.8496014084968635e-05	0.022583567621468792	-0.02258356762146878
Cytoplasm_Correlation_Correlation_CorrPM_CorrRNA	0.004675715133109493	-0.00025747967965511454	0.03731970987533393	-0.03731970987533391
Cytoplasm_Correlation_K_CorrDNA_CorrER	0.006555417048320189	-0.00010701914096529407	-0.05166279159540632	0.0516627915954063
Cytoplasm_Correlation_K_CorrDNA_CorrGasdermin	0.013646998223243445	-0.00023331053455691916	-0.031813175975703205	0.03181317597570319
Cytoplasm_Correlation_K_CorrDNA_CorrMito	0.016932491342523726	-0.0004534435400248635	-0.05307778554300768	0.05307778554300765
Cytoplasm_Correlation_K_CorrDNA_CorrPM	0.003224050822640323	0.0002357916922388971	-0.0304979620525469	0.03049796205254688
Cytoplasm_Correlation_K_CorrDNA_CorrRNA	0.004161720909638289	-4.1689799572707205e-05	-0.032562183477504406	0.03256218347750439
Cytoplasm_Correlation_K_CorrER_CorrDNA	0.020324131333179896	0.00032826570811835925	0.12030080235552121	-0.12030080235552115
Cytoplasm_Correlation_K_CorrER_CorrGasdermin	0.004075322685101135	-7.882690061577954e-05	0.02915743558403506	-0.029157435584035038
Cytoplasm_Correlation_K_CorrER_CorrMito	0.006403984562449505	-0.00014635943344584694	0.04884374294487023	-0.048843742944870205
Cytoplasm_Correlation_K_CorrER_CorrPM	0.14831999219134107	0.0012839238026149914	0.3204891077532662	-0.3204891077532661
Cytoplasm_Correlation_K_CorrER_CorrRNA	0.10414022217175589	0.0009746605663292758	0.28252265949767985	-0.28252265949767974
Cytoplasm_Correlation_K_CorrGasdermin_CorrDNA	0.016795514298072467	0.0005030552037636196	0.06930422823790106	-0.06930422823790101
Cytoplasm_Correlation_K_CorrGasdermin_CorrER	0.0084618076510522	0.0001837173420262155	-0.05294816420924156	0.052948164209241526
Cytoplasm_Correlation_K_CorrGasdermin_CorrMito	0.006685781175851502	-0.0002265121917251142	0.04386483967991888	-0.04386483967991885
Cytoplasm_Correlation_K_CorrGasdermin_CorrPM	0.06517741900609697	0.0011511986911981874	0.08238149482960622	-0.08238149482960617
Cytoplasm_Correlation_K_CorrGasdermin_CorrRNA	0.017679640273590924	0.0004757325281801066	-0.025925654558801747	0.025925654558801737
Cytoplasm_Correlation_K_CorrMito_CorrDNA	0.01641893507231129	0.0005103406838132463	0.062088691335560955	-0.06208869133556093
Cytoplasm_Correlation_K_CorrMito_CorrER	0.004975575804028187	0.0001477308570073496	-0.035713871635071205	0.035713871635071184
Cytoplasm_Correlation_K_CorrMito_CorrGasdermin	0.000946788996378789	6.391764672796918e-05	-0.010340709897146501	0.010340709897146494
Cytoplasm_Correlation_K_CorrMito_CorrPM	0.06150797385407536	0.0011049275239314483	0.07003265515104386	-0.07003265515104382
Cytoplasm_Correlation_K_CorrMito_CorrRNA	0.007925585037314109	0.0002624183537495727	-0.013461357962229227	0.013461357962229218
Cytoplasm_Correlation_K_CorrPM_CorrDNA	0.0007930325405220984	-7.985366166617616e-05	0.022415634729755905	-0.02241563472975589
Cytoplasm_Correlation_K_CorrPM_CorrER	0.024114952189920102	-0.0003387985430462506	-0.08146563144212796	0.0814656314421279
Cytoplasm_Correlation_K_CorrPM_CorrGasdermin	0.05440209154189257	-0.0008168557669873532	-0.06732379167991902	0.06732379167991899
Cytoplasm_Correlation_K_CorrPM_CorrMito	0.06361845801215082	-0.0010881273722967474	-0.07741485232209487	0.07741485232209483
Cytoplasm_Correlation_K_CorrPM_CorrRNA	0.024148569405532117	-0.0003479948677789406	-0.07108977193984571	0.07108977193984568
Cytoplasm_Correlation_K_CorrRNA_CorrDNA	0.008509350983269881	0.00020238206600387424	0.08199497523003799	-0.08199497523003794
Cytoplasm_Correlation_K_CorrRNA_CorrER	0.10069821694882686	-0.000905228235528814	-0.2503135763095714	0.2503135763095713
Cytoplasm_Correlation_K_CorrRNA_CorrGasdermin	0.008829423688810456	-0.0002309798640416787	0.005093949500573001	-0.005093949500572998
Cytoplasm_Correlation_K_CorrRNA_CorrMito	0.01532852290124942	-0.00045066385979317385	0.015545865061463257	-0.015545865061463248
Cytoplasm_Correlation_K_CorrRNA_CorrPM	0.12191834702905624	0.001185553136982775	0.2651886260698441	-0.26518862606984395
Cytoplasm_Correlation_Manders_CorrDNA_CorrER	0.00020120532623602028	5.208200069863545e-05	0.003325201251857499	-0.0033252012518574965
Cytoplasm_Correlation_Manders_CorrDNA_CorrGasdermin	0.0025551305556750226	0.00016496927959845599	0.013012951631560233	-0.013012951631560226
Cytoplasm_Correlation_Manders_CorrDNA_CorrMito	0.006576582559025712	0.0002912947033314346	0.025788844487936356	-0.025788844487936342
Cytoplasm_Correlation_Manders_CorrDNA_CorrPM	0.00022323183975969663	6.294934107318702e-05	0.0011860917692470873	-0.0011860917692470866
Cytoplasm_Correlation_Manders_CorrDNA_CorrRNA	0.00030246635299913116	5.543439825005767e-05	0.004554756267302757	-0.004554756267302755
Cytoplasm_Correlation_Manders_CorrER_CorrDNA	0.0007870021268405747	-0.00011734825032034474	0.010619287277969592	-0.010619287277969585
Cytoplasm_Correlation_Manders_CorrER_CorrGasdermin	0.003171276948470192	0.00018568049503152984	0.021045471652228646	-0.021045471652228632
Cytoplasm_Correlation_Manders_CorrER_CorrMito	0.0069166932001304415	0.00030625672603964114	0.03198246688448943	-0.03198246688448941
Cytoplasm_Correlation_Manders_CorrER_CorrPM	2.9557003307090213e-06	5.0011982457300865e-06	-0.0010057449955931962	0.0010057449955931958
Cytoplasm_Correlation_Manders_CorrER_CorrRNA	0.0008322887653529065	4.83808356260024e-05	-0.023647377971651062	0.02364737797165105
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrDNA	0.0018820784440224392	-0.00018782233265718148	-0.012202804727399898	0.01220280472739989
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrER	0.004250352195222518	-0.00012791024758001087	-0.04791332862333163	0.04791332862333161
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrMito	0.006825421242938834	0.00030724310178461796	0.023109395461668812	-0.023109395461668795
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrPM	4.339327810409799e-07	-2.132460989910303e-06	-0.0004634834586151488	0.0004634834586151485
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrRNA	0.0008590334527022181	-4.880717453245813e-05	-0.019776755482929897	0.019776755482929887
Cytoplasm_Correlation_Manders_CorrMito_CorrDNA	0.0023722424238726836	-0.00021324474335165765	-0.012474535234085139	0.012474535234085133
Cytoplasm_Correlation_Manders_CorrMito_CorrER	0.004852763339819988	-0.00015824693683805848	-0.048325369798061	0.04832536979806097
Cytoplasm_Correlation_Manders_CorrMito_CorrGasdermin	1.169485322249919e-06	-3.2687763298196483e-06	-0.00038276207983674055	0.00038276207983674033
Cytoplasm_Correlation_Manders_CorrMito_CorrPM	6.283554499275645e-06	-9.482208730226656e-06	-0.0009949049082428536	0.000994904908242853
Cytoplasm_Correlation_Manders_CorrMito_CorrRNA	0.0011037910531904727	-7.172124300401294e-05	-0.020268445862307635	0.020268445862307624
Cytoplasm_Correlation_Manders_CorrPM_CorrDNA	0.0011798777403114746	-0.0001499170132280292	-0.010217363138738889	0.010217363138738883
Cytoplasm_Correlation_Manders_CorrPM_CorrER	0.0028844176308253644	2.436487937159224e-07	-0.04780141484221476	0.04780141484221472
Cytoplasm_Correlation_Manders_CorrPM_CorrGasdermin	0.008215035783354807	0.0003435761656403814	0.02953942411424898	-0.02953942411424897
Cytoplasm_Correlation_Manders_CorrPM_CorrMito	0.013797354571766784	0.00047839265593827674	0.03894226250392464	-0.03894226250392463
Cytoplasm_Correlation_Manders_CorrPM_CorrRNA	0.0016861255365752115	0.00010400610195963712	-0.024091088561193567	0.024091088561193557
Cytoplasm_Correlation_Manders_CorrRNA_CorrDNA	0.0010020396184043934	-0.00014121893610081538	0.004798267621413944	-0.004798267621413941
Cytoplasm_Correlation_Manders_CorrRNA_CorrER	0.0026102469119001492	-9.568655939630675e-05	-0.0408198444018149	0.04081984440181488
Cytoplasm_Correlation_Manders_CorrRNA_CorrGasdermin	0.004039652019094064	0.0002052933237343249	0.027981971527560455	-0.027981971527560438
Cytoplasm_Correlation_Manders_CorrRNA_CorrMito	0.008647501045565331	0.000338842916795303	0.041008420504970125	-0.041008420504970104
Cytoplasm_Correlation_Manders_CorrRNA_CorrPM	1.1258603594299643e-05	1.1066615680184525e-05	0.0011666062912411073	-0.0011666062912411067
Cytoplasm_Correlation_Overlap_CorrDNA_CorrER	0.009804057479149031	1.649021089660806e-05	0.10507254340373026	-0.10507254340373022
Cytoplasm_Correlation_Overlap_CorrDNA_CorrGasdermin	0.004386371440289416	0.0001294011807660599	0.06334113435061173	-0.06334113435061169
Cytoplasm_Correlation_Overlap_CorrDNA_CorrMito	0.0055831479880184	0.0001490861564642177	0.07112907753512121	-0.07112907753512117
Cytoplasm_Correlation_Overlap_CorrDNA_CorrPM	0.001805795387201603	-0.0001761155806605871	0.013706990598180709	-0.013706990598180698
Cytoplasm_Correlation_Overlap_CorrDNA_CorrRNA	0.00545174956466099	-2.5838138226744536e-05	0.07667454500210291	-0.07667454500210286
Cytoplasm_Correlation_Overlap_CorrER_CorrGasdermin	0.0002859963086966344	6.344294169642333e-05	0.00583446898312419	-0.005834468983124188
Cytoplasm_Correlation_Overlap_CorrER_CorrMito	4.4270953386993384e-05	2.7319153658539903e-05	0.0015743395775825843	-0.0015743395775825834
Cytoplasm_Correlation_Overlap_CorrER_CorrPM	0.0012839984399443116	-0.00012401051573140496	0.01858346653948921	-0.0185834665394892
Cytoplasm_Correlation_Overlap_CorrER_CorrRNA	0.004796804054003512	-9.775615477184636e-05	-0.06059861332668952	0.06059861332668949
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrMito	2.9612891562114108e-05	-1.931457556354347e-05	0.0013883013071056688	-0.001388301307105668
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrPM	0.006683937819586538	0.00011739115168373506	0.08026778535746676	-0.0802677853574667
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrRNA	0.002984614923867701	0.0001543731501632296	0.030930099724007225	-0.030930099724007207
Cytoplasm_Correlation_Overlap_CorrMito_CorrPM	0.011597588844749596	0.00028022365052241633	0.09559870648081548	-0.0955987064808154
Cytoplasm_Correlation_Overlap_CorrMito_CorrRNA	0.0032466174654155466	0.00014430406176353753	0.03696789657565133	-0.03696789657565132
Cytoplasm_Correlation_Overlap_CorrPM_CorrRNA	0.002710425847559206	-0.00014197277180232843	0.03408099715662461	-0.034080997156624604
Cytoplasm_Correlation_RWC_CorrDNA_CorrER	0.009379493676506145	0.0002005501761563013	0.08361851846848511	-0.08361851846848507
Cytoplasm_Correlation_RWC_CorrDNA_CorrGasdermin	0.012847559042098	0.0003787311306667608	0.06287157384516599	-0.06287157384516595
Cytoplasm_Correlation_RWC_CorrDNA_CorrMito	0.013503417535194573	0.0003821580298622573	0.07637208936163695	-0.0763720893616369
Cytoplasm_Correlation_RWC_CorrDNA_CorrPM	0.0008376045081815997	5.520018339296481e-05	0.026283399266069485	-0.02628339926606947
Cytoplasm_Correlation_RWC_CorrDNA_CorrRNA	0.012935937320658675	0.0002812199843151249	0.09328153902575267	-0.09328153902575263
Cytoplasm_Correlation_RWC_CorrER_CorrDNA	0.0013153664823047917	-7.975855163036376e-05	0.03154874568488037	-0.03154874568488035
Cytoplasm_Correlation_RWC_CorrER_CorrGasdermin	0.0036232079264092443	0.0001620693337097626	0.03727164925560633	-0.03727164925560632
Cytoplasm_Correlation_RWC_CorrER_CorrMito	0.004155806764686076	0.00018621385374865363	0.03918664316316996	-0.039186643163169936
Cytoplasm_Correlation_RWC_CorrER_CorrPM	0.00392290260665229	-0.0002669859625512677	0.008671125640230913	-0.008671125640230908
Cytoplasm_Correlation_RWC_CorrER_CorrRNA	0.0023972292687759467	-0.00011027850883297286	-0.045070250249231336	0.04507025024923131
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrDNA	0.0012238304748733997	-0.00015293961466422535	0.0013569682268764593	-0.0013569682268764584
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrER	0.0012505618723916978	-9.705138733271748e-05	-0.02129766029043783	0.021297660290437816
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrMito	0.0008473828587177712	-8.562388311024895e-05	0.015942873311991082	-0.015942873311991075
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrPM	0.0043179752662227955	-0.000269746146669778	0.02786678027861926	-0.02786678027861924
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrRNA	0.0010139843413266014	6.995971048567734e-05	0.019790107008845818	-0.019790107008845804
Cytoplasm_Correlation_RWC_CorrMito_CorrDNA	0.0018653665111496576	-0.00018962844647235026	0.001706307499404857	-0.0017063074994048565
Cytoplasm_Correlation_RWC_CorrMito_CorrER	0.0020399744854289192	-0.00012670193282258275	-0.026979278093801726	0.026979278093801712
Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	0.0011898948148313382	-0.00011759842086642516	-0.0008466674283864383	0.0008466674283864378
Cytoplasm_Correlation_RWC_CorrMito_CorrPM	0.003697181442633646	-0.000234467974963823	0.033104975567721816	-0.03310497556772179
Cytoplasm_Correlation_RWC_CorrMito_CorrRNA	0.0005609157935757558	5.116596861125262e-05	0.015473541114923679	-0.015473541114923672
Cytoplasm_Correlation_RWC_CorrPM_CorrDNA	0.0009415119298362695	-0.00013564697846668068	-0.0010134315519068058	0.0010134315519068052
Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.0025563194314989213	-0.00013597236373253069	-0.0348853145847951	0.03488531458479508
Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	0.0028641414287229328	0.000118950873340671	0.04400628424764831	-0.0440062842476483
Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.0056077015872118	0.0002244328692006668	0.05645206043766167	-0.056452060437661634
Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.001004993634257656	-0.00012516041423123067	0.0008427843346060708	-0.0008427843346060703
Cytoplasm_Correlation_RWC_CorrRNA_CorrDNA	0.0012528880715221291	-0.00010471745205865946	0.026013458595394494	-0.02601345859539448
Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.0036003319200308415	-0.00013548883437303612	-0.045401902248162374	0.045401902248162346
Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	0.008613441686396328	0.0002621095003238762	0.05455778997195189	-0.05455778997195186
Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.012168110791437203	0.0003370822082977403	0.06424015451024004	-0.06424015451024
Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.0075289264940106015	-0.00034312509769911936	0.03603888899282589	-0.036038888992825875
Cytoplasm_Granularity_10_CorrDNA	0.0038143234002264714	-6.547813499038393e-05	0.05722278141063046	-0.05722278141063042
Cytoplasm_Granularity_10_CorrER	0.01327516446056165	-0.0005140262174391166	-0.027877701852375994	0.02787770185237598
Cytoplasm_Granularity_10_CorrGasdermin	0.01392951161955247	-0.0005300124901808647	-0.045030026751452304	0.04503002675145228
Cytoplasm_Granularity_10_CorrMito	0.01533152541403493	-0.0005565630963321988	-0.04747369009474485	0.04747369009474482
Cytoplasm_Granularity_10_CorrPM	0.02197264005502042	-0.0007413770914781359	-0.0677777366781238	0.06777773667812374
Cytoplasm_Granularity_10_CorrRNA	0.01585633583681989	-0.0005973937697581619	-0.016359573208983326	0.01635957320898332
Cytoplasm_Granularity_11_CorrDNA	0.0041037678128251764	-5.959461669719264e-05	0.05968649657085599	-0.059686496570855944
Cytoplasm_Granularity_11_CorrER	0.01263670294412933	-0.0005023301060730626	-0.0068439619356393585	0.006843961935639353
Cytoplasm_Granularity_11_CorrGasdermin	0.011590505587422029	-0.0004856969877873853	-0.03868213730407135	0.03868213730407133
Cytoplasm_Granularity_11_CorrMito	0.013101671469342935	-0.0005244772262967296	-0.03417691412044602	0.034176914120445996
Cytoplasm_Granularity_11_CorrPM	0.019350208614312026	-0.0006720745289094694	-0.072275339715944	0.07227533971594396
Cytoplasm_Granularity_11_CorrRNA	0.017853494805923464	-0.0006269474245294092	-0.037404084580916555	0.037404084580916534
Cytoplasm_Granularity_12_CorrDNA	0.00551165289450728	-0.0001545190690320183	0.059624558288634624	-0.0596245582886346
Cytoplasm_Granularity_12_CorrER	0.014640716070879911	-0.0005369355507307632	0.010414820030549402	-0.010414820030549395
Cytoplasm_Granularity_12_CorrGasdermin	0.011933613559782952	-0.0004997552834217039	-0.03370506124538167	0.033705061245381654
Cytoplasm_Granularity_12_CorrMito	0.014824387386504712	-0.0005569948570201387	-0.044267292865641863	0.044267292865641836
Cytoplasm_Granularity_12_CorrPM	0.022733763718946642	-0.0007396951262808195	-0.041553375832993705	0.04155337583299368
Cytoplasm_Granularity_12_CorrRNA	0.01329369242220746	-0.0005357059161818857	-0.021346673874668463	0.02134667387466845
Cytoplasm_Granularity_13_CorrDNA	0.0076843134654949186	-0.00018571618107488783	0.06635561122989558	-0.06635561122989554
Cytoplasm_Granularity_13_CorrER	0.011521691412690327	-0.0004943943343676007	0.0022535051172795683	-0.002253505117279567
Cytoplasm_Granularity_13_CorrGasdermin	0.01083058674280768	-0.00047674895149303945	-0.035298029797509005	0.03529802979750899
Cytoplasm_Granularity_13_CorrMito	0.012104009277503103	-0.0005139385628213221	-0.030603330918153634	0.03060333091815361
Cytoplasm_Granularity_13_CorrPM	0.01896018438656555	-0.000713979572538517	-0.04389121420396463	0.0438912142039646
Cytoplasm_Granularity_13_CorrRNA	0.016990085632288876	-0.0006200228458532216	-0.03666592246888754	0.03666592246888752
Cytoplasm_Granularity_14_CorrDNA	0.005564683789750058	-0.00010810890178581914	0.06166459424880012	-0.061664594248800095
Cytoplasm_Granularity_14_CorrER	0.014471372633285795	-0.000534226381948623	0.02333708443712658	-0.02333708443712657
Cytoplasm_Granularity_14_CorrGasdermin	0.010087296082819885	-0.00045096442664775737	-0.023715822096049617	0.023715822096049603
Cytoplasm_Granularity_14_CorrMito	0.009256298837692412	-0.00043429757622279717	-0.022322326193047935	0.02232232619304792
Cytoplasm_Granularity_14_CorrPM	0.0300731860197897	-0.000818989311067538	-0.10040971197036849	0.10040971197036842
Cytoplasm_Granularity_14_CorrRNA	0.016482789848560886	-0.000586484567024164	-0.03932393225654678	0.03932393225654676
Cytoplasm_Granularity_15_CorrDNA	0.0037572638459741903	-6.370472697646995e-05	0.052394540139034426	-0.0523945401390344
Cytoplasm_Granularity_15_CorrER	0.006112942821751344	-0.0003471775401864585	0.008171868421157587	-0.008171868421157582
Cytoplasm_Granularity_15_CorrGasdermin	0.0067470189612425235	-0.00037581971296966914	-0.014093948159148554	0.014093948159148545
