feature	r2_score	Metadata_number_of_singlecells	DMSO 0.1%_0	Media only_0
Cytoplasm_AreaShape_Zernike_6_4	9.132388884247611e-05	1.549542517272469e-05	0.009114105260287558	-0.00911410526028735
Cytoplasm_AreaShape_Zernike_6_6	0.0013342364289222752	-0.00013304783353826862	0.03408528131495562	-0.03408528131495484
Cytoplasm_AreaShape_Zernike_7_1	0.0003170071475357972	-7.31277891455891e-05	0.015873410340347092	-0.01587341034034673
Cytoplasm_AreaShape_Zernike_7_3	0.0004706989407288198	-7.613905342140361e-05	0.02001819896924172	-0.02001819896924126
Cytoplasm_AreaShape_Zernike_7_5	0.0006719078326402617	-0.00010498430520522718	0.0230502422513481	-0.023050242251347573
Cytoplasm_AreaShape_Zernike_7_7	0.0005041210439901134	-9.737438150447636e-05	0.019274110047734164	-0.01927411004773372
Cytoplasm_AreaShape_Zernike_8_0	0.00024404869186522848	1.3960802168505068e-05	0.01543040375521007	-0.015430403755209718
Cytoplasm_AreaShape_Zernike_8_2	0.00025291372773206255	-1.692501682871444e-05	0.016005582815280132	-0.016005582815279768
Cytoplasm_AreaShape_Zernike_8_4	0.00021766176021864592	-5.436843516327924e-05	0.013321252498778365	-0.013321252498778063
Cytoplasm_AreaShape_Zernike_8_6	4.846583213202749e-06	-1.4527115018312713e-05	0.0011544652819209496	-0.0011544652819209232
Cytoplasm_AreaShape_Zernike_8_8	0.0011762904929679685	-0.00012633669367396376	0.031601784404856205	-0.03160178440485549
Cytoplasm_AreaShape_Zernike_9_1	0.00032979012863709745	-8.45024739668499e-05	0.015173436461105028	-0.015173436461104684
Cytoplasm_AreaShape_Zernike_9_3	0.0003063502847333588	-7.814347139667572e-05	0.0149937065668077	-0.014993706566807359
Cytoplasm_AreaShape_Zernike_9_5	0.00026697848842160976	-5.279801263568582e-05	0.015286267494964024	-0.015286267494963672
Cytoplasm_AreaShape_Zernike_9_7	0.0005840498892585311	-0.00014412730127496464	0.01620359614053847	-0.016203596140538103
Cytoplasm_AreaShape_Zernike_9_9	0.0006464735888257467	-0.00013596558903456295	0.01922961278712505	-0.019229612787124612
Cytoplasm_Correlation_Correlation_CorrDNA_CorrER	0.0006228243475268069	-0.00010889465288213012	-0.020588413617642787	0.020588413617642316
Cytoplasm_Correlation_Correlation_CorrDNA_CorrGasdermin	0.0028893240970894185	-6.894178093029186e-05	-0.05485374602910935	0.0548537460291081
Cytoplasm_Correlation_Correlation_CorrDNA_CorrMito	0.0011489484610694989	-0.0001646975537719691	-0.026141590186146944	0.02614159018614635
Cytoplasm_Correlation_Correlation_CorrDNA_CorrPM	0.0008302564181542627	-0.0001335204551754251	-0.022507773802016552	0.022507773802016042
Cytoplasm_Correlation_Correlation_CorrDNA_CorrRNA	0.0006036706073182518	-0.00015311679698238202	-0.014298871725133486	0.014298871725133158
Cytoplasm_Correlation_Correlation_CorrER_CorrGasdermin	0.0010689035610649267	-0.0001739670609862954	0.022975083724215098	-0.02297508372421457
Cytoplasm_Correlation_Correlation_CorrER_CorrMito	0.0007917575650221442	-0.00017702076802545702	0.013069370121780277	-0.01306937012177998
Cytoplasm_Correlation_Correlation_CorrER_CorrPM	0.00021349358381883565	-9.923136453817219e-05	-0.005382995010745728	0.005382995010745606
Cytoplasm_Correlation_Correlation_CorrER_CorrRNA	0.0023199472419065392	-0.00018200707309725935	0.04647794996602271	-0.04647794996602165
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrMito	0.016629972682228655	-0.00033384339949281156	0.1255563909532751	-0.12555639095327223
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrPM	0.0008765004081908723	-0.00011429099323405934	-0.025033860574793426	0.02503386057479286
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrRNA	0.0013547499415397235	-0.00022153702551371915	0.018315676966399186	-0.01831567696639877
Cytoplasm_Correlation_Correlation_CorrMito_CorrPM	0.0022201041113408815	-0.00012950463119903248	-0.04387130370770977	0.043871303707708774
Cytoplasm_Correlation_Correlation_CorrMito_CorrRNA	0.0011048341967679898	-0.000219015128239277	0.00010171849844227155	-0.00010171849844226921
Cytoplasm_Correlation_Correlation_CorrPM_CorrRNA	0.0008812897517013196	-8.40810025923345e-05	-0.026946512886728197	0.026946512886727583
Cytoplasm_Correlation_K_CorrDNA_CorrER	0.0003546907910961794	-3.7586237823840125e-05	0.012581427263572097	-0.01258142726357181
Cytoplasm_Correlation_K_CorrDNA_CorrGasdermin	0.008434358244699625	-9.284948443531393e-05	0.04238341587783331	-0.042383415877832335
Cytoplasm_Correlation_K_CorrDNA_CorrMito	0.013798601249380926	-0.00015314036267238172	0.09407563644473477	-0.09407563644473262
Cytoplasm_Correlation_K_CorrDNA_CorrPM	4.3769050088959816e-05	-2.29303974383354e-05	0.00647162694334825	-0.006471626943348101
Cytoplasm_Correlation_K_CorrDNA_CorrRNA	0.00033091216880409835	-3.572356333986605e-05	0.008495604501706184	-0.008495604501705991
Cytoplasm_Correlation_K_CorrER_CorrDNA	0.0009183355317883279	0.00018872534681661413	-0.01843591784717288	0.018435917847172457
Cytoplasm_Correlation_K_CorrER_CorrGasdermin	0.005743029633500263	-6.891606788639036e-05	0.039836003402709264	-0.03983600340270835
Cytoplasm_Correlation_K_CorrER_CorrMito	0.010342148868297096	-7.829034425495877e-05	0.0752303178705147	-0.075230317870513
Cytoplasm_Correlation_K_CorrER_CorrPM	0.007290015823147922	0.0004207783283050621	-0.07205284547509777	0.07205284547509612
Cytoplasm_Correlation_K_CorrER_CorrRNA	0.005110754247658389	0.00024325817877895837	-0.06890147405303881	0.06890147405303723
Cytoplasm_Correlation_K_CorrGasdermin_CorrDNA	0.016259053870821938	0.0004942472879099015	-0.12781096165129835	0.12781096165129543
Cytoplasm_Correlation_K_CorrGasdermin_CorrER	0.009774896745112338	0.0001887127266108538	-0.07076517570071195	0.07076517570071034
Cytoplasm_Correlation_K_CorrGasdermin_CorrMito	0.029154717311758005	1.1770652421537015e-05	0.15705202782646685	-0.15705202782646327
Cytoplasm_Correlation_K_CorrGasdermin_CorrPM	0.054960441830936735	0.0007887031760566067	-0.24771111064207807	0.24771111064207238
Cytoplasm_Correlation_K_CorrGasdermin_CorrRNA	0.02929341667693941	0.00037914406288787485	-0.14124520548253047	0.14124520548252725
Cytoplasm_Correlation_K_CorrMito_CorrDNA	0.019513008233660534	0.0005078567706640857	-0.14527179766409587	0.14527179766409257
Cytoplasm_Correlation_K_CorrMito_CorrER	0.0065148005764344985	0.00014353565122823665	-0.05699588003786507	0.056995880037863766
Cytoplasm_Correlation_K_CorrMito_CorrGasdermin	0.005245037250073303	-2.2745354490577466e-05	-0.04593167594170318	0.045931675941702124
Cytoplasm_Correlation_K_CorrMito_CorrPM	0.06172118714271768	0.0007598313640819947	-0.269822494070147	0.2698224940701409
Cytoplasm_Correlation_K_CorrMito_CorrRNA	0.01249687130742616	0.00019990124813000802	-0.08325728621107374	0.08325728621107184
Cytoplasm_Correlation_K_CorrPM_CorrDNA	8.746909141676973e-05	6.57688037155344e-05	0.0030131672571934547	-0.003013167257193386
Cytoplasm_Correlation_K_CorrPM_CorrER	0.0005941916853586804	-8.416363427434234e-05	0.013712578725706075	-0.01371257872570576
Cytoplasm_Correlation_K_CorrPM_CorrGasdermin	0.021557630063736344	-0.000247050579222679	0.10441976052423504	-0.10441976052423264
Cytoplasm_Correlation_K_CorrPM_CorrMito	0.030500241657477556	-0.00028026656518465265	0.1556831794224815	-0.15568317942247797
Cytoplasm_Correlation_K_CorrPM_CorrRNA	0.0007144707514815662	-0.00011844863157292886	0.011822031123949622	-0.011822031123949354
Cytoplasm_Correlation_K_CorrRNA_CorrDNA	0.0005914724954458883	0.00017199485515084818	-0.010223890188783497	0.010223890188783263
Cytoplasm_Correlation_K_CorrRNA_CorrER	0.003850698428612742	-0.0001746503954087265	0.05587433714511579	-0.055874337145114514
Cytoplasm_Correlation_K_CorrRNA_CorrGasdermin	0.011622658780933937	-0.00010244780463799717	0.05744723044211354	-0.05744723044211223
Cytoplasm_Correlation_K_CorrRNA_CorrMito	0.02318931472262764	-0.00014632704548216962	0.12326325617608547	-0.12326325617608265
Cytoplasm_Correlation_K_CorrRNA_CorrPM	0.004868226201843018	0.00040070804054238005	-0.049102370307171364	0.04910237030717025
Cytoplasm_Correlation_Manders_CorrDNA_CorrER	3.4566551323944594e-05	-2.605543976708054e-05	0.004173352645196999	-0.004173352645196904
Cytoplasm_Correlation_Manders_CorrDNA_CorrGasdermin	2.9500924914049875e-07	2.6100255225467535e-06	0.00024995465486993826	-0.0002499546548699325
Cytoplasm_Correlation_Manders_CorrDNA_CorrMito	3.7045482962683174e-05	-1.8493011117439554e-05	-0.004323913211575553	0.004323913211575455
Cytoplasm_Correlation_Manders_CorrDNA_CorrPM	3.4119307589675074e-05	2.437617234248202e-05	-0.004139080125340121	0.004139080125340026
Cytoplasm_Correlation_Manders_CorrDNA_CorrRNA	1.3800617276960025e-05	2.0685073009706238e-05	0.0004600129143254475	-0.0004600129143254369
Cytoplasm_Correlation_Manders_CorrER_CorrDNA	0.0015375222931649501	6.506974066968334e-05	-0.04017807969737856	0.040178079697377654
Cytoplasm_Correlation_Manders_CorrER_CorrGasdermin	7.597350284982429e-05	7.223241815438347e-06	-0.0073893908165220176	0.007389390816521849
Cytoplasm_Correlation_Manders_CorrER_CorrMito	0.0004292444181538402	-2.3614922891103245e-05	-0.016931683539830152	0.016931683539829767
Cytoplasm_Correlation_Manders_CorrER_CorrPM	1.1550135952886897e-05	2.1224769566666064e-05	-0.00014910533507070313	0.00014910533507069972
Cytoplasm_Correlation_Manders_CorrER_CorrRNA	0.00012017279072773501	8.346942673114412e-05	0.0038737866154814823	-0.0038737866154813934
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrDNA	0.0009948562126774751	4.204838631086695e-05	-0.03252459249522561	0.03252459249522486
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrER	0.0003769811653047128	-5.4374316540098066e-05	0.01638094704712797	-0.016380947047127597
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrMito	5.302415188634946e-05	4.1374163667579286e-05	-0.003012630831264254	0.0030126308312641856
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrPM	2.4597259151160067e-05	3.1429662822085534e-05	-0.002442590636540084	0.0024425906365400283
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrRNA	0.0005731971248984502	1.976756619336365e-05	0.018893767102781366	-0.018893767102780932
Cytoplasm_Correlation_Manders_CorrMito_CorrDNA	0.0007053922655628764	2.76156448541519e-05	-0.027602493146618605	0.027602493146617977
Cytoplasm_Correlation_Manders_CorrMito_CorrER	0.0006125479812683077	-7.734210861208977e-05	0.020713975076498876	-0.020713975076498404
Cytoplasm_Correlation_Manders_CorrMito_CorrGasdermin	0.0001313495203920656	2.6729036298616637e-05	0.009018464247937353	-0.009018464247937147
Cytoplasm_Correlation_Manders_CorrMito_CorrPM	1.4688332680146132e-05	2.0154458505498102e-05	-0.002376050661518312	0.002376050661518258
Cytoplasm_Correlation_Manders_CorrMito_CorrRNA	0.0007800030724988138	6.646165119145748e-06	0.022883103878418604	-0.022883103878418083
Cytoplasm_Correlation_Manders_CorrPM_CorrDNA	0.001314211403394494	7.269854649330783e-05	-0.037568424882950535	0.037568424882949675
Cytoplasm_Correlation_Manders_CorrPM_CorrER	0.00038450987337823594	1.4575958472410455e-05	0.01814290271167215	-0.018142902711671738
Cytoplasm_Correlation_Manders_CorrPM_CorrGasdermin	0.00011205941108782813	7.077816943738142e-05	-0.0030496951034834734	0.0030496951034834035
Cytoplasm_Correlation_Manders_CorrPM_CorrMito	0.00022211268936500606	6.934369243457242e-05	-0.011139544390477887	0.01113954439047763
Cytoplasm_Correlation_Manders_CorrPM_CorrRNA	0.001027060696925708	0.00013454452359010482	0.020428504209826122	-0.020428504209825657
Cytoplasm_Correlation_Manders_CorrRNA_CorrDNA	0.0014283159462558093	4.326269070413517e-05	-0.039217732519694494	0.039217732519693606
Cytoplasm_Correlation_Manders_CorrRNA_CorrER	0.0002688747808690106	-0.00010830652492527513	0.006650885660650894	-0.006650885660650744
Cytoplasm_Correlation_Manders_CorrRNA_CorrGasdermin	2.7888900233419278e-05	-1.376724950651646e-05	-0.004052659898012332	0.00405265989801224
Cytoplasm_Correlation_Manders_CorrRNA_CorrMito	0.00024031940062874124	-3.771915130271907e-05	-0.01221812983357758	0.012218129833577302
Cytoplasm_Correlation_Manders_CorrRNA_CorrPM	2.390645286809434e-05	2.5726534714083914e-05	-0.001785169661684221	0.0017851696616841804
Cytoplasm_Correlation_Overlap_CorrDNA_CorrER	0.005130936516207996	0.00019270567956039813	-0.0730546664660966	0.07305466646609492
Cytoplasm_Correlation_Overlap_CorrDNA_CorrGasdermin	0.009595955286924585	0.0001560585880542996	-0.10025498873239755	0.10025498873239524
Cytoplasm_Correlation_Overlap_CorrDNA_CorrMito	0.007265713083238867	0.00012109729078531542	-0.08763807937958457	0.08763807937958257
Cytoplasm_Correlation_Overlap_CorrDNA_CorrPM	0.003227002130984813	0.00011927299579544932	-0.058512140068141705	0.05851214006814036
Cytoplasm_Correlation_Overlap_CorrDNA_CorrRNA	0.0036826905306190927	0.00016111662426954398	-0.06142556754212847	0.061425567542127066
Cytoplasm_Correlation_Overlap_CorrER_CorrGasdermin	7.779320138889823e-05	-2.2312873126313277e-05	-0.007509807997796861	0.007509807997796691
Cytoplasm_Correlation_Overlap_CorrER_CorrMito	0.0002134735497493212	-7.506166271386521e-05	-0.008480905716423447	0.008480905716423253
Cytoplasm_Correlation_Overlap_CorrER_CorrPM	0.0014659834108854408	-3.691580184887023e-05	-0.03578510656705611	0.035785106567055296
Cytoplasm_Correlation_Overlap_CorrER_CorrRNA	0.0002506926241048202	1.621686708729886e-05	0.015501451312820418	-0.015501451312820063
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrMito	0.0009820004676308614	-7.422408243583608e-06	0.03061117291751774	-0.030611172917517037
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrPM	0.006727648281380394	4.2708869450831825e-05	-0.08216385464421082	0.08216385464420893
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrRNA	5.81082989358217e-05	-4.84175137582994e-05	-0.00087810666303259	0.0008781066630325698
Cytoplasm_Correlation_Overlap_CorrMito_CorrPM	0.010903586894354556	7.30099359318667e-05	-0.10522225982264011	0.1052222598226377
Cytoplasm_Correlation_Overlap_CorrMito_CorrRNA	0.0004493593546301966	-0.00012646818176633202	-0.0014174617082221238	0.0014174617082220915
Cytoplasm_Correlation_Overlap_CorrPM_CorrRNA	0.0019020046894572262	-1.0620634416985185e-05	-0.0390549284855244	0.03905492848552351
Cytoplasm_Correlation_RWC_CorrDNA_CorrER	0.00011725362162795516	-2.111208686336267e-05	-0.009844164183865365	0.009844164183865137
Cytoplasm_Correlation_RWC_CorrDNA_CorrGasdermin	0.0008082028815424858	-2.5903366391885225e-06	-0.026921247871097412	0.0269212478710968
Cytoplasm_Correlation_RWC_CorrDNA_CorrMito	0.0003377343604663574	-0.00010700783752438574	-0.010173369617408315	0.010173369617408083
Cytoplasm_Correlation_RWC_CorrDNA_CorrPM	0.0002863925670691936	-1.371040179458548e-05	-0.016755315794526406	0.016755315794526025
Cytoplasm_Correlation_RWC_CorrDNA_CorrRNA	9.026811768120258e-05	-3.528916580855612e-05	-0.00760584403364389	0.0076058440336437185
Cytoplasm_Correlation_RWC_CorrER_CorrDNA	0.0014323369055745383	-1.0752677166586244e-05	-0.03784017734262476	0.03784017734262389
Cytoplasm_Correlation_RWC_CorrER_CorrGasdermin	0.00015501727662725617	-7.894307866583001e-05	-0.0016241473424641437	0.0016241473424641066
Cytoplasm_Correlation_RWC_CorrER_CorrMito	0.0006375480408351564	-0.00013935773546598269	-0.008756392316002174	0.008756392316001975
Cytoplasm_Correlation_RWC_CorrER_CorrPM	0.001161189883667535	-8.413715865157464e-05	-0.02999349464032565	0.029993494640324973
Cytoplasm_Correlation_RWC_CorrER_CorrRNA	0.00013401075497154746	-8.692941520638012e-05	0.005485963508364866	-0.005485963508364741
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrDNA	0.0010356535877334982	-3.759046718939266e-05	-0.03150916832863143	0.03150916832863071
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrER	0.0006428518784898918	-0.0001082841998696549	0.01850236998364648	-0.01850236998364606
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrMito	0.01960280231250311	-0.00036065129363547994	0.12140739035581691	-0.12140739035581413
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrPM	0.0011664271107026947	8.450320844548334e-07	-0.03440506463008116	0.034405064630080376
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrRNA	0.000731367765263613	-6.454696335439376e-05	0.020611069962918113	-0.02061106996291764
Cytoplasm_Correlation_RWC_CorrMito_CorrDNA	0.0006003751710812466	-6.908328405186049e-05	-0.022223720245726976	0.022223720245726466
Cytoplasm_Correlation_RWC_CorrMito_CorrER	0.0007285142564706915	-0.0001392619279581008	0.017344168885219072	-0.017344168885218676
Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	0.003750043739256248	-0.00011859734911517238	0.052317048419602066	-0.05231704841960087
Cytoplasm_Correlation_RWC_CorrMito_CorrPM	0.002393749385664279	9.989783018391402e-06	-0.049443537822956365	0.04944353782295523
Cytoplasm_Correlation_RWC_CorrMito_CorrRNA	0.0005137489388378214	-8.731238142150428e-05	0.015750592170220866	-0.015750592170220505
Cytoplasm_Correlation_RWC_CorrPM_CorrDNA	0.0011823040741024693	1.2597261183150889e-05	-0.03507020812457763	0.035070208124576834
Cytoplasm_Correlation_RWC_CorrPM_CorrER	1.9256406207146526e-05	-2.634527346915631e-05	-0.0019984181139208906	0.001998418113920845
Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	0.0007008863141031441	5.651008997192527e-05	-0.024714662236960477	0.024714662236959912
Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.0019513400955391003	6.391284703586312e-05	-0.04287980519770068	0.042879805197699704
Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.00039761450868869286	0.00010509733030210389	-0.01275742015164703	0.012757420151646737
Cytoplasm_Correlation_RWC_CorrRNA_CorrDNA	0.0012083666948400351	-4.8221217129770636e-05	-0.03387069202250309	0.03387069202250233
Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.0004784076094012102	-0.0001504539191456334	0.006824431374311719	-0.006824431374311564
Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	0.0002065726756261821	-9.370595750620004e-05	0.0006489968186302277	-0.0006489968186302129
Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.0006007874535471913	-0.00013140982386026606	-0.009967884985181502	0.009967884985181273
Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.0021552262857446047	-3.9653378060194575e-05	-0.04395234207829199	0.04395234207829099
Cytoplasm_Granularity_10_CorrDNA	0.0006206600740066293	-0.00015382633975008885	-0.013136085182100951	0.013136085182100653
Cytoplasm_Granularity_10_CorrER	0.001441318825149418	-0.00021885977418279568	-0.024689413018492937	0.024689413018492375
Cytoplasm_Granularity_10_CorrGasdermin	0.0017010800222020395	-0.0003180594781442816	-0.001493767646805986	0.0014937676468059517
Cytoplasm_Granularity_10_CorrMito	0.001483876009432894	-0.0002966116535920037	0.0023068556124014998	-0.002306855612401447
Cytoplasm_Granularity_10_CorrPM	0.0013413584497159459	-0.0002959298859292044	-0.00588998512123185	0.005889985121231715
Cytoplasm_Granularity_10_CorrRNA	0.0010954412408432646	-0.0002609432665831385	0.003340637846778764	-0.0033406378467786867
Cytoplasm_Granularity_11_CorrDNA	0.00030082639404804823	-7.173784887635036e-06	-0.017674255729220635	0.017674255729220233
Cytoplasm_Granularity_11_CorrER	0.0014268785753753788	-0.0002577481709088986	-0.01435947114576178	0.014359471145761454
Cytoplasm_Granularity_11_CorrGasdermin	0.0010718550020544226	-0.0002322027839059324	-0.012339701635012027	0.012339701635011744
Cytoplasm_Granularity_11_CorrMito	0.001490879976089321	-0.0003010217665705316	0.0014452544636561074	-0.0014452544636560745
Cytoplasm_Granularity_11_CorrPM	0.001051287342852647	-0.0002563410842703654	-0.008644223439548075	0.008644223439547877
Cytoplasm_Granularity_11_CorrRNA	0.0019251324007962811	-0.0003273128916123852	-0.012260771153002538	0.01226077115300226
Cytoplasm_Granularity_12_CorrDNA	0.00026771664710356635	-3.626807678766758e-05	-0.015310263656307214	0.015310263656306864
Cytoplasm_Granularity_12_CorrER	0.0004522876847737889	-0.00016192716921335472	0.003487204629916343	-0.0034872046299162635
Cytoplasm_Granularity_12_CorrGasdermin	7.54918911463065e-05	-5.491843376121349e-05	0.005658969724432191	-0.005658969724432061
Cytoplasm_Granularity_12_CorrMito	0.0006633670874822695	-0.00019954892955496398	8.078290098129788e-05	-8.078290098129605e-05
Cytoplasm_Granularity_12_CorrPM	0.0011130516487631859	-0.0002557924944364254	-0.0062502791673520325	0.00625027916735189
Cytoplasm_Granularity_12_CorrRNA	0.0002760627392937032	-0.00011275112926931879	-0.007505191667312875	0.007505191667312705
Cytoplasm_Granularity_13_CorrDNA	0.00030576288802730556	-0.00011210409817558443	-0.007267823861864144	0.0072678238618639765
Cytoplasm_Granularity_13_CorrER	0.000926694359953073	-0.00020965893589570159	-0.01298235400153067	0.012982354001530373
Cytoplasm_Granularity_13_CorrGasdermin	0.0003720412663367201	-0.00013249623539743103	-0.008263976525405238	0.008263976525405049
Cytoplasm_Granularity_13_CorrMito	0.0002973942799440188	-0.00013049461310766526	0.004833566202777288	-0.004833566202777177
Cytoplasm_Granularity_13_CorrPM	0.0006368345439348166	-0.000206814966066224	0.0027267236462621136	-0.002726723646262051
Cytoplasm_Granularity_13_CorrRNA	0.00041224000346029577	-0.0001265540913770965	-0.01215173552800606	0.012151735528005782
Cytoplasm_Granularity_14_CorrDNA	0.00046034624566559934	-0.0001279255574684956	-0.01049669600942499	0.01049669600942475
Cytoplasm_Granularity_14_CorrER	0.0013701330889823726	-0.00021356123901034344	-0.024297877371230514	0.02429787737122996
Cytoplasm_Granularity_14_CorrGasdermin	0.000281240391948101	-9.459068225352366e-05	-0.01059912747826321	0.010599127478262967
Cytoplasm_Granularity_14_CorrMito	0.00043759761238748585	-0.00013828998224987903	-0.00880325929195416	0.008803259291953958
Cytoplasm_Granularity_14_CorrPM	0.0016505786345587525	-0.000187313649195706	-0.03344051905427389	0.033440519054273136
Cytoplasm_Granularity_14_CorrRNA	0.0014540056816985114	-0.00016070070657737842	-0.03161463268994496	0.031614632689944244
