feature	r2_score	Metadata_number_of_singlecells	ATP_1mM	DMSO 0.1%_0
Cytoplasm_AreaShape_Zernike_8_4	0.00010213189326124805	-7.643673722769916e-06	-0.010479839254166758	0.010479839254166665
Cytoplasm_AreaShape_Zernike_8_6	5.3216151452595284e-05	-3.446899007204551e-05	-0.0026712004275579386	0.0026712004275579147
Cytoplasm_AreaShape_Zernike_8_8	9.281335900712673e-05	-3.960611864619723e-05	-0.007876747823382744	0.007876747823382673
Cytoplasm_AreaShape_Zernike_9_1	0.0003593011692745174	8.671060845377418e-05	0.0005778936359048099	-0.0005778936359048047
Cytoplasm_AreaShape_Zernike_9_3	4.222550196208985e-05	2.270768390691754e-05	-0.0028995927003404457	0.0028995927003404197
Cytoplasm_AreaShape_Zernike_9_5	0.00017356312108685046	-2.0144396955458276e-05	-0.013987652240890953	0.013987652240890828
Cytoplasm_AreaShape_Zernike_9_7	6.423311614400795e-05	-1.3808677019065849e-05	-0.008490363833954535	0.008490363833954458
Cytoplasm_AreaShape_Zernike_9_9	5.2221618004666404e-05	5.003664563316333e-06	-0.006849392633919992	0.006849392633919931
Cytoplasm_Correlation_Correlation_CorrDNA_CorrER	0.00346137504658639	0.00024083892556460648	0.05168324923324763	-0.051683249233247165
Cytoplasm_Correlation_Correlation_CorrDNA_CorrGasdermin	0.016333900502024323	0.0004288618601931682	0.13135305198218086	-0.13135305198217967
Cytoplasm_Correlation_Correlation_CorrDNA_CorrMito	0.003881255911233561	0.0002565015641256851	0.05437263916331997	-0.054372639163319476
Cytoplasm_Correlation_Correlation_CorrDNA_CorrPM	0.0022238993057748235	0.0001364440924082209	0.04863309500835114	-0.0486330950083507
Cytoplasm_Correlation_Correlation_CorrDNA_CorrRNA	0.002773368792144626	0.00023281366920499872	0.04193620478881922	-0.04193620478881885
Cytoplasm_Correlation_Correlation_CorrER_CorrGasdermin	0.0007189651079201331	-7.175288844305434e-05	-0.02604677404449352	0.026046774044493286
Cytoplasm_Correlation_Correlation_CorrER_CorrMito	8.837799492911191e-05	-4.048166627575219e-05	-0.0041803223284962955	0.004180322328496257
Cytoplasm_Correlation_Correlation_CorrER_CorrPM	0.0027432071996337237	-6.518215161510968e-05	0.045221993696502275	-0.045221993696501865
Cytoplasm_Correlation_Correlation_CorrER_CorrRNA	0.0051543829597247015	-0.0003440058321108491	-0.004231631361574946	0.0042316313615749085
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrMito	0.03135280955184916	-0.00048129459140833344	-0.17635515194289542	0.17635515194289383
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrPM	0.00356291478067694	7.411701143021328e-05	0.06305452583236557	-0.063054525832365
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrRNA	0.0022866749645489293	0.00010471391396628958	-0.02962510403142321	0.029625104031422943
Cytoplasm_Correlation_Correlation_CorrMito_CorrPM	0.006555786740998881	0.0001539823993873667	0.0856770699231624	-0.08567706992316163
Cytoplasm_Correlation_Correlation_CorrMito_CorrRNA	0.0015736773794213788	0.00015404437123809475	0.0016192275276327977	-0.0016192275276327832
Cytoplasm_Correlation_Correlation_CorrPM_CorrRNA	0.003895511047038669	7.501586837559243e-05	0.06469369657627667	-0.06469369657627609
Cytoplasm_Correlation_K_CorrDNA_CorrER	0.0028495854781369623	-0.00017503950460609716	-0.003628771211244758	0.0036287712112447255
Cytoplasm_Correlation_K_CorrDNA_CorrGasdermin	0.03381734270826997	-0.00042043775370731836	-0.05398774496490534	0.05398774496490486
Cytoplasm_Correlation_K_CorrDNA_CorrMito	0.04252663217921904	-0.000828712822600422	-0.11546070890143659	0.11546070890143555
Cytoplasm_Correlation_K_CorrDNA_CorrPM	0.0007445447251850368	0.0001367441545629447	0.005019225064061352	-0.005019225064061307
Cytoplasm_Correlation_K_CorrDNA_CorrRNA	0.0012471801100315538	-9.138654351456754e-05	-0.005999713165336731	0.005999713165336676
Cytoplasm_Correlation_K_CorrER_CorrDNA	0.010133026885947416	0.000469630138212951	0.012669645028647113	-0.012669645028646998
Cytoplasm_Correlation_K_CorrER_CorrGasdermin	0.016467470869393597	-0.00023019705552987442	-0.06674389858258789	0.0667438985825873
Cytoplasm_Correlation_K_CorrER_CorrMito	0.02390617382536997	-0.0003987061003997749	-0.11552996591854603	0.11552996591854497
Cytoplasm_Correlation_K_CorrER_CorrPM	0.06182148130981857	0.0014809647483337788	0.06729130892362656	-0.06729130892362596
Cytoplasm_Correlation_K_CorrER_CorrRNA	0.060515337578920025	0.001191280041242269	-0.0032395784561839768	0.0032395784561839473
Cytoplasm_Correlation_K_CorrGasdermin_CorrDNA	0.0474557201365412	0.0010154918434391138	0.20460328055652982	-0.204603280556528
Cytoplasm_Correlation_K_CorrGasdermin_CorrER	0.025586971219134558	0.0003813370910216582	0.12090807901623266	-0.12090807901623157
Cytoplasm_Correlation_K_CorrGasdermin_CorrMito	0.050494263100107295	-0.0005714253341492809	-0.2004916615457697	0.2004916615457679
Cytoplasm_Correlation_K_CorrGasdermin_CorrPM	0.14288177048840367	0.0019127803291828247	0.39743674616456315	-0.3974367461645596
Cytoplasm_Correlation_K_CorrGasdermin_CorrRNA	0.07413264078962845	0.0009242019374901853	0.21657622125562492	-0.216576221255623
Cytoplasm_Correlation_K_CorrMito_CorrDNA	0.05350315169485709	0.0010705954279289537	0.2339419475515921	-0.23394194755158998
Cytoplasm_Correlation_K_CorrMito_CorrER	0.015030358711075498	0.00029163235275578395	0.09420446715734795	-0.09420446715734711
Cytoplasm_Correlation_K_CorrMito_CorrGasdermin	0.009555933832962493	0.00015771506152794764	0.051422034872795924	-0.05142203487279546
Cytoplasm_Correlation_K_CorrMito_CorrPM	0.1507813881711828	0.001918821784837638	0.42518719932140536	-0.42518719932140153
Cytoplasm_Correlation_K_CorrMito_CorrRNA	0.02991267189433866	0.0005071155600037727	0.12591062209728562	-0.12591062209728449
Cytoplasm_Correlation_K_CorrPM_CorrDNA	7.157779044697499e-06	-1.2900891261486603e-06	-0.0028416913613948155	0.00284169136139479
Cytoplasm_Correlation_K_CorrPM_CorrER	0.014865942354442385	-0.00041610989256371533	-0.007967499498805614	0.007967499498805543
Cytoplasm_Correlation_K_CorrPM_CorrGasdermin	0.10209393239567943	-0.0012692049362323873	-0.14310128252116633	0.14310128252116505
Cytoplasm_Correlation_K_CorrPM_CorrMito	0.10995805905417655	-0.0016955755756922675	-0.2027771004244232	0.2027771004244214
Cytoplasm_Correlation_K_CorrPM_CorrRNA	0.012141007965008721	-0.0003902987090165791	-0.018660084292333744	0.018660084292333574
Cytoplasm_Correlation_K_CorrRNA_CorrDNA	0.004277442672336429	0.0003158387163794154	0.016591105770281278	-0.01659110577028113
Cytoplasm_Correlation_K_CorrRNA_CorrER	0.05912507963733726	-0.0010966203929122548	0.005003971601177915	-0.005003971601177871
Cytoplasm_Correlation_K_CorrRNA_CorrGasdermin	0.042237312947964956	-0.00046216296125170243	-0.08369650410759366	0.08369650410759291
Cytoplasm_Correlation_K_CorrRNA_CorrMito	0.05785973604337524	-0.0008918746484533205	-0.16782800272217724	0.16782800272217574
Cytoplasm_Correlation_K_CorrRNA_CorrPM	0.06328393183604364	0.0013021784040136684	0.08571679824176148	-0.08571679824176072
Cytoplasm_Correlation_Manders_CorrDNA_CorrER	0.0004835282522689388	8.428569026058389e-05	-0.0019432332149330617	0.0019432332149330444
Cytoplasm_Correlation_Manders_CorrDNA_CorrGasdermin	0.0026452670722897365	0.00018802379841154497	0.004426682424635894	-0.004426682424635854
Cytoplasm_Correlation_Manders_CorrDNA_CorrMito	0.004794680142497065	0.00027688796382983107	-0.004084627026290954	0.004084627026290918
Cytoplasm_Correlation_Manders_CorrDNA_CorrPM	3.293149535643636e-05	-6.537489848608229e-06	-0.0063992693523631326	0.006399269352363075
Cytoplasm_Correlation_Manders_CorrDNA_CorrRNA	0.00026445669472552336	5.6910439128008386e-05	8.776829512592116e-05	-8.776829512592037e-05
Cytoplasm_Correlation_Manders_CorrER_CorrDNA	0.00042935311885483607	2.5008445323884815e-06	0.02146581963771135	-0.021465819637711155
Cytoplasm_Correlation_Manders_CorrER_CorrGasdermin	0.005404282032446139	0.0002811779482239196	0.015015319391821321	-0.015015319391821188
Cytoplasm_Correlation_Manders_CorrER_CorrMito	0.008436505305251418	0.0003851601003277491	0.012100125338210903	-0.012100125338210794
Cytoplasm_Correlation_Manders_CorrER_CorrPM	4.361127974183976e-05	-1.9123046732366193e-05	-0.0062826366657281075	0.006282636665728051
Cytoplasm_Correlation_Manders_CorrER_CorrRNA	7.941084165419277e-05	6.633693835542205e-06	0.009943658413682513	-0.009943658413682424
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrDNA	0.0010617709147108245	-0.0001266096110946998	0.011369939726521457	-0.011369939726521356
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrER	0.0020705914014899074	-0.00018764309450689388	-0.02305778073114899	0.023057780731148784
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrMito	0.0041784357740320965	0.0002691570788056283	0.0010031506960944318	-0.0010031506960944227
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrPM	3.291728047660758e-05	-2.6263763174804774e-05	-0.004908218756665264	0.00490821875666522
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrRNA	0.0007502650111315123	-0.00010215159765460206	-0.011315489474655435	0.011315489474655332
Cytoplasm_Correlation_Manders_CorrMito_CorrDNA	0.0011516439866402495	-0.0001587533229136602	-0.0002792219870626692	0.0002792219870626667
Cytoplasm_Correlation_Manders_CorrMito_CorrER	0.0029559057026525837	-0.000222927028308627	-0.030487667755506057	0.030487667755505782
Cytoplasm_Correlation_Manders_CorrMito_CorrGasdermin	0.0001416615666149923	4.141649827914858e-05	0.005296439572111451	-0.005296439572111403
Cytoplasm_Correlation_Manders_CorrMito_CorrPM	3.768684896165997e-05	-2.830972251543701e-05	-0.004158097493823557	0.00415809749382352
Cytoplasm_Correlation_Manders_CorrMito_CorrRNA	0.001156028490066352	-0.00012552026527791956	-0.017469170033097774	0.017469170033097618
Cytoplasm_Correlation_Manders_CorrPM_CorrDNA	0.0002721143882614685	-3.5916423471967e-05	0.012857110271646224	-0.012857110271646108
Cytoplasm_Correlation_Manders_CorrPM_CorrER	0.00037288992992601244	-2.1619321134401996e-05	-0.01889237962827017	0.01889237962827
Cytoplasm_Correlation_Manders_CorrPM_CorrGasdermin	0.01293607410091957	0.0004860540529326286	0.013556593499823206	-0.013556593499823084
Cytoplasm_Correlation_Manders_CorrPM_CorrMito	0.017454451685570138	0.0006032124991838801	0.013781816287046358	-0.013781816287046235
Cytoplasm_Correlation_Manders_CorrPM_CorrRNA	0.0005480498854311122	8.432842665003875e-05	-0.0037982844936838775	0.003798284493683843
Cytoplasm_Correlation_Manders_CorrRNA_CorrDNA	0.0002896564498774401	-2.8399367899647162e-05	0.014486818671479648	-0.014486818671479516
Cytoplasm_Correlation_Manders_CorrRNA_CorrER	0.0006195314960982801	-9.678646658903772e-05	-0.018791687234134925	0.018791687234134755
Cytoplasm_Correlation_Manders_CorrRNA_CorrGasdermin	0.006438678118222962	0.00031265621330115725	0.010168140659512099	-0.010168140659512008
Cytoplasm_Correlation_Manders_CorrRNA_CorrMito	0.010171769631731054	0.00042811571467921556	0.006116291672039623	-0.006116291672039568
Cytoplasm_Correlation_Manders_CorrRNA_CorrPM	4.730931286500706e-05	-1.2421768217269105e-05	-0.0067498902941698375	0.006749890294169777
Cytoplasm_Correlation_Overlap_CorrDNA_CorrER	0.004690238893007903	0.00029202770176275824	0.057446683970566834	-0.05744668397056631
Cytoplasm_Correlation_Overlap_CorrDNA_CorrGasdermin	0.017214092555455363	0.0005079136626592568	0.12051290764648984	-0.12051290764648874
Cytoplasm_Correlation_Overlap_CorrDNA_CorrMito	0.009750172185194694	0.00044728331966036803	0.0718034141935421	-0.07180341419354144
Cytoplasm_Correlation_Overlap_CorrDNA_CorrPM	0.0014608658038111066	-7.491815710037885e-05	0.02997201494004194	-0.029972014940041664
Cytoplasm_Correlation_Overlap_CorrDNA_CorrRNA	0.002521023487318197	0.00019721258158287628	0.044537407768534154	-0.04453740776853375
Cytoplasm_Correlation_Overlap_CorrER_CorrGasdermin	0.0008208832248547404	0.00012346754744834747	0.0068959603244395165	-0.006895960324439453
Cytoplasm_Correlation_Overlap_CorrER_CorrMito	0.0006154546657322069	0.00010706559577287028	0.006990909316529452	-0.006990909316529389
Cytoplasm_Correlation_Overlap_CorrER_CorrPM	0.0014748883868268559	0.00010006157347274827	0.03665256724324592	-0.03665256724324559
Cytoplasm_Correlation_Overlap_CorrER_CorrRNA	0.0010602273434392462	-9.84813223407004e-05	0.016167871126849576	-0.016167871126849434
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrMito	0.002723675154376659	-9.29425533677433e-05	-0.048016361619061934	0.048016361619061504
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrPM	0.017382224972989246	0.0005537667036572887	0.09389374926409241	-0.09389374926409157
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrRNA	0.0036618015438617535	0.0002209668485300287	-0.002941670850928126	0.0029416708509280996
Cytoplasm_Correlation_Overlap_CorrMito_CorrPM	0.030857686272614426	0.000751532220922124	0.13566753416835262	-0.1356675341683514
Cytoplasm_Correlation_Overlap_CorrMito_CorrRNA	0.0039293930369258545	0.0002050062834343836	-0.011421170704639352	0.011421170704639248
Cytoplasm_Correlation_Overlap_CorrPM_CorrRNA	0.0015881434027034125	0.0001190668580480533	0.033898116271849736	-0.03389811627184943
Cytoplasm_Correlation_RWC_CorrDNA_CorrER	0.006207991445369654	0.00035900646190891003	0.0337191053848199	-0.03371910538481959
Cytoplasm_Correlation_RWC_CorrDNA_CorrGasdermin	0.0196180737011592	0.0005806222457541176	0.09180906233114683	-0.09180906233114601
Cytoplasm_Correlation_RWC_CorrDNA_CorrMito	0.010723860070668279	0.0004939353154533838	0.03462922626968243	-0.03462922626968212
Cytoplasm_Correlation_RWC_CorrDNA_CorrPM	0.004183997280521989	0.00021392542579545365	0.06081511323412456	-0.060815113234124016
Cytoplasm_Correlation_RWC_CorrDNA_CorrRNA	0.008477505499040805	0.0004266849358599804	0.037264319578070575	-0.03726431957807024
Cytoplasm_Correlation_RWC_CorrER_CorrDNA	0.0007050859454078573	4.487706366787906e-05	0.028302669098536813	-0.028302669098536556
Cytoplasm_Correlation_RWC_CorrER_CorrGasdermin	0.004028464890109662	0.00024449923061182073	0.0024839451522007863	-0.0024839451522007637
Cytoplasm_Correlation_RWC_CorrER_CorrMito	0.0048470111442672215	0.000277369732468994	0.0028220879400695197	-0.002822087940069494
Cytoplasm_Correlation_RWC_CorrER_CorrPM	0.0034676326042645256	-7.102390258144172e-05	0.049615512450407004	-0.04961551245040655
Cytoplasm_Correlation_RWC_CorrER_CorrRNA	0.00431662078798134	-0.00032805586255263007	0.00047306399240039094	-0.00047306399240038677
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrDNA	0.0012292876831255795	-6.385475486765528e-05	0.028250821290037365	-0.028250821290037108
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrER	0.0017654046365995768	-0.0001568839970363112	-0.028710116402938197	0.028710116402937937
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrMito	0.035196048052999696	-0.0004679915425041638	-0.1859126299283974	0.18591262992839572
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrPM	0.006416412290580986	7.454366678937936e-05	0.08337306257559306	-0.08337306257559231
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrRNA	0.0013383920237874936	2.8072309608465078e-05	-0.026810708392723252	0.026810708392723013
Cytoplasm_Correlation_RWC_CorrMito_CorrDNA	0.0008318249850124415	-0.00012371996114168236	0.004768480088679189	-0.004768480088679146
Cytoplasm_Correlation_RWC_CorrMito_CorrER	0.0019267456151698115	-0.0001736910796701447	-0.027931314943977034	0.02793131494397678
Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	0.006720961375711987	-0.00020216163400733604	-0.06168665329074596	0.061686653290745415
Cytoplasm_Correlation_RWC_CorrMito_CorrPM	0.00863338107421563	0.00013973257126569894	0.09830080016913711	-0.09830080016913623
Cytoplasm_Correlation_RWC_CorrMito_CorrRNA	0.0007938277035898222	2.6597571374331163e-05	-0.020997682486855726	0.020997682486855535
Cytoplasm_Correlation_RWC_CorrPM_CorrDNA	0.0007683151166926194	1.5822539355471135e-05	0.0291874215095314	-0.029187421509531134
Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.00040252245973837475	-3.5900038619729564e-05	0.014817672456726112	-0.01481767245672598
Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	0.012531992401306757	0.0004772767295225679	0.06758320910850728	-0.06758320910850667
Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.017841086690622454	0.0006071796977984564	0.08239920426713793	-0.08239920426713719
Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.004067554760396996	0.00012620728000407663	0.06030475247377452	-0.06030475247377398
Cytoplasm_Correlation_RWC_CorrRNA_CorrDNA	0.0003279597596935746	2.029121711283034e-05	0.01920795898891594	-0.01920795898891577
Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.001677930905580216	-0.00018327243427057531	-0.019599187225496882	0.01959918722549671
Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	0.009994442612111687	0.0003700006106242291	-0.006771011135997063	0.006771011135997002
Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.013291368911055979	0.0004536297375455971	-0.004916291324489096	0.004916291324489052
Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.006937674180674591	3.822823846696332e-05	0.08201039770068794	-0.0820103977006872
Cytoplasm_Granularity_10_CorrDNA	0.0003277810709271245	-4.265474441249483e-05	0.012737854814552172	-0.012737854814552058
Cytoplasm_Granularity_10_CorrER	0.012876596503724413	-0.0005302888852777529	0.0032723456464897917	-0.003272345646489762
Cytoplasm_Granularity_10_CorrGasdermin	0.013064753037529742	-0.0005673449849483814	-0.014278949113076245	0.014278949113076117
Cytoplasm_Granularity_10_CorrMito	0.015402351354750321	-0.0006153246168793394	-0.03789646157787741	0.03789646157787707
Cytoplasm_Granularity_10_CorrPM	0.02019259984507371	-0.0007843492088987889	-0.03173617614078923	0.03173617614078895
Cytoplasm_Granularity_10_CorrRNA	0.013238445416293043	-0.0005877170546676663	-0.03002911595121159	0.030029115951211317
Cytoplasm_Granularity_11_CorrDNA	6.871260826957215e-05	2.3262696299061397e-05	0.008404728238974446	-0.00840472823897437
Cytoplasm_Granularity_11_CorrER	0.014197121696866488	-0.0005697368937112321	-0.007120393816123623	0.007120393816123558
Cytoplasm_Granularity_11_CorrGasdermin	0.014936969785637633	-0.0005805447583158644	0.011116771817535433	-0.011116771817535332
Cytoplasm_Granularity_11_CorrMito	0.021619937969696634	-0.0007453700784108043	-0.03175141173670016	0.031751411736699875
Cytoplasm_Granularity_11_CorrPM	0.019855971041459863	-0.0007580408287020191	-0.009291831383270758	0.009291831383270674
Cytoplasm_Granularity_11_CorrRNA	0.0212132742423794	-0.0007363799803262508	-0.014945236686908985	0.01494523668690885
Cytoplasm_Granularity_12_CorrDNA	0.0010916127292698308	3.1159531279407036e-06	0.0335590976203982	-0.0335590976203979
Cytoplasm_Granularity_12_CorrER	0.015386896509914427	-0.0006050894885237379	-0.015086700517485549	0.015086700517485415
Cytoplasm_Granularity_12_CorrGasdermin	0.0206371500469843	-0.0007006947619559158	0.011203423643987354	-0.011203423643987253
Cytoplasm_Granularity_12_CorrMito	0.025813527366665534	-0.00080987326981764	-0.004713076693155671	0.0047130766931556285
Cytoplasm_Granularity_12_CorrPM	0.021668627628446346	-0.0007882096010874907	-0.01610581529928163	0.016105815299281484
Cytoplasm_Granularity_12_CorrRNA	0.022221528607013652	-0.0007586638868506536	-0.017986369295917057	0.017986369295916897
Cytoplasm_Granularity_13_CorrDNA	0.0005581968490271372	3.5960651178876535e-05	0.02413410517671001	-0.024134105176709796
Cytoplasm_Granularity_13_CorrER	0.010755203958369597	-0.0004634094088886714	0.024182944004576733	-0.024182944004576514
Cytoplasm_Granularity_13_CorrGasdermin	0.014642286176572816	-0.0005777165383945833	0.015850264274136196	-0.015850264274136053
Cytoplasm_Granularity_13_CorrMito	0.016447131601766696	-0.0006329292047014826	0.0030710882881776706	-0.003071088288177643
Cytoplasm_Granularity_13_CorrPM	0.02717765814250661	-0.0009079878490877282	-0.002193206805825094	0.0021932068058250743
Cytoplasm_Granularity_13_CorrRNA	0.016979536621563818	-0.0006272199952566592	0.019700388360074237	-0.01970038836007406
Cytoplasm_Granularity_14_CorrDNA	0.00021155515478044062	6.290231026222627e-05	0.009384939686185112	-0.009384939686185029
Cytoplasm_Granularity_14_CorrER	0.008916093040936213	-0.0004415560755825558	0.008292563858671102	-0.008292563858671028
Cytoplasm_Granularity_14_CorrGasdermin	0.011213304145936798	-0.00043415414815871676	0.035419644091681336	-0.03541964409168102
Cytoplasm_Granularity_14_CorrMito	0.011921971610183268	-0.00048739117797899075	0.014369904282313425	-0.014369904282313295
Cytoplasm_Granularity_14_CorrPM	0.03140343194117867	-0.0008721651414053819	0.04694593626804329	-0.04694593626804287
Cytoplasm_Granularity_14_CorrRNA	0.015639368181112334	-0.0005525599682482919	0.029365623418282485	-0.029365623418282222
Cytoplasm_Granularity_15_CorrDNA	0.0007242642353337825	5.882035495636284e-05	0.027061212071654114	-0.027061212071653875
Cytoplasm_Granularity_15_CorrER	0.012040635429747315	-0.00044373645965841595	0.04010618534089354	-0.04010618534089318
Cytoplasm_Granularity_15_CorrGasdermin	0.00935234513399441	-0.0004299855936974844	0.018211183476327403	-0.01821118347632724
