feature	r2_score	Metadata_number_of_singlecells	DMSO 0.1%_0
Cytoplasm_AreaShape_MedianRadius	0.0025534911851803344	0.0003579399522775637	0.0
Cytoplasm_AreaShape_MinFeretDiameter	0.0027295637261286476	0.0003732670956164662	0.0
Cytoplasm_AreaShape_MinorAxisLength	0.0031332306372293672	0.0003983176893270856	0.0
Cytoplasm_AreaShape_Orientation	4.5573039631929824e-05	4.743027317275325e-05	0.0
Cytoplasm_AreaShape_Perimeter	0.0023333479086287134	0.0003468758963833311	0.0
Cytoplasm_AreaShape_Solidity	0.00487517805048332	0.000514945747087203	0.0
Cytoplasm_AreaShape_Zernike_0_0	0.0014773738573787831	0.00027527025342524784	0.0
Cytoplasm_AreaShape_Zernike_1_1	2.7316759827811232e-05	3.68651712058886e-05	0.0
Cytoplasm_AreaShape_Zernike_2_0	0.0012019432201689773	0.0002441965586331839	0.0
Cytoplasm_AreaShape_Zernike_2_2	0.0008255545123644348	0.0002012724501802802	0.0
Cytoplasm_AreaShape_Zernike_3_1	7.275204420786885e-06	1.881378549376261e-05	0.0
Cytoplasm_AreaShape_Zernike_3_3	0.0001281834102845325	7.930472562471531e-05	0.0
Cytoplasm_AreaShape_Zernike_4_0	1.2403467056776307e-06	7.815263631695615e-06	0.0
Cytoplasm_AreaShape_Zernike_4_2	0.0008316038982416618	0.0002022921170913722	0.0
Cytoplasm_AreaShape_Zernike_4_4	0.00013510644214009826	8.16516654478894e-05	0.0
Cytoplasm_AreaShape_Zernike_5_1	0.0009678597184331617	0.00021820405413235629	0.0
Cytoplasm_AreaShape_Zernike_5_3	5.867250042179695e-05	5.367763650931031e-05	0.0
Cytoplasm_AreaShape_Zernike_5_5	8.723961490764154e-06	2.0670030701244736e-05	0.0
Cytoplasm_AreaShape_Zernike_6_0	0.00016850005125124135	9.092876943211925e-05	0.0
Cytoplasm_AreaShape_Zernike_6_2	4.982318430124533e-05	4.952856118926334e-05	0.0
Cytoplasm_AreaShape_Zernike_6_4	0.0005635031534705348	0.00016599481227216312	0.0
Cytoplasm_AreaShape_Zernike_6_6	3.37554577278798e-06	1.2925070736440687e-05	0.0
Cytoplasm_AreaShape_Zernike_7_1	0.0006032166377984982	0.00017203832140255844	0.0
Cytoplasm_AreaShape_Zernike_7_3	0.00014964540028039597	8.58312823008878e-05	0.0
Cytoplasm_AreaShape_Zernike_7_5	9.053273045844801e-05	6.730736724072036e-05	0.0
Cytoplasm_AreaShape_Zernike_7_7	3.7662674246319305e-05	4.2911941724392494e-05	0.0
Cytoplasm_AreaShape_Zernike_8_0	0.00041102861120079215	0.0001426642592276366	0.0
Cytoplasm_AreaShape_Zernike_8_2	0.0001273450796572817	7.913939595978463e-05	0.0
Cytoplasm_AreaShape_Zernike_8_4	9.062091067513212e-05	6.640450808481261e-05	0.0
Cytoplasm_AreaShape_Zernike_8_6	3.528644030303951e-07	-4.162808852471352e-06	0.0
Cytoplasm_AreaShape_Zernike_8_8	6.302923803735982e-05	5.5534711460999625e-05	0.0
Cytoplasm_AreaShape_Zernike_9_1	0.00028128404166649634	0.0001175751857070513	0.0
Cytoplasm_AreaShape_Zernike_9_3	7.906084441933192e-05	6.282911198906049e-05	0.0
Cytoplasm_AreaShape_Zernike_9_5	8.96488688048036e-05	6.653559536235677e-05	0.0
Cytoplasm_AreaShape_Zernike_9_7	1.1100326433588492e-06	7.408905974453639e-06	0.0
Cytoplasm_AreaShape_Zernike_9_9	1.0197485485141655e-05	2.247819026020384e-05	0.0
Cytoplasm_Correlation_Correlation_CorrDNA_CorrER	0.0008763718479076754	0.0002165903446316516	0.0
Cytoplasm_Correlation_Correlation_CorrDNA_CorrGasdermin	0.0006626121671130525	0.00019073307813236343	0.0
Cytoplasm_Correlation_Correlation_CorrDNA_CorrMito	0.00012283480014463333	8.118664938375749e-05	0.0
Cytoplasm_Correlation_Correlation_CorrDNA_CorrPM	0.0005122263105077351	0.0001639234119515274	0.0
Cytoplasm_Correlation_Correlation_CorrDNA_CorrRNA	0.0004428169793464498	0.00015481521970730328	0.0
Cytoplasm_Correlation_Correlation_CorrER_CorrGasdermin	9.01253464202778e-06	1.9334683349901247e-05	0.0
Cytoplasm_Correlation_Correlation_CorrER_CorrMito	3.536001441495351e-05	-3.718433362186964e-05	0.0
Cytoplasm_Correlation_Correlation_CorrER_CorrPM	1.921252461090095e-05	-3.0506350812019366e-05	0.0
Cytoplasm_Correlation_Correlation_CorrER_CorrRNA	0.0006109916255198078	0.00017490071852740657	0.0
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrMito	9.554546043233358e-10	1.7517413591442952e-07	0.0
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrPM	0.00041725664375047433	-0.00014714034405418957	0.0
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrRNA	0.00022726380734705565	-9.085482677963366e-05	0.0
Cytoplasm_Correlation_Correlation_CorrMito_CorrPM	0.0008347157719552634	-0.00021037995506540145	0.0
Cytoplasm_Correlation_Correlation_CorrMito_CorrRNA	0.0008357606045275023	-0.00016818965582466659	0.0
Cytoplasm_Correlation_Correlation_CorrPM_CorrRNA	0.00013478886774798138	-8.229791996534671e-05	0.0
Cytoplasm_Correlation_K_CorrDNA_CorrER	1.3128336662227014e-07	2.0100620751210133e-06	0.0
Cytoplasm_Correlation_K_CorrDNA_CorrGasdermin	7.664478794855434e-06	1.0751337730485267e-05	0.0
Cytoplasm_Correlation_K_CorrDNA_CorrMito	7.484616539876754e-06	-1.8651757386469345e-05	0.0
Cytoplasm_Correlation_K_CorrDNA_CorrPM	0.00015553733453466112	9.758942494984366e-05	0.0
Cytoplasm_Correlation_K_CorrDNA_CorrRNA	4.5368934820100293e-07	-2.7248795812651348e-06	0.0
Cytoplasm_Correlation_K_CorrER_CorrDNA	0.0007078554910999735	0.0001931296790036365	0.0
Cytoplasm_Correlation_K_CorrER_CorrGasdermin	5.6879599881876075e-05	3.3198404216546895e-05	0.0
Cytoplasm_Correlation_K_CorrER_CorrMito	2.1248411622432073e-05	3.0820380944173e-05	0.0
Cytoplasm_Correlation_K_CorrER_CorrPM	0.006341415334838341	0.0005849708428918081	0.0
Cytoplasm_Correlation_K_CorrER_CorrRNA	0.001410958912085869	0.0002767613408957448	0.0
Cytoplasm_Correlation_K_CorrGasdermin_CorrDNA	0.00020915607506077905	0.00011086933842351412	0.0
Cytoplasm_Correlation_K_CorrGasdermin_CorrER	0.00013637165806734686	-5.610392793732912e-05	0.0
Cytoplasm_Correlation_K_CorrGasdermin_CorrMito	0.007935171570664146	-0.0005540860825444004	0.0
Cytoplasm_Correlation_K_CorrGasdermin_CorrPM	0.0008273426232007219	0.0002081600314569953	0.0
Cytoplasm_Correlation_K_CorrGasdermin_CorrRNA	5.015117441953265e-05	-4.0553600625337324e-05	0.0
Cytoplasm_Correlation_K_CorrMito_CorrDNA	0.0006592457649726713	0.00019716896132450885	0.0
Cytoplasm_Correlation_K_CorrMito_CorrER	5.942278075266039e-06	1.2056172941307824e-05	0.0
Cytoplasm_Correlation_K_CorrMito_CorrGasdermin	0.0009416762802542111	0.00012432667538513423	0.0
Cytoplasm_Correlation_K_CorrMito_CorrPM	0.001967443868970742	0.0003198252837301748	0.0
Cytoplasm_Correlation_K_CorrMito_CorrRNA	4.219601326205247e-05	3.4902380614767574e-05	0.0
Cytoplasm_Correlation_K_CorrPM_CorrDNA	2.210474506736393e-05	3.474248217795239e-05	0.0
Cytoplasm_Correlation_K_CorrPM_CorrER	0.0007587884368587261	-0.00013584803002458773	0.0
Cytoplasm_Correlation_K_CorrPM_CorrGasdermin	0.00044314983503002114	-0.00011756416130362665	0.0
Cytoplasm_Correlation_K_CorrPM_CorrMito	0.0007793304825488567	-0.00019819702148418281	0.0
Cytoplasm_Correlation_K_CorrPM_CorrRNA	0.00138302717869776	-0.000188875773861736	0.0
Cytoplasm_Correlation_K_CorrRNA_CorrDNA	0.0005153907005031044	0.00016748114740685463	0.0
Cytoplasm_Correlation_K_CorrRNA_CorrER	0.0009912580924397174	-0.00020851195674535764	0.0
Cytoplasm_Correlation_K_CorrRNA_CorrGasdermin	4.014081533010305e-05	2.6393970818208846e-05	0.0
Cytoplasm_Correlation_K_CorrRNA_CorrMito	3.6533736236243897e-06	1.3005869793853045e-05	0.0
Cytoplasm_Correlation_K_CorrRNA_CorrPM	0.007670198559714292	0.0006257825880295586	0.0
Cytoplasm_Correlation_Manders_CorrDNA_CorrER	5.923574245558783e-07	-4.753910937760966e-06	0.0
Cytoplasm_Correlation_Manders_CorrDNA_CorrGasdermin	2.682993674185674e-05	2.9156087604310928e-05	0.0
Cytoplasm_Correlation_Manders_CorrDNA_CorrMito	2.9130969858570666e-09	3.244224145794966e-07	0.0
Cytoplasm_Correlation_Manders_CorrDNA_CorrPM	7.984846719144567e-05	6.169191962939486e-05	0.0
Cytoplasm_Correlation_Manders_CorrDNA_CorrRNA	6.192089225809383e-05	4.1952888163316236e-05	0.0
Cytoplasm_Correlation_Manders_CorrER_CorrDNA	0.0011589842985024745	-0.00024077316165213643	0.0
Cytoplasm_Correlation_Manders_CorrER_CorrGasdermin	2.2040795278233105e-05	2.782831586626213e-05	0.0
Cytoplasm_Correlation_Manders_CorrER_CorrMito	1.9676517193367715e-08	8.906055525910583e-07	0.0
Cytoplasm_Correlation_Manders_CorrER_CorrPM	4.436144166242162e-05	4.1202852453944255e-05	0.0
Cytoplasm_Correlation_Manders_CorrER_CorrRNA	0.0002275935682189978	0.00011132858995856724	0.0
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrDNA	0.001612913145265682	-0.000283808781211358	0.0
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrER	0.0002675885039056247	-0.00010256836278338842	0.0
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrMito	0.00018904064397795572	8.074762456524387e-05	0.0
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrPM	7.699552644702123e-05	6.234093218113608e-05	0.0
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrRNA	3.381962350668122e-05	3.196009885255493e-05	0.0
Cytoplasm_Correlation_Manders_CorrMito_CorrDNA	0.001918871202936101	-0.00031046809921625635	0.0
Cytoplasm_Correlation_Manders_CorrMito_CorrER	0.00047531740718187443	-0.00013707670354205074	0.0
Cytoplasm_Correlation_Manders_CorrMito_CorrGasdermin	1.9461660180519758e-05	2.512750505022875e-05	0.0
Cytoplasm_Correlation_Manders_CorrMito_CorrPM	3.4607289440935496e-05	4.0019797046938843e-05	0.0
Cytoplasm_Correlation_Manders_CorrMito_CorrRNA	4.730267516239728e-06	1.2040982226857264e-05	0.0
Cytoplasm_Correlation_Manders_CorrPM_CorrDNA	0.0019465993553863248	-0.00031532122887572255	0.0
Cytoplasm_Correlation_Manders_CorrPM_CorrER	0.0001463945148255652	-7.807391929830363e-05	0.0
Cytoplasm_Correlation_Manders_CorrPM_CorrGasdermin	5.234202157233803e-05	4.613217053591469e-05	0.0
Cytoplasm_Correlation_Manders_CorrPM_CorrMito	6.755878539321802e-05	5.4579330116380446e-05	0.0
Cytoplasm_Correlation_Manders_CorrPM_CorrRNA	0.0003836407952305665	0.00011636010665434626	0.0
Cytoplasm_Correlation_Manders_CorrRNA_CorrDNA	0.0018102528961156938	-0.00030151052986693343	0.0
Cytoplasm_Correlation_Manders_CorrRNA_CorrER	0.0008304841088703219	-0.00019276721276008206	0.0
Cytoplasm_Correlation_Manders_CorrRNA_CorrGasdermin	5.262410591289068e-06	-1.3732244431569298e-05	0.0
Cytoplasm_Correlation_Manders_CorrRNA_CorrMito	3.0233209360241986e-05	-3.4745224500696326e-05	0.0
Cytoplasm_Correlation_Manders_CorrRNA_CorrPM	8.1023229027255e-05	5.185835236850055e-05	0.0
Cytoplasm_Correlation_Overlap_CorrDNA_CorrER	4.7075757557024644e-05	-4.9150847721342046e-05	0.0
Cytoplasm_Correlation_Overlap_CorrDNA_CorrGasdermin	0.00034303349204845013	-0.00013233204690774828	0.0
Cytoplasm_Correlation_Overlap_CorrDNA_CorrMito	0.0007420342729904661	-0.00019391944561905164	0.0
Cytoplasm_Correlation_Overlap_CorrDNA_CorrPM	0.000881280236624149	-0.00020864540913461874	0.0
Cytoplasm_Correlation_Overlap_CorrDNA_CorrRNA	0.00018190499347259248	-9.596177674828391e-05	0.0
Cytoplasm_Correlation_Overlap_CorrER_CorrGasdermin	3.435534797668893e-05	-3.994560245273256e-05	0.0
Cytoplasm_Correlation_Overlap_CorrER_CorrMito	0.00017756288403958376	-9.040848537299755e-05	0.0
Cytoplasm_Correlation_Overlap_CorrER_CorrPM	0.0012172851630390946	-0.00023754380085265763	0.0
Cytoplasm_Correlation_Overlap_CorrER_CorrRNA	0.0002864474470132272	0.00011416438331804434	0.0
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrMito	1.537696459097404e-05	2.5422889168004764e-05	0.0
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrPM	0.0020035213863114354	-0.0003096118633524269	0.0
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrRNA	0.00015760342513326808	-7.658210606676203e-05	0.0
Cytoplasm_Correlation_Overlap_CorrMito_CorrPM	0.0015582365214692473	-0.00027707947587714727	0.0
Cytoplasm_Correlation_Overlap_CorrMito_CorrRNA	0.0009467701955132579	-0.00016943340673156876	0.0
Cytoplasm_Correlation_Overlap_CorrPM_CorrRNA	0.0017873915934711881	-0.0002680301302629432	0.0
Cytoplasm_Correlation_RWC_CorrDNA_CorrER	0.001325052596475973	0.0002465971758661683	0.0
Cytoplasm_Correlation_RWC_CorrDNA_CorrGasdermin	0.0026170010709378744	0.00033798226443577955	0.0
Cytoplasm_Correlation_RWC_CorrDNA_CorrMito	0.0012658806420414725	0.00024630508314747783	0.0
Cytoplasm_Correlation_RWC_CorrDNA_CorrPM	0.001481283925856114	0.0002733337734937469	0.0
Cytoplasm_Correlation_RWC_CorrDNA_CorrRNA	0.0021753881763489913	0.00031878551825759323	0.0
Cytoplasm_Correlation_RWC_CorrER_CorrDNA	0.0007014092791018944	-0.00018431520454331306	0.0
Cytoplasm_Correlation_RWC_CorrER_CorrGasdermin	2.318417100855008e-05	2.907866013045942e-05	0.0
Cytoplasm_Correlation_RWC_CorrER_CorrMito	1.5778139669242464e-05	-2.3729118597189303e-05	0.0
Cytoplasm_Correlation_RWC_CorrER_CorrPM	1.255640400654734e-06	-7.573965837093457e-06	0.0
Cytoplasm_Correlation_RWC_CorrER_CorrRNA	0.0005470920405763469	0.00017507514590655484	0.0
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrDNA	0.0011223715448119842	-0.00023280500507003512	0.0
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrER	0.00022388746261714498	-9.320777121640482e-05	0.0
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrMito	0.0004523238592345491	-0.0001297017793267779	0.0
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrPM	2.915451129437141e-05	3.8280042830558815e-05	0.0
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrRNA	6.286056255522254e-07	4.379011642315602e-06	0.0
Cytoplasm_Correlation_RWC_CorrMito_CorrDNA	0.0015600934512196574	-0.00027542607469499596	0.0
Cytoplasm_Correlation_RWC_CorrMito_CorrER	0.0005555532816357012	-0.0001478598903677514	0.0
Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	8.173162901214948e-05	-5.1966383553682796e-05	0.0
Cytoplasm_Correlation_RWC_CorrMito_CorrPM	8.325434603273507e-06	2.0676283413190645e-05	0.0
Cytoplasm_Correlation_RWC_CorrMito_CorrRNA	9.10623179865011e-05	-5.3845836805110506e-05	0.0
Cytoplasm_Correlation_RWC_CorrPM_CorrDNA	0.0010293167965362837	-0.00022443206496311428	0.0
Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.0001174794281467717	-7.098697056964538e-05	0.0
Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	7.876775867476926e-05	5.862372363977114e-05	0.0
Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.00010488851359258256	7.02323629890072e-05	0.0
Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.0003515870829525758	0.00011787576778788327	0.0
Cytoplasm_Correlation_RWC_CorrRNA_CorrDNA	0.0013344768848718713	-0.0002542101784345257	0.0
Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.0006301127478013369	-0.00016850592163942109	0.0
Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	7.313727861590902e-05	-5.127757806809371e-05	0.0
Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.0002587230980853894	-9.643883715520662e-05	0.0
Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	1.7902552614801337e-06	-9.059795590690046e-06	0.0
Cytoplasm_Granularity_10_CorrDNA	0.0006728631607213487	-0.0001810578473584765	0.0
Cytoplasm_Granularity_10_CorrER	0.002569151565704919	-0.0003598147111601159	0.0
Cytoplasm_Granularity_10_CorrGasdermin	0.0024452962564170955	-0.0003597272902872364	0.0
Cytoplasm_Granularity_10_CorrMito	0.0020611228558703454	-0.0003280384581538937	0.0
Cytoplasm_Granularity_10_CorrPM	0.002871582989525834	-0.00042501615814549004	0.0
Cytoplasm_Granularity_10_CorrRNA	0.00236294463315867	-0.0003612932991858808	0.0
Cytoplasm_Granularity_11_CorrDNA	1.5641523678389113e-05	-2.7761094125150976e-05	0.0
Cytoplasm_Granularity_11_CorrER	0.0018681969789789976	-0.00030494403904338644	0.0
Cytoplasm_Granularity_11_CorrGasdermin	0.001237074849001818	-0.00025435578562864385	0.0
Cytoplasm_Granularity_11_CorrMito	0.002970784103465962	-0.00039519252240284125	0.0
Cytoplasm_Granularity_11_CorrPM	0.0017884861136769903	-0.00032763409137004135	0.0
Cytoplasm_Granularity_11_CorrRNA	0.003666675163250699	-0.00043969274983951415	0.0
Cytoplasm_Granularity_12_CorrDNA	0.0008365349450455417	-0.0002003833790445581	0.0
Cytoplasm_Granularity_12_CorrER	0.0019939998820572846	-0.000316776039522944	0.0
Cytoplasm_Granularity_12_CorrGasdermin	0.00016739210063076992	-9.426755222180538e-05	0.0
Cytoplasm_Granularity_12_CorrMito	0.0009312360092950112	-0.00022304618725815686	0.0
Cytoplasm_Granularity_12_CorrPM	0.0023073624637367507	-0.0003567790752933223	0.0
Cytoplasm_Granularity_12_CorrRNA	0.0016523833048899261	-0.0002957653090268491	0.0
Cytoplasm_Granularity_13_CorrDNA	0.0007575816447654704	-0.0001843719237829569	0.0
Cytoplasm_Granularity_13_CorrER	0.0008110751924697013	-0.00020466752956542226	0.0
Cytoplasm_Granularity_13_CorrGasdermin	8.771513291450095e-05	-6.761644395899213e-05	0.0
Cytoplasm_Granularity_13_CorrMito	3.4496219859070365e-05	-4.2617946996919307e-05	0.0
Cytoplasm_Granularity_13_CorrPM	0.0004718779692216568	-0.00017084695090406144	0.0
Cytoplasm_Granularity_13_CorrRNA	0.0006409506424380762	-0.0001843818844605361	0.0
Cytoplasm_Granularity_14_CorrDNA	0.0008401145372828323	-0.0001928811505479476	0.0
Cytoplasm_Granularity_14_CorrER	0.00028152569129313854	-0.00012095939036087912	0.0
Cytoplasm_Granularity_14_CorrGasdermin	7.540963242735899e-07	6.019323448786633e-06	0.0
Cytoplasm_Granularity_14_CorrMito	5.889679127535352e-05	-5.3134422010269676e-05	0.0
Cytoplasm_Granularity_14_CorrPM	2.3262181547134553e-05	-3.425827919326304e-05	0.0
Cytoplasm_Granularity_14_CorrRNA	6.99178122987032e-06	-1.8463491992219828e-05	0.0
Cytoplasm_Granularity_15_CorrDNA	0.0005245891216681953	-0.00015427452398341144	0.0
Cytoplasm_Granularity_15_CorrER	6.65472313410298e-06	-1.8338593819535444e-05	0.0
Cytoplasm_Granularity_15_CorrGasdermin	3.068984463006075e-05	3.930428272273149e-05	0.0
Cytoplasm_Granularity_15_CorrMito	8.42440629915675e-05	-6.465866255899214e-05	0.0
Cytoplasm_Granularity_15_CorrPM	0.0013479628799316634	-0.00027156590301715436	0.0
Cytoplasm_Granularity_15_CorrRNA	0.0015085043324333247	-0.00027713797294459343	0.0
Cytoplasm_Granularity_16_CorrDNA	5.8113943682491787e-05	-5.222989154017199e-05	0.0
Cytoplasm_Granularity_16_CorrER	0.0002806669626305158	-0.00011738525836885713	0.0
Cytoplasm_Granularity_16_CorrGasdermin	3.5945260826841796e-05	4.241685941944928e-05	0.0
Cytoplasm_Granularity_16_CorrMito	0.0003002097949762472	0.00012336111960071838	0.0
Cytoplasm_Granularity_16_CorrPM	0.0010432671973745755	-0.00023887721613445346	0.0
Cytoplasm_Granularity_16_CorrRNA	9.670652656446066e-08	-2.296293605137529e-06	0.0
Cytoplasm_Granularity_1_CorrDNA	0.01127796223230415	0.0007433317137864921	0.0
Cytoplasm_Granularity_1_CorrER	0.016226224497997266	0.000900328518994796	0.0
Cytoplasm_Granularity_1_CorrGasdermin	0.011929933283277183	0.0007778625526458976	0.0
Cytoplasm_Granularity_1_CorrMito	0.018239908606741295	0.0009676685607625396	0.0
Cytoplasm_Granularity_1_CorrPM	0.015046630749392387	0.0008691112499773424	0.0
Cytoplasm_Granularity_1_CorrRNA	0.01657916816133309	0.0009026693365593049	0.0
Cytoplasm_Granularity_2_CorrDNA	0.0003312697208052162	-0.00012242754681984893	0.0
Cytoplasm_Granularity_2_CorrER	0.003932512641143471	-0.00047652488740324136	0.0
Cytoplasm_Granularity_2_CorrGasdermin	0.002810332928045778	-0.00040744821512978603	0.0
Cytoplasm_Granularity_2_CorrMito	0.0018390062848466782	-0.0003481172127657196	0.0
Cytoplasm_Granularity_2_CorrPM	0.003857294104034792	-0.00047921059700548816	0.0
Cytoplasm_Granularity_2_CorrRNA	0.0033960546222763233	-0.00044660905791452956	0.0
Cytoplasm_Granularity_3_CorrDNA	0.0015026075568572717	-0.00029806471400352927	0.0
Cytoplasm_Granularity_3_CorrER	0.0031180528625471826	-0.00041903254704890537	0.0
Cytoplasm_Granularity_3_CorrGasdermin	0.004005174664658995	-0.0005003367786127119	0.0
Cytoplasm_Granularity_3_CorrMito	0.003004777634878164	-0.0004314871772912559	0.0
Cytoplasm_Granularity_3_CorrPM	0.006091198150171562	-0.0006012224584348805	0.0
Cytoplasm_Granularity_3_CorrRNA	0.0031746263080013604	-0.0004303113024377458	0.0
Cytoplasm_Granularity_4_CorrDNA	0.0029884188592397276	-0.0004380895977138585	0.0
Cytoplasm_Granularity_4_CorrER	0.0029471028608248906	-0.0004042899040173414	0.0
Cytoplasm_Granularity_4_CorrGasdermin	0.005863556079681698	-0.0006056242198491719	0.0
Cytoplasm_Granularity_4_CorrMito	0.0032129266943839996	-0.00044360478254143107	0.0
Cytoplasm_Granularity_4_CorrPM	0.008435320095881438	-0.0007327095053697128	0.0
Cytoplasm_Granularity_4_CorrRNA	0.004158582164533575	-0.0004903470043837123	0.0
Cytoplasm_Granularity_5_CorrDNA	0.0032148760824337597	-0.00042378929779618446	0.0
Cytoplasm_Granularity_5_CorrER	0.0017207370458011129	-0.0002982446933611697	0.0
Cytoplasm_Granularity_5_CorrGasdermin	0.007191780454019581	-0.0006712142880826026	0.0
Cytoplasm_Granularity_5_CorrMito	0.006178843007284218	-0.0006175951567064391	0.0
Cytoplasm_Granularity_5_CorrPM	0.009413357294977498	-0.0007301386717771353	0.0
Cytoplasm_Granularity_5_CorrRNA	0.004289389910530295	-0.0004854581782637827	0.0
Cytoplasm_Granularity_6_CorrDNA	0.0009682846418436197	-0.00022062034756132972	0.0
Cytoplasm_Granularity_6_CorrER	0.002313161272083364	-0.0003507796236989241	0.0
Cytoplasm_Granularity_6_CorrGasdermin	0.007396601623373411	-0.0006572861923522678	0.0
Cytoplasm_Granularity_6_CorrMito	0.006771580765244534	-0.0006221688586935095	0.0
Cytoplasm_Granularity_6_CorrPM	0.008584520281835206	-0.0007273616622370045	0.0
Cytoplasm_Granularity_6_CorrRNA	0.006564920652841089	-0.0006179207605973363	0.0
Cytoplasm_Granularity_7_CorrDNA	0.0001415499480085236	-8.30717061714173e-05	0.0
Cytoplasm_Granularity_7_CorrER	0.0015760579888760562	-0.00028728172053564424	0.0
Cytoplasm_Granularity_7_CorrGasdermin	0.003990943534627478	-0.0004676891143201599	0.0
Cytoplasm_Granularity_7_CorrMito	0.005669340150564972	-0.0005665028669562674	0.0
Cytoplasm_Granularity_7_CorrPM	0.005013093404451219	-0.0005448866597130461	0.0
Cytoplasm_Granularity_7_CorrRNA	0.0031753870586921362	-0.00041451519181670484	0.0
Cytoplasm_Granularity_8_CorrDNA	0.0007606370017708697	-0.00019029323835792808	0.0
Cytoplasm_Granularity_8_CorrER	0.0015401372529720847	-0.0002858428554969092	0.0
Cytoplasm_Granularity_8_CorrGasdermin	0.001647815066233349	-0.0003005214231373704	0.0
Cytoplasm_Granularity_8_CorrMito	0.0018860583943943743	-0.0003196242227776269	0.0
Cytoplasm_Granularity_8_CorrPM	0.0042884190091529995	-0.0004991836934443795	0.0
Cytoplasm_Granularity_8_CorrRNA	0.002192101039425798	-0.0003455494247529994	0.0
Cytoplasm_Granularity_9_CorrDNA	0.0012361558724800492	-0.00024428443652693374	0.0
Cytoplasm_Granularity_9_CorrER	0.0010127805038260274	-0.00022520752828196115	0.0
Cytoplasm_Granularity_9_CorrGasdermin	0.0018668240885238996	-0.00031676968840887705	0.0
Cytoplasm_Granularity_9_CorrMito	0.002295549170395761	-0.00035140403228191725	0.0
Cytoplasm_Granularity_9_CorrPM	0.001973749692515736	-0.00033677136714342203	0.0
Cytoplasm_Granularity_9_CorrRNA	0.0028006878400808066	-0.0003827682216346146	0.0
Cytoplasm_Intensity_IntegratedIntensityEdge_CorrDNA	0.0008412978894608569	-0.00023732479651870851	0.0
