feature	feature_LPS_10µg_per_ml_+_DMSO 0.1%_0	r2_score_LPS_10µg_per_ml_+_DMSO 0.1%_0	Metadata_number_of_singlecells_LPS_10µg_per_ml_+_DMSO 0.1%_0	DMSO 0.1%_0_LPS_10µg_per_ml_+_DMSO 0.1%_0	LPS_10µg_per_ml_LPS_10µg_per_ml_+_DMSO 0.1%_0	feature_Disulfiram_2.5µM_+_DMSO 0.1%_0	r2_score_Disulfiram_2.5µM_+_DMSO 0.1%_0	Metadata_number_of_singlecells_Disulfiram_2.5µM_+_DMSO 0.1%_0	DMSO 0.1%_0_Disulfiram_2.5µM_+_DMSO 0.1%_0	Disulfiram_2.5µM_Disulfiram_2.5µM_+_DMSO 0.1%_0	feature_LPS_1µg_per_ml_+_DMSO 0.1%_0	r2_score_LPS_1µg_per_ml_+_DMSO 0.1%_0	Metadata_number_of_singlecells_LPS_1µg_per_ml_+_DMSO 0.1%_0	DMSO 0.1%_0_LPS_1µg_per_ml_+_DMSO 0.1%_0	LPS_1µg_per_ml_LPS_1µg_per_ml_+_DMSO 0.1%_0	feature_Disulfiram_0.1µM_+_DMSO 0.1%_0	r2_score_Disulfiram_0.1µM_+_DMSO 0.1%_0	Metadata_number_of_singlecells_Disulfiram_0.1µM_+_DMSO 0.1%_0	DMSO 0.1%_0_Disulfiram_0.1µM_+_DMSO 0.1%_0	Disulfiram_0.1µM_Disulfiram_0.1µM_+_DMSO 0.1%_0	feature_H2O2_500µM_+_DMSO 0.1%_0	r2_score_H2O2_500µM_+_DMSO 0.1%_0	Metadata_number_of_singlecells_H2O2_500µM_+_DMSO 0.1%_0	DMSO 0.1%_0_H2O2_500µM_+_DMSO 0.1%_0	H2O2_500µM_H2O2_500µM_+_DMSO 0.1%_0	feature_Thapsi_10µM_+_DMSO 0.1%_0	r2_score_Thapsi_10µM_+_DMSO 0.1%_0	Metadata_number_of_singlecells_Thapsi_10µM_+_DMSO 0.1%_0	DMSO 0.1%_0_Thapsi_10µM_+_DMSO 0.1%_0	Thapsi_10µM_Thapsi_10µM_+_DMSO 0.1%_0	feature_H2O2_50µM_+_DMSO 0.1%_0	r2_score_H2O2_50µM_+_DMSO 0.1%_0	Metadata_number_of_singlecells_H2O2_50µM_+_DMSO 0.1%_0	DMSO 0.1%_0_H2O2_50µM_+_DMSO 0.1%_0	H2O2_50µM_H2O2_50µM_+_DMSO 0.1%_0	feature_Thapsi_1µM_+_DMSO 0.1%_0	r2_score_Thapsi_1µM_+_DMSO 0.1%_0	Metadata_number_of_singlecells_Thapsi_1µM_+_DMSO 0.1%_0	DMSO 0.1%_0_Thapsi_1µM_+_DMSO 0.1%_0	Thapsi_1µM_Thapsi_1µM_+_DMSO 0.1%_0	feature_ATP_1mM_+_DMSO 0.1%_0	r2_score_ATP_1mM_+_DMSO 0.1%_0	Metadata_number_of_singlecells_ATP_1mM_+_DMSO 0.1%_0	ATP_1mM_ATP_1mM_+_DMSO 0.1%_0	DMSO 0.1%_0_ATP_1mM_+_DMSO 0.1%_0	feature_LPS + Nigericin_1µg_per_ml + 10µM_+_DMSO 0.1%_0	r2_score_LPS + Nigericin_1µg_per_ml + 10µM_+_DMSO 0.1%_0	Metadata_number_of_singlecells_LPS + Nigericin_1µg_per_ml + 10µM_+_DMSO 0.1%_0	DMSO 0.1%_0_LPS + Nigericin_1µg_per_ml + 10µM_+_DMSO 0.1%_0	LPS + Nigericin_1µg_per_ml + 10µM_LPS + Nigericin_1µg_per_ml + 10µM_+_DMSO 0.1%_0	feature_ATP_0.1mM_+_DMSO 0.1%_0	r2_score_ATP_0.1mM_+_DMSO 0.1%_0	Metadata_number_of_singlecells_ATP_0.1mM_+_DMSO 0.1%_0	ATP_0.1mM_ATP_0.1mM_+_DMSO 0.1%_0	DMSO 0.1%_0_ATP_0.1mM_+_DMSO 0.1%_0	feature_LPS + Nigericin_1µg_per_ml + 1µM_+_DMSO 0.1%_0	r2_score_LPS + Nigericin_1µg_per_ml + 1µM_+_DMSO 0.1%_0	Metadata_number_of_singlecells_LPS + Nigericin_1µg_per_ml + 1µM_+_DMSO 0.1%_0	DMSO 0.1%_0_LPS + Nigericin_1µg_per_ml + 1µM_+_DMSO 0.1%_0	LPS + Nigericin_1µg_per_ml + 1µM_LPS + Nigericin_1µg_per_ml + 1µM_+_DMSO 0.1%_0	feature_Flagellin_1µg_per_ml_+_DMSO 0.1%_0	r2_score_Flagellin_1µg_per_ml_+_DMSO 0.1%_0	Metadata_number_of_singlecells_Flagellin_1µg_per_ml_+_DMSO 0.1%_0	DMSO 0.1%_0_Flagellin_1µg_per_ml_+_DMSO 0.1%_0	Flagellin_1µg_per_ml_Flagellin_1µg_per_ml_+_DMSO 0.1%_0	feature_DMSO 0.1%_0_+_DMSO 0.1%_0	r2_score_DMSO 0.1%_0_+_DMSO 0.1%_0	Metadata_number_of_singlecells_DMSO 0.1%_0_+_DMSO 0.1%_0	DMSO 0.1%_0_DMSO 0.1%_0_+_DMSO 0.1%_0	feature_Flagellin_0.1µg_per_ml_+_DMSO 0.1%_0	r2_score_Flagellin_0.1µg_per_ml_+_DMSO 0.1%_0	Metadata_number_of_singlecells_Flagellin_0.1µg_per_ml_+_DMSO 0.1%_0	DMSO 0.1%_0_Flagellin_0.1µg_per_ml_+_DMSO 0.1%_0	Flagellin_0.1µg_per_ml_Flagellin_0.1µg_per_ml_+_DMSO 0.1%_0	feature_Media only_0_+_DMSO 0.1%_0	r2_score_Media only_0_+_DMSO 0.1%_0	Metadata_number_of_singlecells_Media only_0_+_DMSO 0.1%_0	DMSO 0.1%_0_Media only_0_+_DMSO 0.1%_0	Media only_0_Media only_0_+_DMSO 0.1%_0
Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.004269231428221554	0.00010235542277866916	0.05361225859359019	-0.05361225859359031	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.018439382384255243	0.00029929349341090367	0.07160730869653655	-0.07160730869653588	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.0025842083547863437	-0.00011026818955338271	0.04259639963392496	-0.042596399633923906	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.002136901021770221	-2.257272992673917e-05	0.04315691398074385	-0.043156913980743936	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.11650389103362269	0.001139030724650016	-0.0702823391822795	0.0702823391822793	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.04518128416241041	0.0005080274078345922	0.053586001691761725	-0.053586001691762176	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.0018448233804129188	2.50468081844396e-05	0.04148995651901891	-0.04148995651901891	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.0008637090168697181	3.10006964095604e-05	0.026119691928485678	-0.026119691928485546	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.007075946349411777	0.00032253201795565405	0.0014888089857763307	-0.0014888089857763636	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.04379478760447231	0.0004672897898427918	0.08736088816613381	-0.08736088816613456	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.0004887168129322772	-2.854170196898445e-05	-0.018339496985535133	0.018339496985535053	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.0020685750128863756	1.4069204507314294e-06	0.041204260176090274	-0.04120426017608896	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.00043318587843166334	-0.00013990723197235738	0.0037736970576614072	-0.003773697057661383	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	5.7554624963152e-05	4.3266002159171464e-05	0.0	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	3.6058117953707836e-05	-8.177402596329043e-06	-0.004971373908552542	0.004971373908552506	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	7.157008194880188e-05	-1.6676042620702954e-05	0.007154711182874224	-0.007154711182874169
Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.0136652940604024	-0.00017247450876806703	0.1276706130052304	-0.12767061300523067	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.010682586328584875	7.138377339873785e-05	0.09136401827433646	-0.0913640182743356	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.009729262596526955	-0.00027345219916242433	0.08761598528877379	-0.0876159852887716	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.0008852948853079745	-4.44856873805101e-06	0.029151753556687032	-0.029151753556687088	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.04057540266542936	0.0008143760467202783	-0.13584070826612157	0.13584070826612119	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.004905403388758889	-6.728467993402975e-05	-0.04826308590935377	0.04826308590935418	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.0012645725862304724	-0.00021416012718911668	-0.012562928880848274	0.012562928880848277	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.009317253936892977	-0.0003082131118190734	-0.06932720265216834	0.06932720265216799	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.003081774125636816	-6.898937276471098e-05	0.04485422964925864	-0.044854229649259635	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.003579856235568113	-0.00015572053446213862	-0.015724313943203224	0.015724313943203356	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.0015143898841490921	-0.00021323269710936185	0.004170741315338272	-0.004170741315338254	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.008301961444867612	-7.554432077721906e-05	0.08564443930294655	-0.0856444393029438	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.0028837351342559936	-0.00026229604526636154	0.04340308913730565	-0.043403089137305374	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.0006599161943477982	-0.00015647528515300014	0.0	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.0029620848629191565	-0.00010607041780532771	0.053121298174188716	-0.05312129817418833	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.001541470760245467	-0.00022924330293696494	-0.01599525966634519	0.015995259666345067
Cytoplasm_Granularity_1_CorrDNA	Cytoplasm_Granularity_1_CorrDNA	0.0005556580330959848	2.1866751488218733e-05	0.022046306258457347	-0.022046306258457396	Cytoplasm_Granularity_1_CorrDNA	0.0006865534306292886	-1.1262730081314055e-05	-0.02490265090094953	0.024902650900949296	Cytoplasm_Granularity_1_CorrDNA	0.0078058564965790556	0.0004321757073914354	0.045674395395529005	-0.04567439539552786	Cytoplasm_Granularity_1_CorrDNA	0.002683628796476323	0.00034659752640047635	0.007179663002353141	-0.007179663002353154	Cytoplasm_Granularity_1_CorrDNA	0.03773277165029243	-0.0011890540887116198	0.4901162421461124	-0.490116242146111	Cytoplasm_Granularity_1_CorrDNA	0.07163463699281081	6.533554315871268e-05	0.28181082337839647	-0.28181082337839886	Cytoplasm_Granularity_1_CorrDNA	0.010133749609005371	0.0006288985590532947	0.01910161944999918	-0.019101619449999184	Cytoplasm_Granularity_1_CorrDNA	0.01501751731440637	0.0006314349683038975	0.024922796219711434	-0.024922796219711312	Cytoplasm_Granularity_1_CorrDNA	0.009396083277803058	0.0004450712592346417	0.02275499001531346	-0.02275499001531396	Cytoplasm_Granularity_1_CorrDNA	0.006991766529153232	0.0004278077866664141	-0.0732747145439597	0.07327471454396031	Cytoplasm_Granularity_1_CorrDNA	0.00881067695449711	0.00047092040956175023	-0.05630258421376437	0.056302584213764106	Cytoplasm_Granularity_1_CorrDNA	0.008852059533489776	0.0005053158646795736	-0.02641004868281195	0.026410048682811108	Cytoplasm_Granularity_1_CorrDNA	0.007059161848172013	0.0006155167426724168	0.01636043070958556	-0.016360430709585455	Cytoplasm_Granularity_1_CorrDNA	0.007085772451668082	0.0005337676310630392	0.0	Cytoplasm_Granularity_1_CorrDNA	0.009976881454253905	0.0004877719892706388	0.0561199828619109	-0.056119982861910486	Cytoplasm_Granularity_1_CorrDNA	0.0037476819010517914	0.00032225695236218026	0.03709140728354564	-0.03709140728354536
Cytoplasm_Granularity_1_CorrGasdermin	Cytoplasm_Granularity_1_CorrGasdermin	0.01876890085409444	-6.794793892836524e-05	0.14028603575757184	-0.14028603575757215	Cytoplasm_Granularity_1_CorrGasdermin	0.0007220801876334226	6.307216723260443e-05	0.010203630300399164	-0.010203630300399068	Cytoplasm_Granularity_1_CorrGasdermin	0.02580728020589318	0.00022699294994791826	0.15426481794885694	-0.1542648179488531	Cytoplasm_Granularity_1_CorrGasdermin	0.020726335173854027	0.0008885457556818744	0.07726061588559041	-0.07726061588559056	Cytoplasm_Granularity_1_CorrGasdermin	0.10764119333564237	-0.002613228594751566	1.144146042397059	-1.1441460423970558	Cytoplasm_Granularity_1_CorrGasdermin	0.1747552562537048	-0.00011300052377514623	0.5989606408301801	-0.5989606408301852	Cytoplasm_Granularity_1_CorrGasdermin	0.018909339979267803	0.0008800944920352287	0.08232988577609296	-0.08232988577609296	Cytoplasm_Granularity_1_CorrGasdermin	0.04426443170387495	0.0009767694442658263	0.11632664798900613	-0.11632664798900556	Cytoplasm_Granularity_1_CorrGasdermin	0.08609154077549097	0.0014799301652435152	0.17504108898056936	-0.17504108898057325	Cytoplasm_Granularity_1_CorrGasdermin	0.19631468922297968	0.0016171510144982113	0.043414511436149036	-0.043414511436149404	Cytoplasm_Granularity_1_CorrGasdermin	0.018658788575474317	0.0007548060182657211	-0.06948048902722982	0.06948048902722952	Cytoplasm_Granularity_1_CorrGasdermin	0.015238381231260423	0.0007100145230399086	0.10057047278666575	-0.10057047278666255	Cytoplasm_Granularity_1_CorrGasdermin	0.006515416076059544	0.0003110506168554413	0.06715032262911792	-0.0671503226291175	Cytoplasm_Granularity_1_CorrGasdermin	0.00582774255216012	0.00048408361195647476	0.0	Cytoplasm_Granularity_1_CorrGasdermin	0.023826717500386674	0.0005328413983278714	0.12617306336546302	-0.1261730633654621	Cytoplasm_Granularity_1_CorrGasdermin	0.00977254363528579	0.0007043044972285015	-0.030199464635242326	0.030199464635242094
Cytoplasm_Granularity_1_CorrPM	Cytoplasm_Granularity_1_CorrPM	0.030346382264283656	0.000369010249264066	0.13168243527079068	-0.13168243527079096	Cytoplasm_Granularity_1_CorrPM	0.023400367956910806	0.0002783133596281722	0.07735593117169463	-0.0773559311716939	Cytoplasm_Granularity_1_CorrPM	0.032110600307595605	0.0007808309596376913	0.10910190445443013	-0.10910190445442743	Cytoplasm_Granularity_1_CorrPM	0.018073613137372657	0.0009187237220014855	0.010657296824897581	-0.010657296824897602	Cytoplasm_Granularity_1_CorrPM	0.14117658902564034	-0.002829673368933304	0.9910505201533324	-0.9910505201533296	Cytoplasm_Granularity_1_CorrPM	0.12888865646711933	-0.00013577935295468053	0.5178934910858141	-0.5178934910858185	Cytoplasm_Granularity_1_CorrPM	0.018668084939730267	0.0006206491517465178	-0.0662754179760181	0.0662754179760181	Cytoplasm_Granularity_1_CorrPM	0.028240440282827017	0.0008834308315163258	0.04862103847120346	-0.048621038471203214	Cytoplasm_Granularity_1_CorrPM	0.03259565793885799	0.0008294709398501714	0.03341015410598912	-0.03341015410598985	Cytoplasm_Granularity_1_CorrPM	0.0987859063168065	0.0010511016181687816	0.0064753697764220065	-0.006475369776422061	Cytoplasm_Granularity_1_CorrPM	0.015166720797336386	0.0007033114449448948	-0.04788413200350651	0.04788413200350631	Cytoplasm_Granularity_1_CorrPM	0.033343761576732356	0.0009063353201516678	0.15684871128451994	-0.15684871128451494	Cytoplasm_Granularity_1_CorrPM	0.03027552014613344	0.0007988816978084216	0.12084121974471038	-0.12084121974470963	Cytoplasm_Granularity_1_CorrPM	0.009795646889951493	0.0006280285038108652	0.0	Cytoplasm_Granularity_1_CorrPM	0.03761970239120527	0.0006816858471909482	0.1459506631759226	-0.1459506631759215	Cytoplasm_Granularity_1_CorrPM	0.006311154795596963	0.0005508593131410948	0.020219673542855688	-0.020219673542855535
Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.0031318822423079817	-0.00029757862893865295	0.005690393667332762	-0.005690393667332774	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.018629675392840994	-0.000392947091623932	-0.0369621108441174	0.03696211084411705	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.0014731951769826335	-0.00021033254794457232	0.011978162941126715	-0.011978162941126419	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.0011389851143954743	-0.00020449385150852516	0.012548151071841138	-0.012548151071841158	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.0043290067532799625	-0.0006306178140986485	0.18419895414631265	-0.18419895414631213	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.0010023042958594575	-0.00023093626798883926	0.08416422220221839	-0.08416422220221911	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.0008716035009346257	-0.00016570126211570504	0.00234861304209833	-0.00234861304209833	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.0008980873374017095	-0.00016730747010774242	-0.0014811198685368227	0.0014811198685368157	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.0007593677082604611	-0.00013735930877046187	-0.016378542177571558	0.01637854217757192	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.0016117694394204296	-6.250945782043148e-05	0.05257849631417706	-0.05257849631417751	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.0007187804925052887	-0.00011987341897509219	-0.013789454598824618	0.013789454598824559	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.002117843331467806	-0.00018471030691462174	0.024012158305893164	-0.0240121583058924	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.0008206624093028969	-0.00021121319501171175	0.008824390782349954	-0.008824390782349898	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.001179153222175433	-0.00021775920240437122	0.0	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.0007105812680958667	-0.00015559479212914497	0.012228823253159233	-0.012228823253159143	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.0015753344733298036	-0.0002521572705663782	0.023457941279487145	-0.023457941279486968
Cytoplasm_Intensity_IntegratedIntensity_CorrMito	Cytoplasm_Intensity_IntegratedIntensity_CorrMito	0.011480834227381775	-0.0004972755549896189	-0.049225623709504354	0.049225623709504465	Cytoplasm_Intensity_IntegratedIntensity_CorrMito	0.030603029355330658	-0.0005053913304965003	-0.06943790371615678	0.06943790371615613	Cytoplasm_Intensity_IntegratedIntensity_CorrMito	0.002154422299305514	-6.651240295249917e-05	-0.050171141238235906	0.05017114123823466	Cytoplasm_Intensity_IntegratedIntensity_CorrMito	0.00876750972073681	-0.000646117611145923	-0.048634478241456655	0.04863447824145675	Cytoplasm_Intensity_IntegratedIntensity_CorrMito	0.005417738424763341	-0.0008937913209254888	0.19673200566831905	-0.19673200566831847	Cytoplasm_Intensity_IntegratedIntensity_CorrMito	0.0023921920446017264	-0.0003456658381098927	0.18135611314378858	-0.1813561131437901	Cytoplasm_Intensity_IntegratedIntensity_CorrMito	0.006483257076958626	-0.0004277458217829489	-0.08482305611135087	0.08482305611135087	Cytoplasm_Intensity_IntegratedIntensity_CorrMito	0.004941334339807701	-0.00038087091110158714	-0.037983988203627216	0.03798398820362702	Cytoplasm_Intensity_IntegratedIntensity_CorrMito	0.02236426373840883	-0.00055891380826462	-0.14477131556532022	0.1447713155653234	Cytoplasm_Intensity_IntegratedIntensity_CorrMito	0.01951950542291192	-0.0007484960090344623	0.0812180737513984	-0.08121807375139908	Cytoplasm_Intensity_IntegratedIntensity_CorrMito	0.0018562874106115013	-0.0002127243174954161	-0.016638164929742065	0.01663816492974199	Cytoplasm_Intensity_IntegratedIntensity_CorrMito	0.002021948498193593	-0.00028837523834510933	-0.007960422465136662	0.007960422465136407	Cytoplasm_Intensity_IntegratedIntensity_CorrMito	6.312298334076871e-05	5.466717119536106e-05	0.00300215215315476	-0.003002152153154741	Cytoplasm_Intensity_IntegratedIntensity_CorrMito	0.0024357415437101793	-0.0003129267368695439	0.0	Cytoplasm_Intensity_IntegratedIntensity_CorrMito	0.0006885315872705577	-0.0001761469690420596	0.003994526470689254	-0.0039945264706892246	Cytoplasm_Intensity_IntegratedIntensity_CorrMito	0.011324499186316728	-0.0004453604710465204	0.0870995663959734	-0.08709956639597274
Cytoplasm_Intensity_IntegratedIntensity_CorrPM	Cytoplasm_Intensity_IntegratedIntensity_CorrPM	0.008534816824357416	-0.0004684014487696066	-0.02219303787398054	0.022193037873980585	Cytoplasm_Intensity_IntegratedIntensity_CorrPM	0.051472767283043286	-0.000654175461020455	-0.10203574983400307	0.1020357498340021	Cytoplasm_Intensity_IntegratedIntensity_CorrPM	0.0006519051795080832	-0.00014717190625715567	0.004922086324425909	-0.004922086324425785	Cytoplasm_Intensity_IntegratedIntensity_CorrPM	0.001220794155660787	-0.0002171698278214066	0.011926427007049465	-0.01192642700704949	Cytoplasm_Intensity_IntegratedIntensity_CorrPM	0.0020298305725002797	-0.0006455536002969263	0.28755214900088777	-0.28755214900088694	Cytoplasm_Intensity_IntegratedIntensity_CorrPM	0.0004492203434828257	-0.0001864855331354346	0.13592050562489197	-0.13592050562489313	Cytoplasm_Intensity_IntegratedIntensity_CorrPM	0.0001689576289902739	-7.100387519463489e-05	0.001604472272879224	-0.001604472272879224	Cytoplasm_Intensity_IntegratedIntensity_CorrPM	8.15481449758515e-05	-4.913129875079645e-05	0.001380980447200925	-0.0013809804472009182	Cytoplasm_Intensity_IntegratedIntensity_CorrPM	3.358663547636809e-05	-6.868276371387432e-06	-0.0069709599571970045	0.006970959957197159	Cytoplasm_Intensity_IntegratedIntensity_CorrPM	0.006030035222184815	7.099862508418041e-05	0.060164057248185285	-0.06016405724818579	Cytoplasm_Intensity_IntegratedIntensity_CorrPM	0.0004730905346316261	-3.1390743847740106e-05	-0.020659303226735242	0.02065930322673515	Cytoplasm_Intensity_IntegratedIntensity_CorrPM	0.000900874935856999	-8.098422367343424e-05	0.02080831074229997	-0.02080831074229931	Cytoplasm_Intensity_IntegratedIntensity_CorrPM	0.0002631336803606832	-0.00011752473467384727	-0.004179585084196469	0.004179585084196442	Cytoplasm_Intensity_IntegratedIntensity_CorrPM	0.00039774870091890957	-0.00012638530689445702	0.0	Cytoplasm_Intensity_IntegratedIntensity_CorrPM	0.00013623994853295684	-7.288052033658063e-05	0.004149766057656658	-0.004149766057656627	Cytoplasm_Intensity_IntegratedIntensity_CorrPM	0.00120642100227919	-0.0002242805753975927	0.022277360012240413	-0.022277360012240247
Cytoplasm_Intensity_LowerQuartileIntensity_CorrDNA	Cytoplasm_Intensity_LowerQuartileIntensity_CorrDNA	0.0014563495713001418	0.00011626026312377478	-0.04183685775065679	0.04183685775065688	Cytoplasm_Intensity_LowerQuartileIntensity_CorrDNA	0.0007358827181850325	8.051729233509582e-05	-0.04522355718572711	0.04522355718572668	Cytoplasm_Intensity_LowerQuartileIntensity_CorrDNA	0.003018215575795846	-0.00015868497989873415	-0.054679747342560356	0.054679747342558996	Cytoplasm_Intensity_LowerQuartileIntensity_CorrDNA	0.0035340435940358628	0.00022431088452373634	-0.0684972715019441	0.06849727150194422	Cytoplasm_Intensity_LowerQuartileIntensity_CorrDNA	0.027430572819691745	6.65082730601063e-06	-0.34259346291148884	0.34259346291148784	Cytoplasm_Intensity_LowerQuartileIntensity_CorrDNA	0.05767407690937054	-0.00043389268139342753	-0.2258868470547038	0.22588684705470574	Cytoplasm_Intensity_LowerQuartileIntensity_CorrDNA	0.02226682242346134	-0.0012428606447227315	-0.16147287613297276	0.16147287613297276	Cytoplasm_Intensity_LowerQuartileIntensity_CorrDNA	0.05254488281425507	-0.0015251737787788646	-0.10024915264581666	0.10024915264581614	Cytoplasm_Intensity_LowerQuartileIntensity_CorrDNA	0.012508327711645673	-0.00013601942924809754	0.1783228561516516	-0.17832285615165555	Cytoplasm_Intensity_LowerQuartileIntensity_CorrDNA	0.008819522031699	0.00013024039993011496	-0.18025880804674432	0.18025880804674582	Cytoplasm_Intensity_LowerQuartileIntensity_CorrDNA	0.05002509431010693	-0.0017156174446219142	0.18918382379608134	-0.1891838237960805	Cytoplasm_Intensity_LowerQuartileIntensity_CorrDNA	0.0026967331067309086	-0.0001681593896191091	0.03126684667702393	-0.031266846677022925	Cytoplasm_Intensity_LowerQuartileIntensity_CorrDNA	0.0011898210773390039	-0.00024554393321383816	-0.014080208584879364	0.014080208584879277	Cytoplasm_Intensity_LowerQuartileIntensity_CorrDNA	0.002416102593343461	-0.0003120456663962347	0.0	Cytoplasm_Intensity_LowerQuartileIntensity_CorrDNA	0.012410343181859962	-0.0007072693135731242	-0.06752806636517879	0.06752806636517829	Cytoplasm_Intensity_LowerQuartileIntensity_CorrDNA	0.019491142507159	4.262884146536037e-05	-0.24750967471211566	0.24750967471211377
Cytoplasm_Intensity_LowerQuartileIntensity_CorrER	Cytoplasm_Intensity_LowerQuartileIntensity_CorrER	0.0022061952107497174	0.00011666267471331784	-0.04290424269755846	0.04290424269755855	Cytoplasm_Intensity_LowerQuartileIntensity_CorrER	0.007169093102988966	0.00010055315989385923	0.05289193746221353	-0.05289193746221304	Cytoplasm_Intensity_LowerQuartileIntensity_CorrER	0.004150338925681174	-0.00018695838708846304	-0.05913128977826605	0.05913128977826458	Cytoplasm_Intensity_LowerQuartileIntensity_CorrER	0.0025698695735494326	-0.00026538191572908156	-0.01652934432846178	0.01652934432846181	Cytoplasm_Intensity_LowerQuartileIntensity_CorrER	0.03978447932406037	0.0005999758664652283	-0.6352320488262005	0.6352320488261987	Cytoplasm_Intensity_LowerQuartileIntensity_CorrER	0.11642320405014128	-0.0002817605507401739	-0.33254154449618367	0.33254154449618645	Cytoplasm_Intensity_LowerQuartileIntensity_CorrER	0.0062458943520031784	-0.00043601814672123595	-0.010544307645714568	0.010544307645714568	Cytoplasm_Intensity_LowerQuartileIntensity_CorrER	0.02404221296443787	-0.000676230624448826	-0.06455789207356605	0.06455789207356573	Cytoplasm_Intensity_LowerQuartileIntensity_CorrER	0.025036787562273122	-0.0006218729431051568	-0.012736753010234855	0.012736753010235137	Cytoplasm_Intensity_LowerQuartileIntensity_CorrER	0.0569031879254841	-0.000847298760662547	-0.036291464558421915	0.03629146455842222	Cytoplasm_Intensity_LowerQuartileIntensity_CorrER	0.015509883812673375	-0.0005534463518919232	0.09087405891062555	-0.09087405891062515	Cytoplasm_Intensity_LowerQuartileIntensity_CorrER	0.03103221611762863	-0.0005335086883754517	-0.15413414078154075	0.1541341407815358	Cytoplasm_Intensity_LowerQuartileIntensity_CorrER	0.004864977733667453	-0.0003949872250123008	-0.02099795037547352	0.020997950375473386	Cytoplasm_Intensity_LowerQuartileIntensity_CorrER	0.004092624534249745	-0.000404292604851894	0.0	Cytoplasm_Intensity_LowerQuartileIntensity_CorrER	0.018159076315395817	-0.0005624877706584903	-0.0597551023943914	0.05975510239439097	Cytoplasm_Intensity_LowerQuartileIntensity_CorrER	0.0036467940883291305	-0.00030991117378687135	-0.02024415676976247	0.020244156769762316
