feature	r2_score	Metadata_number_of_singlecells	DMSO 0.1%_0	LPS + Nigericin_1µg_per_ml + 10µM
Cytoplasm_Correlation_Correlation_CorrER_CorrPM	0.0040497151397614894	-9.052164705591134e-05	-0.04871676126343502	0.04871676126343559
Cytoplasm_Correlation_Correlation_CorrER_CorrRNA	0.010582352639989856	-0.00039434757914418684	-0.013309606934186674	0.01330960693418683
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrMito	0.003142357067151602	-0.00021045123508579123	0.01849826725298909	-0.018498267252989305
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrPM	0.002338583743177969	0.0001198083193396392	-0.0602598406675095	0.0602598406675102
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrRNA	0.0033208411157504836	0.00013439396201094629	0.02574149781391851	-0.02574149781391881
Cytoplasm_Correlation_Correlation_CorrMito_CorrPM	0.002249437078354344	0.00019086808380906455	-0.05635343378092077	0.05635343378092142
Cytoplasm_Correlation_Correlation_CorrMito_CorrRNA	0.0048693244785071865	0.0001807255802183012	0.023535179060018938	-0.02353517906001921
Cytoplasm_Correlation_Correlation_CorrPM_CorrRNA	0.002559945853368051	8.742638150894058e-05	-0.06051856015851759	0.060518560158518295
Cytoplasm_Correlation_K_CorrDNA_CorrER	0.008649187853638662	-0.0002592515243398821	-0.0021508810273914362	0.002150881027391461
Cytoplasm_Correlation_K_CorrDNA_CorrGasdermin	0.027313705554404155	-0.00035882915092225984	-0.012887916769920172	0.012887916769920321
Cytoplasm_Correlation_K_CorrDNA_CorrMito	0.030799621074571237	-0.0006633998331088153	-0.02059517337526589	0.02059517337526613
Cytoplasm_Correlation_K_CorrDNA_CorrPM	0.0011035774126034736	2.2317205665991412e-05	0.031853819949607926	-0.0318538199496083
Cytoplasm_Correlation_K_CorrDNA_CorrRNA	0.004636500178424652	-0.00015602967653677386	0.007438170401024005	-0.007438170401024091
Cytoplasm_Correlation_K_CorrER_CorrDNA	0.01813404480695835	0.0005369574702769497	0.0002089273217636709	-0.00020892732176367332
Cytoplasm_Correlation_K_CorrER_CorrGasdermin	0.0023556640730330036	-0.00010311209011781462	-0.004149116134575042	0.004149116134575089
Cytoplasm_Correlation_K_CorrER_CorrMito	0.0023786275497906795	-0.00014957779631429605	-0.006551401393171164	0.0065514013931712405
Cytoplasm_Correlation_K_CorrER_CorrPM	0.15325788752653335	0.0016371242297504446	0.06652141972468155	-0.06652141972468231
Cytoplasm_Correlation_K_CorrER_CorrRNA	0.11561026016063192	0.0012346236406872689	0.11304171247887493	-0.11304171247887623
Cytoplasm_Correlation_K_CorrGasdermin_CorrDNA	0.032382315146801455	0.000749105787685824	0.0003737074374278097	-0.00037370743742781405
Cytoplasm_Correlation_K_CorrGasdermin_CorrER	0.0022048764525224307	0.0001230687478341225	0.001796547579895886	-0.001796547579895907
Cytoplasm_Correlation_K_CorrGasdermin_CorrMito	6.004832974926266e-05	2.928172765831569e-05	-0.00192482558392161	0.0019248255839216326
Cytoplasm_Correlation_K_CorrGasdermin_CorrPM	0.10626535622998434	0.0014254453811068783	0.024703679530157667	-0.024703679530157955
Cytoplasm_Correlation_K_CorrGasdermin_CorrRNA	0.028925210080939956	0.0004972298831422576	0.026338699545298064	-0.026338699545298373
Cytoplasm_Correlation_K_CorrMito_CorrDNA	0.029986776914439406	0.0007284013010702534	-0.002335983891744848	0.0023359838917448752
Cytoplasm_Correlation_K_CorrMito_CorrER	0.0014820392230401325	8.897663850198945e-05	0.0031552046394949526	-0.003155204639494989
Cytoplasm_Correlation_K_CorrMito_CorrGasdermin	4.516964700618242e-05	-1.7299848972961198e-05	0.004062861421801816	-0.004062861421801863
Cytoplasm_Correlation_K_CorrMito_CorrPM	0.09609161315880932	0.0013199513687745849	0.025231094153624525	-0.02523109415362482
Cytoplasm_Correlation_K_CorrMito_CorrRNA	0.011824017755224348	0.0002471728030903797	0.016906680532685223	-0.01690668053268542
Cytoplasm_Correlation_K_CorrPM_CorrDNA	0.0003753983680164774	2.2883103795326007e-05	-0.02312338505866047	0.02312338505866074
Cytoplasm_Correlation_K_CorrPM_CorrER	0.031223957955799686	-0.0005109291289281616	-0.016979347387899628	0.01697934738789983
Cytoplasm_Correlation_K_CorrPM_CorrGasdermin	0.08672779150692167	-0.0009921000426555203	-0.059064256487619454	0.05906425648762015
Cytoplasm_Correlation_K_CorrPM_CorrMito	0.08566388261993652	-0.0012411052720896472	-0.07650205157630963	0.07650205157631051
Cytoplasm_Correlation_K_CorrPM_CorrRNA	0.026034556987286295	-0.0004918138567248634	-0.004334572466616337	0.004334572466616388
Cytoplasm_Correlation_K_CorrRNA_CorrDNA	0.0073304807109743075	0.00038432641870248283	-0.019293711971168765	0.01929371197116899
Cytoplasm_Correlation_K_CorrRNA_CorrER	0.11290199281515567	-0.0011674003585065652	-0.10040515368486735	0.10040515368486852
Cytoplasm_Correlation_K_CorrRNA_CorrGasdermin	0.019390935342145088	-0.0002890631019914321	-0.020104928311841103	0.020104928311841335
Cytoplasm_Correlation_K_CorrRNA_CorrMito	0.023071762688732567	-0.0004983600905900618	-0.03637693238310819	0.036376932383108615
Cytoplasm_Correlation_K_CorrRNA_CorrPM	0.12843444979457708	0.0015397718683374385	0.01816907094267124	-0.01816907094267145
Cytoplasm_Correlation_Manders_CorrDNA_CorrER	0.0003151842089000878	6.296173427487531e-05	-0.0007795297483381765	0.0007795297483381855
Cytoplasm_Correlation_Manders_CorrDNA_CorrGasdermin	0.003347382341645444	0.00016422322998434224	0.010162389820325642	-0.01016238982032576
Cytoplasm_Correlation_Manders_CorrDNA_CorrMito	0.006462324463784919	0.00023743099221949052	0.02571915486371252	-0.025719154863712818
Cytoplasm_Correlation_Manders_CorrDNA_CorrPM	8.751279981356053e-05	3.731101514536204e-05	-0.006474314155208813	0.006474314155208889
Cytoplasm_Correlation_Manders_CorrDNA_CorrRNA	0.0008591155248448556	9.780444234895189e-05	-0.005386638363580376	0.005386638363580439
Cytoplasm_Correlation_Manders_CorrER_CorrDNA	0.0019067524721956275	-0.00017262264573003814	-0.0032883372599421534	0.0032883372599421916
Cytoplasm_Correlation_Manders_CorrER_CorrGasdermin	0.005258477378769499	0.00018687110034720585	0.022471083079571387	-0.022471083079571647
Cytoplasm_Correlation_Manders_CorrER_CorrMito	0.01009475989800368	0.0002886507625581234	0.038687272868367054	-0.0386872728683675
Cytoplasm_Correlation_Manders_CorrER_CorrPM	1.1528246605996273e-05	-3.0064796754648678e-06	0.0031059394791032383	-0.0031059394791032742
Cytoplasm_Correlation_Manders_CorrER_CorrRNA	1.66995710635387e-05	-4.407107570711904e-06	0.004633278601994323	-0.004633278601994377
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrDNA	0.004806668821986659	-0.00025976830412953727	-0.011155737767109139	0.011155737767109269
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrER	0.0034493080246931207	-0.00019175893414773905	-0.005208440836557514	0.005208440836557575
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrMito	0.006966402077771883	0.0002710566508665537	0.02272934513318263	-0.022729345133182893
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrPM	4.8384118230826445e-05	9.216523848202468e-06	-0.0071689669744241565	0.00716896697442424
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrRNA	0.0005356713573766436	-4.993183698336633e-05	-0.007533123418691187	0.0075331234186912744
Cytoplasm_Correlation_Manders_CorrMito_CorrDNA	0.005484332039775608	-0.00029367690083306877	-0.006106988957017508	0.006106988957017579
Cytoplasm_Correlation_Manders_CorrMito_CorrER	0.004174461847552435	-0.00021995539043590572	-0.002321123713937349	0.002321123713937376
Cytoplasm_Correlation_Manders_CorrMito_CorrGasdermin	3.8428663616918435e-05	2.113370590256108e-05	-0.001248373399866765	0.0012483733998667795
Cytoplasm_Correlation_Manders_CorrMito_CorrPM	7.79790498565136e-05	2.4323458912292585e-06	-0.007737545983018531	0.007737545983018621
Cytoplasm_Correlation_Manders_CorrMito_CorrRNA	0.0007177475298355551	-6.489525869837654e-05	-0.006801060170877374	0.006801060170877454
Cytoplasm_Correlation_Manders_CorrPM_CorrDNA	0.0029551367406275286	-0.00022776796865981228	0.00023443608829927314	-0.00023443608829927585
Cytoplasm_Correlation_Manders_CorrPM_CorrER	0.00021671093112229922	-6.362905952550746e-05	0.010376290985058132	-0.010376290985058252
Cytoplasm_Correlation_Manders_CorrPM_CorrGasdermin	0.01585348495342953	0.0003666782208736118	0.043092076526807785	-0.043092076526808284
Cytoplasm_Correlation_Manders_CorrPM_CorrMito	0.0223699829050098	0.00047559559206204516	0.05572783621109294	-0.05572783621109358
Cytoplasm_Correlation_Manders_CorrPM_CorrRNA	0.0008613060555360263	7.346701341944669e-05	0.0097538627732164	-0.009753862773216514
Cytoplasm_Correlation_Manders_CorrRNA_CorrDNA	0.0023605093799706767	-0.0001976315267244036	-0.0016636392599920571	0.0016636392599920767
Cytoplasm_Correlation_Manders_CorrRNA_CorrER	0.0014917405336298817	-0.0001508504244289143	0.005009928701569679	-0.0050099287015697375
Cytoplasm_Correlation_Manders_CorrRNA_CorrGasdermin	0.0073252316284802	0.00022469162199057586	0.027175544704380182	-0.0271755447043805
Cytoplasm_Correlation_Manders_CorrRNA_CorrMito	0.013371047086152443	0.00034013711963170305	0.04277563561260555	-0.04277563561260604
Cytoplasm_Correlation_Manders_CorrRNA_CorrPM	3.423342970854115e-05	1.401385083827096e-05	-0.004827615362631612	0.004827615362631668
Cytoplasm_Correlation_Overlap_CorrDNA_CorrER	0.0025390186422540317	0.00023505080851710667	-0.05476525360201173	0.05476525360201236
Cytoplasm_Correlation_Overlap_CorrDNA_CorrGasdermin	0.005281800500928968	0.00037047390871116693	-0.052327281078731136	0.052327281078731754
Cytoplasm_Correlation_Overlap_CorrDNA_CorrMito	0.0047152811104446135	0.00033907041214499187	-0.028697021272377686	0.028697021272378023
Cytoplasm_Correlation_Overlap_CorrDNA_CorrPM	0.004487648797813826	-9.829078684300028e-05	-0.05324749617275737	0.053247496172757994
Cytoplasm_Correlation_Overlap_CorrDNA_CorrRNA	0.001718594532090223	0.00015544519902859066	-0.051299784383681574	0.05129978438368217
Cytoplasm_Correlation_Overlap_CorrER_CorrGasdermin	0.00047208037462498353	6.35315486253929e-05	0.00789416107019943	-0.007894161070199522
Cytoplasm_Correlation_Overlap_CorrER_CorrMito	0.0005800039036247817	4.896761067494824e-05	0.014630468343187826	-0.014630468343187994
Cytoplasm_Correlation_Overlap_CorrER_CorrPM	0.0006815144778322679	7.516925315069057e-05	-0.03076524735790221	0.030765247357902568
Cytoplasm_Correlation_Overlap_CorrER_CorrRNA	0.003772602301608252	-0.0001989402411990083	-0.016004163196126978	0.016004163196127165
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrMito	4.414474482639097e-05	-2.408709866406388e-05	0.0067057461422794975	-0.0067057461422795756
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrPM	0.010542593790111243	0.00044244774408243635	-0.009055442994071003	0.009055442994071109
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrRNA	0.0059453979033432525	0.00021545277912390627	0.01963921230470684	-0.019639212304707068
Cytoplasm_Correlation_Overlap_CorrMito_CorrPM	0.020793755746385978	0.000645560094124621	-0.012109484708609997	0.01210948470861014
Cytoplasm_Correlation_Overlap_CorrMito_CorrRNA	0.009153817954782206	0.0002249190958125253	0.03394834793385474	-0.033948347933855136
Cytoplasm_Correlation_Overlap_CorrPM_CorrRNA	0.001481635671186865	0.00014898780210758624	-0.03774049642571375	0.037740496425714185
Cytoplasm_Correlation_RWC_CorrDNA_CorrER	0.008105630934356234	0.00039212925726243007	-0.027121159977503695	0.02712115997750401
Cytoplasm_Correlation_RWC_CorrDNA_CorrGasdermin	0.019682882301196192	0.0006096462246800208	-0.0365337845580078	0.03653378455800822
Cytoplasm_Correlation_RWC_CorrDNA_CorrMito	0.0164552381073223	0.0005466751197089163	-0.01058424732613743	0.010584247326137552
Cytoplasm_Correlation_RWC_CorrDNA_CorrPM	0.004661597705157394	0.0002856849642739163	-0.07139535551648095	0.07139535551648178
Cytoplasm_Correlation_RWC_CorrDNA_CorrRNA	0.014229202850222555	0.0005221787963122205	-0.03128600443528288	0.03128600443528324
Cytoplasm_Correlation_RWC_CorrER_CorrDNA	0.0007702964331359752	-8.903416772630996e-05	-0.008792317817385828	0.00879231781738593
Cytoplasm_Correlation_RWC_CorrER_CorrGasdermin	0.003033546871769488	0.00013862746792905903	0.01997363181191638	-0.019973631811916612
Cytoplasm_Correlation_RWC_CorrER_CorrMito	0.00472344478325093	0.00016055436337819172	0.030455184281564414	-0.030455184281564764
Cytoplasm_Correlation_RWC_CorrER_CorrPM	0.009934218185366772	-2.9915174019808208e-05	-0.09106747576167601	0.09106747576167708
Cytoplasm_Correlation_RWC_CorrER_CorrRNA	0.00973398368571432	-0.000286494103237676	-0.045867233734589605	0.04586723373459014
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrDNA	0.002571550410775947	-0.00015691944212574752	-0.01785108485788563	0.01785108485788584
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrER	0.0021957744513747546	-0.00015040074616026256	-0.0061309196877925454	0.0061309196877926166
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrMito	0.001618740693101639	-0.00018158860783819958	0.02508354778027338	-0.02508354778027367
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrPM	0.010708660333812126	0.0001606479035933011	-0.1228196299593825	0.12281962995938392
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrRNA	0.0011350600035026082	0.00010067979783438061	0.003035522670175773	-0.0030355226701758086
Cytoplasm_Correlation_RWC_CorrMito_CorrDNA	0.0032790539445530786	-0.0002102097775511316	-0.009239440551779936	0.009239440551780043
Cytoplasm_Correlation_RWC_CorrMito_CorrER	0.002619936756897645	-0.0001757209499086083	-0.002428094468372546	0.0024280944683725742
Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	0.0013521637324438451	-0.00011753817942900963	0.0017835620151154083	-0.0017835620151154291
Cytoplasm_Correlation_RWC_CorrMito_CorrPM	0.010016719956613018	0.00022191807351851518	-0.12363713849589328	0.12363713849589471
Cytoplasm_Correlation_RWC_CorrMito_CorrRNA	0.0011949874957910556	0.00010024094869355294	0.005364933744171766	-0.005364933744171829
Cytoplasm_Correlation_RWC_CorrPM_CorrDNA	0.0020155653630608006	-0.00012500518158006454	-0.020868603885996186	0.020868603885996432
Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.0033807305172839364	-5.088190836989845e-05	-0.04695303371409136	0.04695303371409191
Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	0.007893553294171629	0.00041214204254355787	-0.04328633363248497	0.04328633363248548
Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.012383209984438981	0.0005372558020113992	-0.042894981716390224	0.04289498171639072
Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.005503083806772668	0.00012193052276898655	-0.08007669349264598	0.08007669349264691
Cytoplasm_Correlation_RWC_CorrRNA_CorrDNA	0.0008547503765063968	-0.00010453292448330472	-0.005556840032652213	0.005556840032652277
Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.004269878024378837	-0.0002199012958744216	-0.00894279397076745	0.008942793970767554
Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	0.012096280560421557	0.0002977749676566388	0.03489882946306282	-0.03489882946306323
Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.018220158350928273	0.00038067472086281536	0.04703627947402139	-0.04703627947402194
Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.013981852784605175	6.465238783151447e-05	-0.12176185914129967	0.1217618591413011
Cytoplasm_Granularity_10_CorrDNA	0.0004287995155958235	2.0843208360316878e-05	0.017406551076790233	-0.017406551076790434
Cytoplasm_Granularity_10_CorrER	0.015082495017443631	-0.00051237568978128	-0.007645795048728527	0.007645795048728616
Cytoplasm_Granularity_10_CorrGasdermin	0.014577277962291801	-0.000502101648025768	-0.018839796537995602	0.01883979653799582
Cytoplasm_Granularity_10_CorrMito	0.0166386393799014	-0.0005421500212074486	-0.016692331523894068	0.016692331523894263
Cytoplasm_Granularity_10_CorrPM	0.022514748404560803	-0.0007544961645147488	-0.009832298663960922	0.009832298663961037
Cytoplasm_Granularity_10_CorrRNA	0.01541410327507875	-0.0005836008899497322	0.007989002971034834	-0.007989002971034926
Cytoplasm_Granularity_11_CorrDNA	0.0004936995000694999	0.00010540666303664462	-0.01311075548345637	0.013110755483456521
Cytoplasm_Granularity_11_CorrER	0.011794168862242493	-0.00042970060767150137	-0.014685377747201786	0.014685377747201958
Cytoplasm_Granularity_11_CorrGasdermin	0.013931203094310951	-0.0004688806621121038	-0.024344595139423858	0.02434459513942414
Cytoplasm_Granularity_11_CorrMito	0.013732385316379325	-0.0004859552038475422	-0.015270200403347228	0.015270200403347405
Cytoplasm_Granularity_11_CorrPM	0.020160944752995236	-0.0006409766396469573	-0.03189787842870958	0.03189787842870995
Cytoplasm_Granularity_11_CorrRNA	0.015473552643110011	-0.0005472300341490796	-0.007449305674176638	0.007449305674176725
Cytoplasm_Granularity_12_CorrDNA	0.0008788298547589557	0.00011347291252107888	-0.03405140321476088	0.03405140321476127
Cytoplasm_Granularity_12_CorrER	0.009061148093867377	-0.0004024881820021906	-0.003038598450736601	0.0030385984507366364
Cytoplasm_Granularity_12_CorrGasdermin	0.011777060450750776	-0.00044352040878929705	-0.016229439260558986	0.016229439260559173
Cytoplasm_Granularity_12_CorrMito	0.012999283515566784	-0.0004839662379473485	-0.012508199397728622	0.012508199397728768
Cytoplasm_Granularity_12_CorrPM	0.018205166606171108	-0.000628583366888309	-0.00458275133707614	0.004582751337076193
Cytoplasm_Granularity_12_CorrRNA	0.01709770994656412	-0.0005931384301993038	0.0034102650325836415	-0.0034102650325836814
Cytoplasm_Granularity_13_CorrDNA	0.0015826758702387478	0.00016148118131456023	-0.04293773196848266	0.04293773196848316
Cytoplasm_Granularity_13_CorrER	0.007816408596411972	-0.00039985955248209715	0.010358822035196369	-0.010358822035196488
Cytoplasm_Granularity_13_CorrGasdermin	0.013073000904079035	-0.0004738755715001872	-0.019416971063611125	0.01941697106361135
Cytoplasm_Granularity_13_CorrMito	0.014498292389558465	-0.0004552912754440932	-0.04300342640420379	0.04300342640420429
Cytoplasm_Granularity_13_CorrPM	0.022796784103242262	-0.0006777273687666166	-0.054618262090533054	0.0546182620905337
Cytoplasm_Granularity_13_CorrRNA	0.012367434589273474	-0.000456760380227857	-0.021234757051217003	0.02123475705121725
Cytoplasm_Granularity_14_CorrDNA	0.0006127649938779678	8.897314720103781e-05	-0.027908574318466786	0.027908574318467112
Cytoplasm_Granularity_14_CorrER	0.005330349476376228	-0.00030799312157601705	-0.004826617091573909	0.0048266170915739655
Cytoplasm_Granularity_14_CorrGasdermin	0.013460674521962535	-0.0003537246873683383	-0.05833781758803966	0.05833781758804033
Cytoplasm_Granularity_14_CorrMito	0.016814645968295516	-0.0005027768555771505	-0.029158543961302616	0.029158543961302956
Cytoplasm_Granularity_14_CorrPM	0.027072145742548015	-0.0005889179562538654	-0.08762659744651785	0.08762659744651886
Cytoplasm_Granularity_14_CorrRNA	0.01537693722737199	-0.0004561827803423821	-0.03744731789882565	0.03744731789882608
Cytoplasm_Granularity_15_CorrDNA	0.0007878157508669492	7.75210867039419e-05	-0.03355215151361212	0.033552151513612516
Cytoplasm_Granularity_15_CorrER	0.011632827698043302	-0.00021259065353031965	-0.08340724177838299	0.08340724177838396
Cytoplasm_Granularity_15_CorrGasdermin	0.01700462211786702	-0.000419623069501348	-0.06432080183389079	0.06432080183389154
