feature	feature_LPS_+_DMSO 0.1%	r2_score_LPS_+_DMSO 0.1%	Metadata_number_of_singlecells_LPS_+_DMSO 0.1%	Metadata_treatment_DMSO 0.1%_LPS_+_DMSO 0.1%	Metadata_treatment_LPS_LPS_+_DMSO 0.1%	Metadata_dose_0_LPS_+_DMSO 0.1%	Metadata_dose_10µg_per_ml_LPS_+_DMSO 0.1%	Metadata_dose_1µg_per_ml_LPS_+_DMSO 0.1%	feature_Disulfiram_+_DMSO 0.1%	r2_score_Disulfiram_+_DMSO 0.1%	Metadata_number_of_singlecells_Disulfiram_+_DMSO 0.1%	Metadata_treatment_DMSO 0.1%_Disulfiram_+_DMSO 0.1%	Metadata_treatment_Disulfiram_Disulfiram_+_DMSO 0.1%	Metadata_dose_0_Disulfiram_+_DMSO 0.1%	Metadata_dose_0.1µM_Disulfiram_+_DMSO 0.1%	Metadata_dose_2.5µM_Disulfiram_+_DMSO 0.1%	feature_H2O2_+_DMSO 0.1%	r2_score_H2O2_+_DMSO 0.1%	Metadata_number_of_singlecells_H2O2_+_DMSO 0.1%	Metadata_treatment_DMSO 0.1%_H2O2_+_DMSO 0.1%	Metadata_treatment_H2O2_H2O2_+_DMSO 0.1%	Metadata_dose_0_H2O2_+_DMSO 0.1%	Metadata_dose_500µM_H2O2_+_DMSO 0.1%	Metadata_dose_50µM_H2O2_+_DMSO 0.1%	feature_Thapsi_+_DMSO 0.1%	r2_score_Thapsi_+_DMSO 0.1%	Metadata_number_of_singlecells_Thapsi_+_DMSO 0.1%	Metadata_treatment_DMSO 0.1%_Thapsi_+_DMSO 0.1%	Metadata_treatment_Thapsi_Thapsi_+_DMSO 0.1%	Metadata_dose_0_Thapsi_+_DMSO 0.1%	Metadata_dose_10µM_Thapsi_+_DMSO 0.1%	Metadata_dose_1µM_Thapsi_+_DMSO 0.1%	feature_ATP_+_DMSO 0.1%	r2_score_ATP_+_DMSO 0.1%	Metadata_number_of_singlecells_ATP_+_DMSO 0.1%	Metadata_treatment_ATP_ATP_+_DMSO 0.1%	Metadata_treatment_DMSO 0.1%_ATP_+_DMSO 0.1%	Metadata_dose_0_ATP_+_DMSO 0.1%	Metadata_dose_0.1mM_ATP_+_DMSO 0.1%	Metadata_dose_1mM_ATP_+_DMSO 0.1%	feature_LPS + Nigericin_+_DMSO 0.1%	r2_score_LPS + Nigericin_+_DMSO 0.1%	Metadata_number_of_singlecells_LPS + Nigericin_+_DMSO 0.1%	Metadata_treatment_DMSO 0.1%_LPS + Nigericin_+_DMSO 0.1%	Metadata_treatment_LPS + Nigericin_LPS + Nigericin_+_DMSO 0.1%	Metadata_dose_0_LPS + Nigericin_+_DMSO 0.1%	Metadata_dose_1µg_per_ml + 10µM_LPS + Nigericin_+_DMSO 0.1%	Metadata_dose_1µg_per_ml + 1µM_LPS + Nigericin_+_DMSO 0.1%	feature_Flagellin_+_DMSO 0.1%	r2_score_Flagellin_+_DMSO 0.1%	Metadata_number_of_singlecells_Flagellin_+_DMSO 0.1%	Metadata_treatment_DMSO 0.1%_Flagellin_+_DMSO 0.1%	Metadata_treatment_Flagellin_Flagellin_+_DMSO 0.1%	Metadata_dose_0_Flagellin_+_DMSO 0.1%	Metadata_dose_0.1µg_per_ml_Flagellin_+_DMSO 0.1%	Metadata_dose_1µg_per_ml_Flagellin_+_DMSO 0.1%	feature_DMSO 0.1%_+_DMSO 0.1%	r2_score_DMSO 0.1%_+_DMSO 0.1%	Metadata_number_of_singlecells_DMSO 0.1%_+_DMSO 0.1%	Metadata_treatment_DMSO 0.1%_DMSO 0.1%_+_DMSO 0.1%	Metadata_dose_0_DMSO 0.1%_+_DMSO 0.1%	feature_Media only_+_DMSO 0.1%	r2_score_Media only_+_DMSO 0.1%	Metadata_number_of_singlecells_Media only_+_DMSO 0.1%	Metadata_treatment_DMSO 0.1%_Media only_+_DMSO 0.1%	Metadata_treatment_Media only_Media only_+_DMSO 0.1%	Metadata_dose_0_Media only_+_DMSO 0.1%
Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	0.0012505776320365092	-9.378518688603277e-05	-0.01161396264798547	0.011613962647985471	-0.011613962647985473	-0.0006220007684308825	0.012235963416416366	Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	0.001546755641733566	2.92842977818525e-05	-0.006029153398661183	0.006029153398661199	-0.006029153398661187	0.033303292702417754	-0.027274139303756342	Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	0.06359851674864625	0.0008735631471070429	-0.007660291979156672	0.007660291979156689	-0.007660291979156693	0.08435687828742511	-0.07669658630826758	Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	0.0012329497041897453	2.7100639393490002e-05	-0.01611416935007288	0.01611416935007287	-0.01611416935007287	0.004848990147140648	0.011265179202932279	Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	0.008181406502916544	-0.00019996531588177346	-0.020427700245827796	0.020427700245827837	0.020427700245827837	0.08220373247551938	-0.10263143272134599	Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	0.0031330764468673333	-0.00022931887588323058	0.00021943332370791269	-0.00021943332370788667	0.00021943332370790228	-0.046331936760516626	0.04611250343680645	Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	7.715181188272524e-05	4.5483728024369954e-05	-0.001749202344822516	0.0017492023448225135	-0.001749202344822515	-0.0017324070187902394	0.003481609363612682	Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	6.80187544072064e-05	-4.617598623553034e-05	0.0	0.0	Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	0.0022791500312818735	-0.0001252437446262305	0.038160880211631686	-0.038160880211632726	0.0
Cytoplasm_Correlation_RWC_CorrMito_CorrPM	Cytoplasm_Correlation_RWC_CorrMito_CorrPM	0.01149741317535935	-0.00027335159927763307	0.06795492451377408	-0.06795492451377408	0.06795492451377409	-0.06111560575524278	-0.006839318758532255	Cytoplasm_Correlation_RWC_CorrMito_CorrPM	0.0016409267055333965	4.902887125058411e-06	0.02364230628421795	-0.023642306284217963	0.023642306284217963	0.007505960023757866	-0.031148266307975937	Cytoplasm_Correlation_RWC_CorrMito_CorrPM	0.014152227161144726	0.0005844725174291549	-0.010331388585302942	0.01033138858530297	-0.010331388585302973	0.16325254369547532	-0.15292115511017068	Cytoplasm_Correlation_RWC_CorrMito_CorrPM	0.002128492174957697	3.960109506401009e-06	-0.030359632963701175	0.03035963296370115	-0.03035963296370115	0.005458424060306635	0.02490120890339453	Cytoplasm_Correlation_RWC_CorrMito_CorrPM	0.002820320514915875	-3.567007471003649e-05	0.013084246538733094	-0.013084246538733111	-0.013084246538733111	-0.04924887705217243	0.06233312359090482	Cytoplasm_Correlation_RWC_CorrMito_CorrPM	0.007870676675798105	5.013681032592513e-05	0.02084483601951395	-0.020844836019514014	0.020844836019513983	0.10274192055579263	-0.12358675657530163	Cytoplasm_Correlation_RWC_CorrMito_CorrPM	0.0017707690681190158	-0.00011214376836634227	0.025425192734612446	-0.02542519273461244	0.025425192734612436	-0.01287023677283049	-0.012554955961781411	Cytoplasm_Correlation_RWC_CorrMito_CorrPM	0.00018874825287151786	-8.628051798467965e-05	0.0	0.0	Cytoplasm_Correlation_RWC_CorrMito_CorrPM	0.00016332524319906394	-8.251150170510832e-05	-0.004115240043801307	0.00411524004380142	0.0
Cytoplasm_Correlation_RWC_CorrPM_CorrER	Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.004360698959463338	4.56588758639637e-05	0.03026034478901818	-0.03026034478901818	0.030260344789018186	-0.06155353479108822	0.03129319000206916	Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.02753143217372589	0.0003690099161239407	0.031120745936478678	-0.03112074593647868	0.031120745936478712	0.07476539306917465	-0.10588613900565315	Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.020684464466263486	-4.4725348799356215e-05	0.09245817735511652	-0.0924581773551166	0.09245817735511663	-0.3947342067766447	0.30227602942152454	Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.06283439308196181	-0.00024117173747682224	0.10513930387419423	-0.10513930387419437	0.10513930387419437	-0.5338048420761556	0.4286655382019472	Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.002268755460978822	-0.00013387119404859404	0.017408775067586715	-0.017408775067586712	-0.017408775067586712	0.03789776861783078	-0.02048899355024353	Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.0026961098454325594	-0.00015144209286880174	-0.017057787784177145	0.01705778778417717	-0.017057787784177148	-0.03336396787199833	0.05042175565617389	Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.0007566258288985717	-0.0001077349369523714	0.009480952996053244	-0.009480952996053232	0.009480952996053242	0.013700365802255636	-0.023181318798308436	Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.00017141790970542914	-8.010077671083478e-05	0.0	0.0	Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.0002467470650153736	-5.7441360645061484e-05	-0.011967428065069695	0.011967428065070021	0.0
Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	0.0058346621024258916	-1.2211884687407146e-05	0.04531562569666621	-0.045315625696666216	0.04531562569666622	-0.04108040531587738	-0.004235220380789474	Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	0.014412120381749327	0.00035328036099160367	0.025007317814401575	-0.025007317814401582	0.025007317814401585	0.012805217194415387	-0.03781253500881706	Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	0.009359468836081963	0.0005235241798108801	-0.03198653751099595	0.03198653751099599	-0.03198653751099599	0.22796979073326082	-0.1959832532222626	Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	0.0034458318587388126	9.40564600567367e-05	-0.046710856675019424	0.04671085667501942	-0.04671085667501942	0.114480012490776	-0.06776915581575368	Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	0.0033647543292127935	0.0002356121156117965	0.012373666642281692	-0.012373666642281718	-0.012373666642281716	-0.052148973057279176	0.06452263969956012	Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	0.010242482927102947	0.0003944859826336477	0.024974554152184726	-0.02497455415218477	0.024974554152184747	0.06568834969541575	-0.09066290384759734	Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	0.0005505738328180909	-2.5538217104460808e-05	0.013415916777023865	-0.013415916777023864	0.013415916777023865	-0.0032223665364228314	-0.010193550240600703	Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	0.0004339644203835702	0.00012680818296874108	0.0	0.0	Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	0.00043318755902421735	0.00011989200196251547	-0.012285444117574464	0.012285444117574798	0.0
Cytoplasm_Correlation_RWC_CorrPM_CorrMito	Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.007216485740905942	1.623979533035125e-05	0.05274596412841863	-0.052745964128418636	0.05274596412841864	-0.04400495545056904	-0.008741008677850284	Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.014342049451356309	0.0003797228835922599	0.030177239740170975	-0.030177239740170992	0.030177239740170995	0.0008855485654974161	-0.031062788305668592	Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.011920868965445308	0.0006028909103649052	-0.029790099890217026	0.029790099890217126	-0.029790099890217133	0.2537940672455943	-0.22400396735537462	Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.003942838081232525	0.00013238079861053876	-0.053384766488024926	0.05338476648802493	-0.05338476648802494	0.15252089763343418	-0.09913613114540533	Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.0059844058458321525	0.0003271062069229831	0.012897154453197085	-0.012897154453197099	-0.0128971544531971	-0.07965652122478134	0.09255367567797727	Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.018581244889738446	0.0005568288666470245	0.034695461681155684	-0.03469546168115573	0.034695461681155705	0.07659244570956547	-0.1112879073907175	Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.0006223394892985734	-2.9388658967754113e-05	0.014660423891519773	-0.014660423891519768	0.014660423891519772	-0.002148349836535882	-0.012512074054983512	Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.0005730117746168828	0.00014953756146984513	0.0	0.0	Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.0007329635621888819	0.00014191305608622472	-0.019499691780736066	0.019499691780736596	0.0
Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.004793526281771987	8.622963002505716e-06	0.03791434683113916	-0.03791434683113916	0.03791434683113917	-0.047542545931950474	0.009628199100810596	Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.020580203125995955	0.00037552315546368663	0.018104244891565327	-0.01810424489156532	0.018104244891565337	0.04831344690476282	-0.066417691796328	Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.02541416366940119	0.00034489588135683643	0.0356134000984685	-0.03561340009846855	0.035613400098468556	-0.1541558788781291	0.11854247877965914	Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.014231762135980985	-0.0001316941820416941	0.02344898794320338	-0.023448987943203436	0.02344898794320345	-0.23439609789743143	0.21094710995422172	Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.002039067503799341	9.464333807168138e-06	0.020320748090305665	-0.020320748090305686	-0.020320748090305683	-0.024590829900423602	0.04491157799072891	Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.0024534113829735027	9.911379585950907e-05	-0.007998843203430292	0.00799884320343024	-0.007998843203430266	0.08448428105263389	-0.07648543784919948	Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.0014349396659845137	8.276337948607746e-05	0.01964457146214285	-0.019644571462142848	0.019644571462142844	-0.006635923676012513	-0.013008647786129876	Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.00036960805790553497	0.00011367238934699013	0.0	0.0	Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.0007330506072776855	0.00010693025396227289	-0.021515673569023955	0.021515673569024545	0.0
Cytoplasm_Correlation_RWC_CorrRNA_CorrER	Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.0016091326216614021	3.0388209958499887e-05	0.012197290864679668	-0.012197290864679666	0.012197290864679673	-0.04457235622106688	0.032375065356386595	Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.008681351939445081	0.0001504992972489926	0.024003577698885004	-0.024003577698885	0.02400357769888502	0.05142478712530624	-0.07542836482419112	Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.036248754507031467	0.00035677779533517154	0.07761361940565603	-0.07761361940565614	0.07761361940565614	-0.24764176242081884	0.1700281430151606	Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.04100772491847304	-9.47721143312321e-05	0.08952813048986158	-0.08952813048986163	0.08952813048986165	-0.3878719421914478	0.29834381170157603	Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.003528367266518506	-0.00022100958687620945	0.005820389501607556	-0.005820389501607549	-0.005820389501607549	0.061102227265997816	-0.05528183776438938	Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.006843983766698258	-0.0002931237528176067	-0.019030587925736656	0.01903058792573672	-0.01903058792573669	-0.07613485201578056	0.09516543994151357	Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.0011690801525774397	-0.00018939858481365482	0.00042690206849808985	-0.0004269020684980748	0.0004269020684980864	0.01999635173789972	-0.02042325380639753	Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.0008332392645766795	-0.00017839809895957406	0.0	0.0	Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.0005895303248480976	-0.00015870674144384563	0.009383159769868988	-0.009383159769869243	0.0
Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	0.002334296431866001	-2.4612665746610263e-05	0.025635453939572193	-0.0256354539395722	0.0256354539395722	-0.027727544967000452	0.002092091027427835	Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	0.011835264999537465	0.00023170924453703987	0.029943361813455013	-0.02994336181345502	0.029943361813455027	0.024507886563688935	-0.05445124837714401	Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	0.04957694028964754	0.0005994174800304929	0.06004185167035833	-0.06004185167035838	0.06004185167035839	-0.10368418509214831	0.04364233342178925	Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	0.035653921770257946	0.0001901133040946863	0.05892727079406246	-0.058927270794062486	0.058927270794062486	-0.20629277496670362	0.14736550417263578	Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	0.002450805010802637	0.00015656267101259638	-0.01012261640238486	0.010122616402384862	0.01012261640238486	-0.0026857268785469204	-0.007436889523837972	Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	0.018729828028111517	0.00026515742634529974	0.040643346779597925	-0.04064334677959791	0.04064334677959791	-0.054670291710514504	0.01402694493091381	Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	9.946961205642424e-05	-5.66494731076941e-05	0.002218583278709847	-0.002218583278709846	0.0022185832787098465	0.00038531190539795057	-0.0026038951841077305	Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	6.396476420145181e-05	4.572538307711615e-05	0.0	0.0	Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	0.00021910163961125217	-6.924418370616627e-06	0.012928732542378796	-0.01292873254237915	0.0
Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.0027632251141604947	-8.726742420259963e-06	0.02923953497587873	-0.02923953497587873	0.029239534975878737	-0.031157049105597023	0.0019175141297178185	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.011780318722417804	0.00023354749543986203	0.037404937183708756	-0.03740493718370878	0.037404937183708784	0.02008982134704964	-0.05749475853075854	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.05518306775795112	0.0006660440539214084	0.07007600061158316	-0.07007600061158321	0.07007600061158323	-0.11083462865114739	0.040758628039563476	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.032217703087644045	0.0002278658849777748	0.0596679220413385	-0.0596679220413385	0.05966792204133851	-0.18445461411182615	0.12478669207048287	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.0028965113463810255	0.0002002360442698188	-0.010018801056129265	0.010018801056129265	0.010018801056129265	-0.019196513204902593	0.009177712148773054	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.02844759817141207	0.00034180807326154145	0.05015308646289225	-0.050153086462892224	0.050153086462892224	-0.07882878527174714	0.02867569880885093	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.00034486349931706073	-0.00010690518384336567	-6.803470596971999e-05	6.803470596972703e-05	-6.803470596972188e-05	0.007147779178126342	-0.007079744472156526	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	5.7554624963152e-05	4.3266002159171464e-05	0.0	0.0	Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	7.157008194869086e-05	-1.667604262070819e-05	0.0071547111828738665	-0.007154711182874062	0.0
Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.010847873173643885	-0.00023598208156337653	0.06249411688614245	-0.06249411688614247	0.062494116886142474	-0.0745200294632628	0.01202591257711922	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.0071477516213851455	8.989139540311629e-05	0.033673380387070545	-0.03367338038707056	0.03367338038707057	0.040576136018836785	-0.07424951640590734	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.016759450212386673	0.00036119465911596706	0.03187467915261175	-0.03187467915261178	0.03187467915261178	-0.0749922201888452	0.04311754103623284	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.007909976681221842	-0.00025253273600364754	-0.00930855078473164	0.009308550784731601	-0.009308550784731601	-0.10086084205613183	0.11016939284086064	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.0031754596049532458	-0.00012474016874089276	0.011758707786912855	-0.011758707786912868	-0.011758707786912868	-0.03179830515186216	0.04355701293877455	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.013818572185863132	-0.00011172501938930818	0.016646214247046515	-0.016646214247046574	0.016646214247046542	0.10051891104581083	-0.11716512529285249	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.002560064056829181	-0.00017585397088489083	0.02758864989594194	-0.027588649895941952	0.027588649895941942	-0.02530794206235328	-0.0022807078335882356	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.0006599161943477982	-0.00015647528515300014	0.0	0.0	Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.0015414707602452449	-0.00022924330293702457	-0.015995259666344887	0.01599525966634532	0.0
Cytoplasm_Granularity_1_CorrDNA	Cytoplasm_Granularity_1_CorrDNA	0.002067285602888491	0.0001391257626427214	0.01734097926733922	-0.017340979267339234	0.017340979267339223	0.02022933640850961	-0.03757031567584859	Cytoplasm_Granularity_1_CorrDNA	0.0006269146790074398	9.000049539702173e-06	-0.007324497239385136	0.007324497239385127	-0.007324497239385139	-0.028673002072151284	0.035997499311536306	Cytoplasm_Granularity_1_CorrDNA	0.005201615521374103	-0.0003908022196506738	0.01453815868187261	-0.014538158681872648	0.014538158681872648	-0.1575371484587157	0.14299898977684142	Cytoplasm_Granularity_1_CorrDNA	0.050822581616930984	0.0004227928042456903	0.040625172266494786	-0.04062517226649481	0.04062517226649481	-0.11475109727272954	0.07412592500623179	Cytoplasm_Granularity_1_CorrDNA	0.009574334810404261	0.0004403163768859596	-0.009477241023796476	0.009477241023796457	0.009477241023796457	-0.08249140792729576	0.0730141669034981	Cytoplasm_Granularity_1_CorrDNA	0.009910931470448636	0.00043792348921261215	-0.030223403671651217	0.030223403671651196	-0.030223403671651203	0.06027807516946046	-0.03005467149780624	Cytoplasm_Granularity_1_CorrDNA	0.00859889137299874	0.0005428041873267032	0.020713814556399597	-0.020713814556399632	0.020713814556399607	-0.048654339194852896	0.027940524638453215	Cytoplasm_Granularity_1_CorrDNA	0.007085772451668082	0.0005337676310630392	0.0	0.0	Cytoplasm_Granularity_1_CorrDNA	0.0037476819010517914	0.00032225695236226326	0.03709140728354418	-0.03709140728354519	0.0
Cytoplasm_Granularity_1_CorrGasdermin	Cytoplasm_Granularity_1_CorrGasdermin	0.019771855914432757	-2.8579826361204896e-05	0.0833487792460435	-0.08334877924604353	0.08334877924604353	-0.026396508657311586	-0.05695227058873245	Cytoplasm_Granularity_1_CorrGasdermin	0.006500076589196491	0.00027949814378227226	0.010556039405589565	-0.010556039405589614	0.010556039405589572	-0.10903431232095284	0.0984782729153626	Cytoplasm_Granularity_1_CorrGasdermin	0.02029520800204776	-0.0009933708599373491	0.08845874359790085	-0.088458743597901	0.088458743597901	-0.44196101294539136	0.3535022693474862	Cytoplasm_Granularity_1_CorrGasdermin	0.12038072384341747	0.0006667041122792396	0.10202869606747017	-0.10202869606747018	0.10202869606747018	-0.1785763770734991	0.07654768100602455	Cytoplasm_Granularity_1_CorrGasdermin	0.06653901963830433	0.0013119568510638398	0.02110469506019441	-0.02110469506019442	-0.02110469506019442	-0.2328967974426317	0.2540014925028227	Cytoplasm_Granularity_1_CorrGasdermin	0.14830029678330903	0.001466230311107288	0.06301026203797866	-0.06301026203797871	0.06301026203797869	0.036573241239618935	-0.09958350327759598	Cytoplasm_Granularity_1_CorrGasdermin	0.014887871943823239	0.00042409025899121916	0.05531425181051225	-0.05531425181051229	0.05531425181051224	-0.08925727386839127	0.03394302205787937	Cytoplasm_Granularity_1_CorrGasdermin	0.00582774255216012	0.00048408361195647476	0.0	0.0	Cytoplasm_Granularity_1_CorrGasdermin	0.00977254363528568	0.0007043044972286937	-0.030199464635240397	0.030199464635241226	0.0
Cytoplasm_Granularity_1_CorrPM	Cytoplasm_Granularity_1_CorrPM	0.030163328261039624	0.0005488775993142891	0.06590189984929799	-0.06590189984929802	0.06590189984929802	-0.0467933242052451	-0.01910857564405366	Cytoplasm_Granularity_1_CorrPM	0.022611100090954017	0.00044153312725007216	0.01420335965047393	-0.014203359650473925	0.014203359650473934	0.03212255670049203	-0.04632591635096587	Cytoplasm_Granularity_1_CorrPM	0.05008101308866697	-0.0013904265073346944	0.024787876757507044	-0.024787876757507175	0.024787876757507203	-0.5030558479347879	0.47826797117727543	Cytoplasm_Granularity_1_CorrPM	0.08799404050248327	0.0005317050866673994	0.07412767373491075	-0.07412767373491075	0.07412767373491075	-0.20280202358573246	0.12867434985081655	Cytoplasm_Granularity_1_CorrPM	0.0273648403378568	0.0008059375552122091	-0.005597012003504001	0.005597012003503977	0.00559701200350398	-0.0846176924566942	0.079020680453189	Cytoplasm_Granularity_1_CorrPM	0.08034367519804109	0.001100620591808612	0.04679829685332321	-0.04679829685332333	0.046798296853323255	0.14897769132345676	-0.19577598817677283	Cytoplasm_Granularity_1_CorrPM	0.033728392140328745	0.0007728705794620652	0.0759600434062572	-0.07596004340625723	0.0759600434062572	-0.061628280129887844	-0.014331763276368079	Cytoplasm_Granularity_1_CorrPM	0.009795646889951493	0.0006280285038108652	0.0	0.0	Cytoplasm_Granularity_1_CorrPM	0.006311154795596963	0.0005508593131412423	0.020219673542855216	-0.020219673542855768	0.0
Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.002753581699616481	-0.0002655608028641464	0.004521141821344244	-0.004521141821344247	0.0045211418213442454	0.005540909661426539	-0.01006205148277072	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.015573242218875016	-0.0003595832821043592	-0.00939886315196746	0.00939886315196745	-0.009398863151967465	-0.04977403696007626	0.0591729001120435	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.0031686853822634475	-0.00041529596560103076	0.018466687118688555	-0.01846668711868859	0.018466687118688596	-0.10284721984691482	0.08438053272822524	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.0008831173509704637	-0.00017889302652124008	0.01680595144146088	-0.016805951441460888	0.01680595144146089	-0.07030243297348875	0.053496481532026026	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.0006899650654400569	-0.0001122228371061057	-0.007979014440941557	0.00797901444094156	0.007979014440941559	-0.004062351802035867	-0.003916662638905745	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.0015235681753629216	-8.204596548621682e-05	0.02479318309336203	-0.024793183093362016	0.024793183093362016	-0.03927297838341547	0.014479795290051473	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.0005942378690630967	-0.00016166438130030625	0.005893878229008382	-0.0058938782290083825	0.00589387822900838	-0.006935293057485329	0.0010414148284770201	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.001179153222175433	-0.00021775920240437122	0.0	0.0	Cytoplasm_Intensity_IntegratedIntensity_CorrDNA	0.0015753344733298036	-0.0002521572705664481	0.02345794127948586	-0.023457941279486503	0.0
