feature	r2_score	Metadata_number_of_singlecells	ATP_0.1mM	DMSO 0.1%_0
Cytoplasm_AreaShape_Zernike_4_2	0.0018048494142322014	0.00021254143945771396	-0.011389111162128956	0.011389111162128901
Cytoplasm_AreaShape_Zernike_4_4	0.002308697372968793	0.0002327081566482548	-0.02033543477533839	0.02033543477533829
Cytoplasm_AreaShape_Zernike_5_1	0.0051634185937559085	0.0003740349443561258	-0.002634363535093831	0.0026343635350938176
Cytoplasm_AreaShape_Zernike_5_3	0.0006888211950960565	0.00013234915723832886	-0.007442692399398669	0.007442692399398633
Cytoplasm_AreaShape_Zernike_5_5	0.0012903973661274604	0.00018369707050971645	-0.00813782587319216	0.00813782587319212
Cytoplasm_AreaShape_Zernike_6_0	0.0016187802127792805	0.00020260966229425286	-0.009095864585233877	0.009095864585233832
Cytoplasm_AreaShape_Zernike_6_2	0.0015770686588264526	0.00019891747773270553	-0.012182428558682581	0.01218242855868252
Cytoplasm_AreaShape_Zernike_6_4	0.0006139683910120208	0.00011574252461968856	-0.011025359944883191	0.011025359944883134
Cytoplasm_AreaShape_Zernike_6_6	0.001313098740310159	0.00018279564886392619	-0.01166269311125509	0.01166269311125503
Cytoplasm_AreaShape_Zernike_7_1	0.00447653920346891	0.0003420712383893888	-0.013709782916228156	0.01370978291622809
Cytoplasm_AreaShape_Zernike_7_3	0.0008867554831603064	0.0001459424957443636	-0.010872968082136135	0.01087296808213608
Cytoplasm_AreaShape_Zernike_7_5	0.0004704255620651132	0.00010567642818993507	-0.008593579845959116	0.008593579845959072
Cytoplasm_AreaShape_Zernike_7_7	0.0009628269218012742	0.00015647843469898063	-0.008339203379225847	0.008339203379225805
Cytoplasm_AreaShape_Zernike_8_0	0.000806299802419308	0.00013156725709120498	-0.0134040045452085	0.013404004545208433
Cytoplasm_AreaShape_Zernike_8_2	0.001417838893226886	0.00018028912032739871	-0.015670294802099846	0.01567029480209977
Cytoplasm_AreaShape_Zernike_8_4	0.00035643209832125766	8.060449681437216e-05	-0.011277794419380694	0.011277794419380639
Cytoplasm_AreaShape_Zernike_8_6	2.988945330095749e-05	-7.277067283350272e-06	0.0053175302843864345	-0.0053175302843864085
Cytoplasm_AreaShape_Zernike_8_8	0.0009401594451631246	0.00015578009798267685	-0.008419694073455069	0.008419694073455027
Cytoplasm_AreaShape_Zernike_9_1	0.0021666898990809758	0.0002272935132489192	-0.0166976047876652	0.01669760478766512
Cytoplasm_AreaShape_Zernike_9_3	0.0009891871558543874	0.0001615351873367257	-0.005058860980423439	0.005058860980423414
Cytoplasm_AreaShape_Zernike_9_5	0.00027330671067271606	4.5413350203308945e-05	-0.014547382245592926	0.014547382245592854
Cytoplasm_AreaShape_Zernike_9_7	1.4401102782390929e-05	1.8680990036912394e-05	-0.0012901775794893953	0.0012901775794893888
Cytoplasm_AreaShape_Zernike_9_9	0.0007817797728458808	0.0001347436981475252	-0.011486856452690954	0.011486856452690895
Cytoplasm_Correlation_Correlation_CorrDNA_CorrER	0.0015889742628204528	0.0001888604271851577	-0.02069697867392204	0.020696978673921937
Cytoplasm_Correlation_Correlation_CorrDNA_CorrGasdermin	0.0011943135303539298	0.00017506059363936788	0.010181628143904223	-0.010181628143904171
Cytoplasm_Correlation_Correlation_CorrDNA_CorrMito	0.0009908842519612548	0.00015200001782856898	-0.01520459764351454	0.015204597643514466
Cytoplasm_Correlation_Correlation_CorrDNA_CorrPM	0.00040039790041379586	0.00010333124426826254	-0.0045973769722534785	0.004597376972253455
Cytoplasm_Correlation_Correlation_CorrDNA_CorrRNA	0.0021425811744079093	0.00021433741056583458	-0.026270681343606522	0.026270681343606384
Cytoplasm_Correlation_Correlation_CorrER_CorrGasdermin	0.0006330866798610613	-8.897951203446382e-05	-0.015530979766566293	0.015530979766566217
Cytoplasm_Correlation_Correlation_CorrER_CorrMito	0.0008413858981576317	-0.00013084315803637734	-0.00696964975901178	0.006969649759011746
Cytoplasm_Correlation_Correlation_CorrER_CorrPM	0.002349972699467462	-0.0002489731801364126	0.007519188532564532	-0.007519188532564494
Cytoplasm_Correlation_Correlation_CorrER_CorrRNA	0.001936560503935647	-0.0002417023215547118	-0.021959376993657034	0.021959376993656923
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrMito	0.007486246664308527	9.96019674474371e-05	-0.07712550788220189	0.07712550788220149
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrPM	0.0014412346490199068	-0.0001986136359979549	0.007771785270613962	-0.007771785270613923
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrRNA	0.0005517789931838157	2.4778802608468692e-05	-0.02096567183784057	0.020965671837840465
Cytoplasm_Correlation_Correlation_CorrMito_CorrPM	0.0013941226396524398	-0.0001859498479286714	0.015773419886459458	-0.01577341988645938
Cytoplasm_Correlation_Correlation_CorrMito_CorrRNA	0.00013903755455013656	-1.4179344844700029e-06	-0.010481808709890737	0.010481808709890683
Cytoplasm_Correlation_Correlation_CorrPM_CorrRNA	0.0009471365564666101	-0.000154961608932668	0.009527563315808995	-0.009527563315808948
Cytoplasm_Correlation_K_CorrDNA_CorrER	0.0028328489328244277	-0.0001943568005241421	0.010753573680509148	-0.010753573680509092
Cytoplasm_Correlation_K_CorrDNA_CorrGasdermin	0.0011706783895825135	-5.069540503984395e-05	-0.016493999348580986	0.016493999348580906
Cytoplasm_Correlation_K_CorrDNA_CorrMito	0.0034677129659721473	-0.00010449616037151282	-0.04360039131993558	0.04360039131993536
Cytoplasm_Correlation_K_CorrDNA_CorrPM	0.00014691330623284315	4.756834983673917e-06	0.021599233502735578	-0.021599233502735467
Cytoplasm_Correlation_K_CorrDNA_CorrRNA	0.0014852045994947494	-0.00011204874923584964	0.009794865966640448	-0.0097948659666404
Cytoplasm_Correlation_K_CorrER_CorrDNA	0.005706270136030311	0.00037038463023501985	-0.02664837740217032	0.02664837740217019
Cytoplasm_Correlation_K_CorrER_CorrGasdermin	0.006972435290534595	0.0001246291559768141	-0.034732728760116675	0.0347327287601165
Cytoplasm_Correlation_K_CorrER_CorrMito	0.009407294879222428	0.00019202370156444585	-0.06212866725153876	0.06212866725153845
Cytoplasm_Correlation_K_CorrER_CorrPM	0.008330529126509778	0.0012443087815755037	-0.00592353721935707	0.00592353721935704
Cytoplasm_Correlation_K_CorrER_CorrRNA	0.009679908676713422	0.0009789568246439553	-0.009957174153409097	0.009957174153409047
Cytoplasm_Correlation_K_CorrGasdermin_CorrDNA	0.002180875008934935	0.00012591752222898648	0.04222951544544862	-0.0422295154454484
Cytoplasm_Correlation_K_CorrGasdermin_CorrER	0.009293041740041086	-0.00024793102283407394	0.05312344891274555	-0.05312344891274528
Cytoplasm_Correlation_K_CorrGasdermin_CorrMito	0.02183841025443467	-5.73953851957995e-06	-0.12509797703263242	0.12509797703263179
Cytoplasm_Correlation_K_CorrGasdermin_CorrPM	0.004956275344841665	0.0002770223180772772	0.12909158549784477	-0.1290915854978441
Cytoplasm_Correlation_K_CorrGasdermin_CorrRNA	0.010033710184764955	-0.00018347844701448453	0.08865190131252285	-0.0886519013125224
Cytoplasm_Correlation_K_CorrMito_CorrDNA	0.0032988936889092324	0.0001288286194483592	0.05525601251038821	-0.05525601251038793
Cytoplasm_Correlation_K_CorrMito_CorrER	0.005308061179775669	-0.00015748147729238636	0.04000610678969453	-0.04000610678969432
Cytoplasm_Correlation_K_CorrMito_CorrGasdermin	0.0034927026094350166	-3.397633676315881e-07	0.030514739158874142	-0.030514739158873982
Cytoplasm_Correlation_K_CorrMito_CorrPM	0.006551670034546375	0.0002620378736151238	0.1472869916735382	-0.14728699167353748
Cytoplasm_Correlation_K_CorrMito_CorrRNA	0.005389961462291648	-8.770955468696624e-05	0.05167923205120083	-0.05167923205120057
Cytoplasm_Correlation_K_CorrPM_CorrDNA	0.00036785358842172933	1.2740744568591898e-05	-0.019186170398644172	0.019186170398644075
Cytoplasm_Correlation_K_CorrPM_CorrER	0.010275360782667331	-0.00037718331311702646	0.01962960678668124	-0.01962960678668114
Cytoplasm_Correlation_K_CorrPM_CorrGasdermin	0.008033498563742136	-0.00020222734335887288	-0.04908262304279298	0.049082623042792733
Cytoplasm_Correlation_K_CorrPM_CorrMito	0.011004726499981854	-0.00024551849070961814	-0.07993739263182052	0.07993739263182013
Cytoplasm_Correlation_K_CorrPM_CorrRNA	0.00960540823620204	-0.00036726220026418266	0.020321631836115787	-0.020321631836115687
Cytoplasm_Correlation_K_CorrRNA_CorrDNA	0.0031522338491871693	0.00026136250087948005	-0.02669553261062913	0.026695532610628996
Cytoplasm_Correlation_K_CorrRNA_CorrER	0.03226111494871675	-0.0009109451000843933	0.031443990046064026	-0.03144399004606386
Cytoplasm_Correlation_K_CorrRNA_CorrGasdermin	0.006769387763297274	6.932303376815506e-05	-0.04126033691150729	0.04126033691150709
Cytoplasm_Correlation_K_CorrRNA_CorrMito	0.01266318051935511	0.00012199007857789051	-0.08795665427822723	0.08795665427822677
Cytoplasm_Correlation_K_CorrRNA_CorrPM	0.042919006073588895	0.0011538057103577435	-0.04488580482718049	0.04488580482718026
Cytoplasm_Correlation_Manders_CorrDNA_CorrER	0.00025626376662946093	6.4359282883498e-05	0.004772347282988653	-0.00477234728298863
Cytoplasm_Correlation_Manders_CorrDNA_CorrGasdermin	0.00011023567464596429	4.150698437290056e-05	6.513661159867392e-05	-6.51366115986736e-05
Cytoplasm_Correlation_Manders_CorrDNA_CorrMito	0.0004378623032680329	8.162795235652931e-05	-0.009764148941435274	0.009764148941435225
Cytoplasm_Correlation_Manders_CorrDNA_CorrPM	0.0003293797627798023	8.537804158072687e-05	-0.0014175015649916735	0.0014175015649916663
Cytoplasm_Correlation_Manders_CorrDNA_CorrRNA	0.0003656670879959023	7.473146428133197e-05	-0.00430764492130911	0.004307644921309089
Cytoplasm_Correlation_Manders_CorrER_CorrDNA	0.003128636714497701	-0.00028280755534214515	0.01975082020521738	-0.01975082020521728
Cytoplasm_Correlation_Manders_CorrER_CorrGasdermin	0.0001838407125367425	5.6470457198802315e-05	-7.893623655249049e-05	7.893623655249008e-05
Cytoplasm_Correlation_Manders_CorrER_CorrMito	0.00046971877056645184	9.42868315353365e-05	-0.006337129592778932	0.006337129592778901
Cytoplasm_Correlation_Manders_CorrER_CorrPM	0.00032269881030377867	7.83437487693806e-05	-0.0025773263836814165	0.0025773263836814035
Cytoplasm_Correlation_Manders_CorrER_CorrRNA	0.0006258266770311494	0.00012779005429603533	-0.0037195279158820727	0.003719527915882054
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrDNA	0.004192559806266094	-0.000324583007392498	0.02456080489741594	-0.024560804897415814
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrER	0.0008016218116404517	-3.7573278535617986e-05	0.023830783670592146	-0.023830783670592024
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrMito	0.003125445510913205	0.00023836625986664017	-0.01414630524371456	0.014146305243714486
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrPM	0.00048720235925558963	0.00010875214275923726	5.358842398546467e-05	-5.358842398546441e-05
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrRNA	0.00014282955138267273	4.865554244848235e-05	0.0013570915766219736	-0.0013570915766219667
Cytoplasm_Correlation_Manders_CorrMito_CorrDNA	0.004497111208690452	-0.0003423009366976984	0.02282846972911727	-0.022828469729117156
Cytoplasm_Correlation_Manders_CorrMito_CorrER	0.0009038405710748432	-6.438419848564835e-05	0.02368939478511372	-0.0236893947851136
Cytoplasm_Correlation_Manders_CorrMito_CorrGasdermin	7.017556344268705e-05	2.192677224052371e-05	0.004506331193412318	-0.0045063311934122946
Cytoplasm_Correlation_Manders_CorrMito_CorrPM	0.00039529624045431255	9.078595207481092e-05	0.0016802176545475463	-0.0016802176545475378
Cytoplasm_Correlation_Manders_CorrMito_CorrRNA	3.391723940393554e-05	2.3354195092483598e-05	0.0011517633941381972	-0.0011517633941381916
Cytoplasm_Correlation_Manders_CorrPM_CorrDNA	0.004671162523460226	-0.00034335134689966333	0.02869984653508855	-0.02869984653508841
Cytoplasm_Correlation_Manders_CorrPM_CorrER	0.0007376311034629213	-1.0343279280586385e-06	0.024447704698075286	-0.02444770469807516
Cytoplasm_Correlation_Manders_CorrPM_CorrGasdermin	0.0006235535701930583	0.00011501186624996836	-0.0027931407848487567	0.002793140784848743
Cytoplasm_Correlation_Manders_CorrPM_CorrMito	0.0013844887461390565	0.00017824245070556576	-0.00955100022690371	0.009551000226903661
Cytoplasm_Correlation_Manders_CorrPM_CorrRNA	0.0009281839629358135	0.00013349560670542152	0.0020858486690685982	-0.002085848669068588
Cytoplasm_Correlation_Manders_CorrRNA_CorrDNA	0.003916331578295296	-0.00031753545584866326	0.022457712230593216	-0.022457712230593098
Cytoplasm_Correlation_Manders_CorrRNA_CorrER	0.0015561034986586453	-0.00010346817787757569	0.030193938949871504	-0.03019393894987135
Cytoplasm_Correlation_Manders_CorrRNA_CorrGasdermin	5.495106161590435e-05	3.1119992250977494e-05	-0.0013292856737647343	0.0013292856737647277
Cytoplasm_Correlation_Manders_CorrRNA_CorrMito	0.00031918761748306324	7.041629034438704e-05	-0.009211468970495337	0.009211468970495292
Cytoplasm_Correlation_Manders_CorrRNA_CorrPM	0.00028212189371312757	6.638357369486251e-05	-0.0004921709945621723	0.0004921709945621699
Cytoplasm_Correlation_Overlap_CorrDNA_CorrER	0.00036932974603831603	-3.1097580667464053e-05	0.019633456477782536	-0.01963345647778244
Cytoplasm_Correlation_Overlap_CorrDNA_CorrGasdermin	0.002674082323808724	-0.00013404591316437274	0.04827957085284801	-0.04827957085284777
Cytoplasm_Correlation_Overlap_CorrDNA_CorrMito	0.0010185162465501385	-9.287607927490654e-05	0.028799577980847035	-0.028799577980846883
Cytoplasm_Correlation_Overlap_CorrDNA_CorrPM	0.0035791167227229304	-0.0002702062099249022	0.03468866392319554	-0.03468866392319537
Cytoplasm_Correlation_Overlap_CorrDNA_CorrRNA	0.00043448491301922854	-6.263323145659015e-05	0.018553164804455447	-0.018553164804455353
Cytoplasm_Correlation_Overlap_CorrER_CorrGasdermin	0.0004756095100186819	1.9657095533263807e-05	0.018922266808346973	-0.01892226680834688
Cytoplasm_Correlation_Overlap_CorrER_CorrMito	0.00029796724078368086	-1.5502868663472448e-06	0.016265056457196326	-0.016265056457196246
Cytoplasm_Correlation_Overlap_CorrER_CorrPM	0.001923229593023268	-8.714352734415125e-05	0.03803362489676493	-0.03803362489676474
Cytoplasm_Correlation_Overlap_CorrER_CorrRNA	0.0007488727856149735	-9.478724389512014e-05	0.02111850464205222	-0.021118504642052113
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrMito	0.000623587821638738	9.039984239578102e-05	-0.015052002862340447	0.015052002862340373
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrPM	0.002010119757280271	-7.20285372792167e-05	0.04311170844367482	-0.043111708443674596
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrRNA	0.00019022566779525185	6.120945843631821e-05	-0.00021840391655018865	0.00021840391655018751
Cytoplasm_Correlation_Overlap_CorrMito_CorrPM	0.0017854073455473296	1.2648575659874613e-05	0.04296998011077422	-0.042969980110774006
Cytoplasm_Correlation_Overlap_CorrMito_CorrRNA	0.00021719419223775738	5.7836170705999785e-05	-0.00630240347350486	0.006302403473504828
Cytoplasm_Correlation_Overlap_CorrPM_CorrRNA	0.001662600515407009	-6.851153217045e-05	0.0347808670609722	-0.034780867060972026
Cytoplasm_Correlation_RWC_CorrDNA_CorrER	0.0015548051490005266	0.0001643416104129248	-0.02193743106657123	0.02193743106657112
Cytoplasm_Correlation_RWC_CorrDNA_CorrGasdermin	0.0017496375863101932	0.00019720552012077993	-0.00866591180621629	0.008665911806216245
Cytoplasm_Correlation_RWC_CorrDNA_CorrMito	0.0024134229043919486	0.00018854472098693516	-0.033941713822489755	0.03394171382248959
Cytoplasm_Correlation_RWC_CorrDNA_CorrPM	0.00016110863872054182	6.356022233277077e-05	-0.0039034981215049537	0.0039034981215049333
Cytoplasm_Correlation_RWC_CorrDNA_CorrRNA	0.0035633807170746268	0.00024622309884778185	-0.036638421156254805	0.03663842115625462
Cytoplasm_Correlation_RWC_CorrER_CorrDNA	0.002185038690645791	-0.00023468161617472557	0.013856184024116827	-0.013856184024116761
Cytoplasm_Correlation_RWC_CorrER_CorrGasdermin	5.782482604088646e-05	-1.829709647616799e-05	-0.005112886897811977	0.005112886897811951
Cytoplasm_Correlation_RWC_CorrER_CorrMito	0.00012002408003908283	-2.7048298746705938e-05	-0.007514368441311236	0.007514368441311198
Cytoplasm_Correlation_RWC_CorrER_CorrPM	0.002255240174973916	-0.0002184288093563404	0.01931618812302337	-0.01931618812302327
Cytoplasm_Correlation_RWC_CorrER_CorrRNA	0.0008378232696061305	-0.00015496110812350959	-0.010799533517049677	0.010799533517049624
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrDNA	0.0030997414560425263	-0.0002717169671072641	0.02101182629920703	-0.021011826299206927
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrER	0.0005392083664481628	-6.759278857844737e-05	0.015958259062235785	-0.015958259062235705
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrMito	0.008969832190313554	0.00010669464703116045	-0.08312024162879612	0.0831202416287957
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrPM	0.0013577272147571318	-0.00017031153583805064	0.018829720852954264	-0.01882972085295417
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrRNA	0.0003542863583664291	5.3867681834017236e-05	-0.011573604091502637	0.011573604091502578
Cytoplasm_Correlation_RWC_CorrMito_CorrDNA	0.00338954113145129	-0.0002951687059447979	0.01548836799023981	-0.015488367990239732
Cytoplasm_Correlation_RWC_CorrMito_CorrER	0.00098201973127221	-0.00010511480153898159	0.019520758806349403	-0.019520758806349306
Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	0.000806532401839366	-8.648907482786063e-06	-0.021799980089706517	0.021799980089706406
Cytoplasm_Correlation_RWC_CorrMito_CorrPM	0.0014215507428918528	-0.00015774444066246949	0.024662177868235345	-0.024662177868235224
Cytoplasm_Correlation_RWC_CorrMito_CorrRNA	9.992867934116578e-05	2.124162146206229e-05	-0.007487426690060797	0.0074874266900607596
Cytoplasm_Correlation_RWC_CorrPM_CorrDNA	0.004030860355033528	-0.00031283596917774486	0.025528098993742032	-0.025528098993741904
Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.0018143232503917694	-0.00012843392852588924	0.031616915519467596	-0.03161691551946744
Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	0.00013841808832470992	-2.5684131981677984e-05	0.0101256346512185	-0.010125634651218449
Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.00011875820685203209	2.4860652629532128e-05	0.009364206112386244	-0.009364206112386197
Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.0005246504351857917	-5.1080748512555545e-05	0.01890585725261876	-0.018905857252618667
Cytoplasm_Correlation_RWC_CorrRNA_CorrDNA	0.002737746982695244	-0.00026481040498733987	0.014000865265026936	-0.014000865265026866
Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.0020249202076833006	-0.0001679909694711647	0.026601159320312116	-0.02660115932031198
Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	0.0002564586563672533	2.256939189333206e-05	-0.01298212615562648	0.012982126155626416
Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.0005024305525325179	4.4866691358675794e-05	-0.0180449421518428	0.01804494215184271
Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.0028076404810076783	-0.00024135803100415758	0.02365508319788444	-0.023655083197884317
Cytoplasm_Granularity_10_CorrDNA	1.3083372103483981e-05	1.8528657876747334e-05	-0.0006257170403799125	0.0006257170403799094
Cytoplasm_Granularity_10_CorrER	0.006306303517180534	-0.0004206836987486996	0.008134179388518634	-0.008134179388518594
Cytoplasm_Granularity_10_CorrGasdermin	0.008015086416812034	-0.00047905381719587104	0.02027411969090558	-0.02027411969090548
Cytoplasm_Granularity_10_CorrMito	0.007755959413469071	-0.0004695737811629379	0.012268309435889756	-0.012268309435889694
Cytoplasm_Granularity_10_CorrPM	0.013385545287965872	-0.0006735255966199249	0.020723359391255632	-0.020723359391255528
Cytoplasm_Granularity_10_CorrRNA	0.00851757607436432	-0.0005001286480225995	-0.0010978338399936442	0.0010978338399936388
Cytoplasm_Granularity_11_CorrDNA	0.0005902199568809108	0.00012573046312077426	-0.0012684107702633429	0.0012684107702633366
Cytoplasm_Granularity_11_CorrER	0.008102339436693029	-0.00046529922907512054	0.011428778340486265	-0.011428778340486207
Cytoplasm_Granularity_11_CorrGasdermin	0.006942141345081754	-0.0004385406558962051	0.020954876769606105	-0.020954876769605998
Cytoplasm_Granularity_11_CorrMito	0.008981935674665986	-0.0005060604070176939	0.014299109772025202	-0.014299109772025132
Cytoplasm_Granularity_11_CorrPM	0.011930614317920973	-0.0006298393926953044	0.015478657166861014	-0.015478657166860936
Cytoplasm_Granularity_11_CorrRNA	0.013616623218518087	-0.0006270556524745431	0.01747065325259983	-0.017470653252599742
Cytoplasm_Granularity_12_CorrDNA	8.447802586986075e-05	-1.1970909439711868e-05	-0.008512755798014518	0.008512755798014476
Cytoplasm_Granularity_12_CorrER	0.007174072139035537	-0.00043776172312404464	0.0040237147153081776	-0.004023714715308158
Cytoplasm_Granularity_12_CorrGasdermin	0.008497698927676822	-0.0004879716652272177	0.025998960126987276	-0.025998960126987148
Cytoplasm_Granularity_12_CorrMito	0.006223592740062678	-0.0004219594923659565	0.011338312883439707	-0.01133831288343965
Cytoplasm_Granularity_12_CorrPM	0.012171461097050473	-0.0006111325579686224	0.03001076078224254	-0.030010760782242386
Cytoplasm_Granularity_12_CorrRNA	0.00652952206886781	-0.0004292002188923881	0.00801692585494254	-0.0080169258549425
Cytoplasm_Granularity_13_CorrDNA	0.0003895521081570541	8.756818963731668e-06	-0.018579063082127246	0.018579063082127152
Cytoplasm_Granularity_13_CorrER	0.004610616214160257	-0.000360290836236573	0.016182924514979744	-0.016182924514979664
Cytoplasm_Granularity_13_CorrGasdermin	0.0027751363965651255	-0.0002786752298772965	0.009660782481668998	-0.009660782481668947
Cytoplasm_Granularity_13_CorrMito	0.004139137005868654	-0.00033904314085631503	0.018660260914696216	-0.018660260914696126
Cytoplasm_Granularity_13_CorrPM	0.010050331301069138	-0.0005794629708778422	0.039391134169160354	-0.03939113416916016
Cytoplasm_Granularity_13_CorrRNA	0.006561644890458296	-0.0004304632171739748	0.023602376139640488	-0.02360237613964037
Cytoplasm_Granularity_14_CorrDNA	1.7533483426035446e-05	1.3061098024098744e-05	-0.0032901192284178395	0.003290119228417823
Cytoplasm_Granularity_14_CorrER	0.0023651290892731103	-0.0002564473565903731	0.0001792061088464147	-0.00017920610884641382
Cytoplasm_Granularity_14_CorrGasdermin	0.006780708551259007	-0.00042182657752298	0.028795653172736052	-0.028795653172735903
Cytoplasm_Granularity_14_CorrMito	0.0043233925724934785	-0.00033805683261142717	0.01677887148448212	-0.016778871484482035
Cytoplasm_Granularity_14_CorrPM	0.010253934930750663	-0.0004886600825352024	0.0632186000921623	-0.06321860009216199
Cytoplasm_Granularity_14_CorrRNA	0.00785913551918116	-0.00042686533479186184	0.045842743694653174	-0.04584274369465295
Cytoplasm_Granularity_15_CorrDNA	0.00035355745915210957	7.448776650175376e-05	0.009897513760438334	-0.009897513760438284
Cytoplasm_Granularity_15_CorrER	0.005356455935663695	-0.00033973858395250036	0.04238352026499144	-0.042383520264991224
Cytoplasm_Granularity_15_CorrGasdermin	0.006761957629635051	-0.00034993475728510305	0.061417573479185944	-0.06141757347918563
