feature	r2_score	Metadata_number_of_singlecells	Metadata_inducer1	Metadata_inducer1_concentration	treatment	dose
Cytoplasm_AreaShape_Zernike_6_6	0.00012522864306641068	2.4275849445592103e-05	0.010248316809547747	-0.010248316809547743	media ctr	0.0_0.1
Cytoplasm_AreaShape_Zernike_7_1	0.00010627606077184826	2.6215506917306216e-05	0.0056014410539628225	-0.005601441053962821	media ctr	0.0_0.1
Cytoplasm_AreaShape_Zernike_7_3	6.235679485189216e-05	1.0729102623297111e-05	0.009458203148465906	-0.009458203148465903	media ctr	0.0_0.1
Cytoplasm_AreaShape_Zernike_7_5	5.739671242244171e-05	8.564899462800771e-06	0.009260549943648751	-0.009260549943648748	media ctr	0.0_0.1
Cytoplasm_AreaShape_Zernike_7_7	1.7582478111233257e-05	1.0581032897506418e-05	0.0024340798994188693	-0.0024340798994188684	media ctr	0.0_0.1
Cytoplasm_AreaShape_Zernike_8_0	9.716013072202934e-06	-2.371722834130959e-06	0.003326036051977635	-0.003326036051977634	media ctr	0.0_0.1
Cytoplasm_AreaShape_Zernike_8_2	1.4836788738370466e-05	4.226167677048979e-06	0.004742180079450776	-0.0047421800794507744	media ctr	0.0_0.1
Cytoplasm_AreaShape_Zernike_8_4	7.991821866448756e-05	1.1978041326352963e-05	0.01082094217145454	-0.010820942171454538	media ctr	0.0_0.1
Cytoplasm_AreaShape_Zernike_8_6	4.744958745561689e-05	-1.3897428481371294e-05	0.003555392155910978	-0.003555392155910977	media ctr	0.0_0.1
Cytoplasm_AreaShape_Zernike_8_8	0.0002013912910812099	2.023209114750143e-05	0.01678352972426751	-0.016783529724267502	media ctr	0.0_0.1
Cytoplasm_AreaShape_Zernike_9_1	5.2412213171315614e-05	1.875306440493712e-05	0.0018886185371309924	-0.001888618537130992	media ctr	0.0_0.1
Cytoplasm_AreaShape_Zernike_9_3	5.689115860407767e-06	4.251880165560389e-06	0.0026243917477715294	-0.0026243917477715285	media ctr	0.0_0.1
Cytoplasm_AreaShape_Zernike_9_5	5.992322901748892e-05	-8.104935625088668e-06	0.0075641641906676466	-0.007564164190667645	media ctr	0.0_0.1
Cytoplasm_AreaShape_Zernike_9_7	4.3289160051918074e-05	-4.083230738185637e-06	0.00722870130840083	-0.007228701308400827	media ctr	0.0_0.1
Cytoplasm_AreaShape_Zernike_9_9	0.00011387323940414973	2.461171405922354e-05	0.009080693248395577	-0.009080693248395574	media ctr	0.0_0.1
Cytoplasm_Correlation_Correlation_CorrDNA_CorrER	0.0026803947065199285	-0.00013252523386499146	-0.01944000683363064	0.019440006833630633	media ctr	0.0_0.1
Cytoplasm_Correlation_Correlation_CorrDNA_CorrGasdermin	0.0026192517123503345	-0.00013117661407571396	-0.018252965184602222	0.018252965184602215	media ctr	0.0_0.1
Cytoplasm_Correlation_Correlation_CorrDNA_CorrMito	0.0029796143367447625	-0.00011622691869272725	-0.0512580528037031	0.05125805280370309	media ctr	0.0_0.1
Cytoplasm_Correlation_Correlation_CorrDNA_CorrPM	0.0019017291340364118	-0.00011212631174280432	-0.004979761962797781	0.00497976196279778	media ctr	0.0_0.1
Cytoplasm_Correlation_Correlation_CorrER_CorrGasdermin	0.0009931682078184734	-5.071557364794292e-05	0.010572276296577683	-0.010572276296577681	media ctr	0.0_0.1
Cytoplasm_Correlation_Correlation_CorrER_CorrMito	0.005607361353745843	-0.0001210448159412979	-0.08248440460936772	0.08248440460936769	media ctr	0.0_0.1
Cytoplasm_Correlation_Correlation_CorrER_CorrPM	0.004765954863501953	-0.00015536520375661786	-0.06063942992132594	0.06063942992132591	media ctr	0.0_0.1
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrMito	0.005658473705536293	-0.00012088312863942198	-0.08291695452025771	0.0829169545202577	media ctr	0.0_0.1
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrPM	0.004804406473587486	-0.00015194924932828305	-0.06368654797181152	0.06368654797181149	media ctr	0.0_0.1
Cytoplasm_Correlation_Correlation_CorrMito_CorrPM	0.005688409122958982	-0.00014993332333919674	-0.07456346004044904	0.07456346004044902	media ctr	0.0_0.1
Cytoplasm_Correlation_K_CorrDNA_CorrER	0.00033264276773470325	-4.757662693871697e-05	-0.005489256111733266	0.005489256111733265	media ctr	0.0_0.1
Cytoplasm_Correlation_K_CorrDNA_CorrGasdermin	0.000278402706698766	-4.339836997612999e-05	-0.0032804358132753394	0.003280435813275338	media ctr	0.0_0.1
Cytoplasm_Correlation_K_CorrDNA_CorrMito	0.001239826167431346	-5.184907533242122e-05	0.0314305029568553	-0.03143050295685529	media ctr	0.0_0.1
Cytoplasm_Correlation_K_CorrDNA_CorrPM	0.0005705588047623111	-6.025772559109734e-05	-0.008166358604975422	0.00816635860497542	media ctr	0.0_0.1
Cytoplasm_Correlation_K_CorrER_CorrDNA	0.0006034063392393874	6.470433256256719e-05	0.011848953359074592	-0.011848953359074588	media ctr	0.0_0.1
Cytoplasm_Correlation_K_CorrER_CorrGasdermin	0.0022753271071769277	2.9003065961646687e-05	0.05458062164769892	-0.054580621647698904	media ctr	0.0_0.1
Cytoplasm_Correlation_K_CorrER_CorrMito	0.0020531134590444644	6.813094843784481e-05	0.05375177745398052	-0.0537517774539805	media ctr	0.0_0.1
Cytoplasm_Correlation_K_CorrER_CorrPM	0.002599102940021414	0.00013134266756198782	0.0026626449707362362	-0.0026626449707362354	media ctr	0.0_0.1
Cytoplasm_Correlation_K_CorrGasdermin_CorrDNA	0.0005317210706989872	6.131305615331517e-05	0.0055317903468297125	-0.005531790346829711	media ctr	0.0_0.1
Cytoplasm_Correlation_K_CorrGasdermin_CorrER	0.006312339750269569	-6.165019340754472e-05	-0.09650313696932719	0.09650313696932716	media ctr	0.0_0.1
Cytoplasm_Correlation_K_CorrGasdermin_CorrMito	0.0014991139959511512	6.174669453185694e-05	0.044690251808900586	-0.04469025180890057	media ctr	0.0_0.1
Cytoplasm_Correlation_K_CorrGasdermin_CorrPM	0.004381748906987282	0.0001584629414879153	-0.0038947717470659456	0.0038947717470659447	media ctr	0.0_0.1
Cytoplasm_Correlation_K_CorrMito_CorrDNA	0.0006036373600014633	6.4074341037514796e-06	-0.030412080926804787	0.030412080926804773	media ctr	0.0_0.1
Cytoplasm_Correlation_K_CorrMito_CorrER	0.00027938004286387486	-2.797184946778753e-05	-0.018574226538237742	0.01857422653823774	media ctr	0.0_0.1
Cytoplasm_Correlation_K_CorrMito_CorrGasdermin	0.00022369958585743976	-2.7690296503490577e-05	-0.015677815489930545	0.01567781548993054	media ctr	0.0_0.1
Cytoplasm_Correlation_K_CorrMito_CorrPM	0.0029404430890874744	-2.4676942687510743e-05	-0.07322530735501054	0.07322530735501051	media ctr	0.0_0.1
Cytoplasm_Correlation_K_CorrPM_CorrDNA	0.00021275717863988852	2.2344849724593502e-05	0.01703787344500803	-0.017037873445008022	media ctr	0.0_0.1
Cytoplasm_Correlation_K_CorrPM_CorrER	0.0003830667514476138	-5.016434765834147e-05	-0.0009175711944468261	0.0009175711944468258	media ctr	0.0_0.1
Cytoplasm_Correlation_K_CorrPM_CorrGasdermin	0.0003544613636679017	-4.47905926368219e-05	0.003939753937367166	-0.003939753937367165	media ctr	0.0_0.1
Cytoplasm_Correlation_K_CorrPM_CorrMito	0.0023011957637996128	7.803393826418965e-06	0.057579362663721045	-0.05757936266372103	media ctr	0.0_0.1
Cytoplasm_Correlation_Manders_CorrDNA_CorrER	0.003449918775074279	0.0001628503154036541	0.0114236801283621	-0.011423680128362097	media ctr	0.0_0.1
Cytoplasm_Correlation_Manders_CorrDNA_CorrGasdermin	0.003920926372931954	0.00017279191592661918	0.012741616034221283	-0.01274161603422128	media ctr	0.0_0.1
Cytoplasm_Correlation_Manders_CorrDNA_CorrMito	0.0023890492020062215	2.256228447214054e-05	-0.054169669880161544	0.054169669880161524	media ctr	0.0_0.1
Cytoplasm_Correlation_Manders_CorrDNA_CorrPM	0.0001384567545964499	3.119772418444344e-05	0.0045765294681384475	-0.004576529468138446	media ctr	0.0_0.1
Cytoplasm_Correlation_Manders_CorrER_CorrDNA	0.0016568249189692352	-5.984600187464883e-05	-0.046929703280032264	0.04692970328003225	media ctr	0.0_0.1
Cytoplasm_Correlation_Manders_CorrER_CorrGasdermin	0.0016657614070203497	0.00010503801753124148	0.013149682492039676	-0.01314968249203967	media ctr	0.0_0.1
Cytoplasm_Correlation_Manders_CorrER_CorrMito	0.002189489054133187	-7.850093750367491e-06	-0.05497119587490966	0.054971195874909645	media ctr	0.0_0.1
Cytoplasm_Correlation_Manders_CorrER_CorrPM	2.6523685321522272e-05	1.3628308336579056e-05	0.0028339361927526953	-0.0028339361927526945	media ctr	0.0_0.1
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrDNA	0.0016517704346008522	-5.9786183201940787e-05	-0.046852976332041885	0.04685297633204187	media ctr	0.0_0.1
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrER	0.0003930364476101289	5.165360166254972e-05	0.004911326755246244	-0.004911326755246242	media ctr	0.0_0.1
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrMito	0.002085690321346312	-7.79397932106163e-06	-0.053853901565446435	0.053853901565446415	media ctr	0.0_0.1
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrPM	7.140594722954141e-06	6.404221825964344e-06	-0.0007357384207720219	0.0007357384207720217	media ctr	0.0_0.1
Cytoplasm_Correlation_Manders_CorrMito_CorrDNA	0.0006962585255532172	-2.2917462929844317e-05	-0.03249586022264876	0.032495860222648755	media ctr	0.0_0.1
Cytoplasm_Correlation_Manders_CorrMito_CorrER	0.008682471922069723	0.0002636814158382553	0.054291791513025864	-0.05429179151302584	media ctr	0.0_0.1
Cytoplasm_Correlation_Manders_CorrMito_CorrGasdermin	0.009128485716769608	0.00026848422768196176	0.055078313317564506	-0.05507831331756449	media ctr	0.0_0.1
Cytoplasm_Correlation_Manders_CorrMito_CorrPM	0.0003567357751204092	4.630949638767213e-05	0.016834398949967445	-0.016834398949967442	media ctr	0.0_0.1
Cytoplasm_Correlation_Manders_CorrPM_CorrDNA	0.0012058721473523493	-3.099489321393452e-05	-0.042572075623754466	0.04257207562375445	media ctr	0.0_0.1
Cytoplasm_Correlation_Manders_CorrPM_CorrER	0.008134412704549177	0.00024996504418903356	0.016734382386734185	-0.016734382386734182	media ctr	0.0_0.1
Cytoplasm_Correlation_Manders_CorrPM_CorrGasdermin	0.00863509702206633	0.000255700763319573	0.016224647430504783	-0.016224647430504776	media ctr	0.0_0.1
Cytoplasm_Correlation_Manders_CorrPM_CorrMito	0.0042210347827881245	3.879832244073459e-06	-0.07420379084872787	0.07420379084872786	media ctr	0.0_0.1
Cytoplasm_Correlation_Overlap_CorrDNA_CorrER	0.0004943265666108587	-1.1671221054155338e-05	-0.027769146243070426	0.027769146243070423	media ctr	0.0_0.1
Cytoplasm_Correlation_Overlap_CorrDNA_CorrGasdermin	0.0004422211850398927	-1.1489080577933143e-05	-0.026271173370173123	0.026271173370173116	media ctr	0.0_0.1
Cytoplasm_Correlation_Overlap_CorrDNA_CorrMito	0.006243703190931482	-4.247514446544132e-05	-0.09612149681848156	0.09612149681848152	media ctr	0.0_0.1
Cytoplasm_Correlation_Overlap_CorrDNA_CorrPM	4.3555166748920904e-05	-1.576367849289609e-05	-0.0050748433004416775	0.005074843300441677	media ctr	0.0_0.1
Cytoplasm_Correlation_Overlap_CorrER_CorrGasdermin	0.00015686994498986806	2.4060684732922804e-05	0.010598995017818384	-0.01059899501781838	media ctr	0.0_0.1
Cytoplasm_Correlation_Overlap_CorrER_CorrMito	0.004150965356871761	3.475836962771561e-05	-0.07406732610080924	0.07406732610080921	media ctr	0.0_0.1
Cytoplasm_Correlation_Overlap_CorrER_CorrPM	0.0028886557363035914	1.2434626988551731e-05	-0.06532169584716689	0.06532169584716688	media ctr	0.0_0.1
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrMito	0.0040217200004137865	3.821173917926989e-05	-0.07231657233729308	0.07231657233729305	media ctr	0.0_0.1
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrPM	0.002946751611098586	8.851793001854726e-06	-0.06672748225319396	0.06672748225319394	media ctr	0.0_0.1
Cytoplasm_Correlation_Overlap_CorrMito_CorrPM	0.012931680571957371	-3.1469799918650754e-05	-0.13579134741437301	0.135791347414373	media ctr	0.0_0.1
Cytoplasm_Correlation_RWC_CorrDNA_CorrER	0.00030942036448611265	3.188437007281022e-05	-0.012317772340174067	0.012317772340174064	media ctr	0.0_0.1
Cytoplasm_Correlation_RWC_CorrDNA_CorrGasdermin	0.00039906117668508934	4.520165225332814e-05	-0.007860061767646044	0.00786006176764604	media ctr	0.0_0.1
Cytoplasm_Correlation_RWC_CorrDNA_CorrMito	0.004915492406527444	-8.226517668721641e-05	-0.08479437758642053	0.0847943775864205	media ctr	0.0_0.1
Cytoplasm_Correlation_RWC_CorrDNA_CorrPM	0.0005762320770511531	-6.049405372442532e-05	-0.014198111032851957	0.014198111032851953	media ctr	0.0_0.1
Cytoplasm_Correlation_RWC_CorrER_CorrDNA	0.001953016203645297	-8.02573614402593e-05	-0.04736768478276854	0.047367684782768524	media ctr	0.0_0.1
Cytoplasm_Correlation_RWC_CorrER_CorrGasdermin	0.0008762182179283817	5.7238074014629254e-05	0.02757338343667249	-0.027573383436672483	media ctr	0.0_0.1
Cytoplasm_Correlation_RWC_CorrER_CorrMito	0.004446378415790431	-8.959860456419376e-05	-0.07874638182372673	0.0787463818237267	media ctr	0.0_0.1
Cytoplasm_Correlation_RWC_CorrER_CorrPM	0.0012066191099155965	-8.029339120486317e-05	-0.031107527600148656	0.031107527600148642	media ctr	0.0_0.1
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrDNA	0.0019593373462702957	-8.047147319562507e-05	-0.04742044088426205	0.04742044088426203	media ctr	0.0_0.1
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrER	0.0005591048399979925	-2.0880954412295506e-05	0.021400305918499563	-0.021400305918499556	media ctr	0.0_0.1
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrMito	0.00401333718826935	-8.875659576780949e-05	-0.07385754398265776	0.07385754398265774	media ctr	0.0_0.1
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrPM	0.001713904960063073	-8.883752137824157e-05	-0.04115951888883566	0.04115951888883564	media ctr	0.0_0.1
Cytoplasm_Correlation_RWC_CorrMito_CorrDNA	0.0008776533533215725	-3.404818149317641e-05	-0.03618030962992053	0.03618030962992052	media ctr	0.0_0.1
Cytoplasm_Correlation_RWC_CorrMito_CorrER	0.005025717719877032	0.0001990758389366778	0.02977658197912661	-0.0297765819791266	media ctr	0.0_0.1
Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	0.0055655901922812	0.00020776562074268943	0.03448154510179197	-0.03448154510179196	media ctr	0.0_0.1
Cytoplasm_Correlation_RWC_CorrMito_CorrPM	0.0009208750485238948	-6.196233418192424e-05	-0.028856999790224068	0.028856999790224058	media ctr	0.0_0.1
Cytoplasm_Correlation_RWC_CorrPM_CorrDNA	0.0013332020362127883	-4.127209011307453e-05	-0.04431826436638529	0.04431826436638528	media ctr	0.0_0.1
Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.004935577283930237	0.00018619199869464558	-0.0011263082975527248	0.0011263082975527246	media ctr	0.0_0.1
Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	0.005402062485125203	0.00019168186012288288	-0.004076771974220035	0.004076771974220034	media ctr	0.0_0.1
Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.00554675533712734	-5.285998660041069e-05	-0.09000301861677118	0.09000301861677115	media ctr	0.0_0.1
Cytoplasm_Granularity_10_CorrDNA	0.00047778505414552974	4.366764232151521e-05	0.021775247681000316	-0.021775247681000313	media ctr	0.0_0.1
Cytoplasm_Granularity_10_CorrER	0.0022713612963092267	-0.00012822359647971424	-0.005769602166000854	0.005769602166000852	media ctr	0.0_0.1
Cytoplasm_Granularity_10_CorrGasdermin	0.002156940724535872	-0.00012430589652835756	-0.0023235843453960517	0.002323584345396051	media ctr	0.0_0.1
Cytoplasm_Granularity_10_CorrMito	0.0010946832344541635	-8.677915519268153e-05	-0.00523254331014561	0.005232543310145608	media ctr	0.0_0.1
Cytoplasm_Granularity_10_CorrPM	0.00277389046151999	-0.00015320826580165383	-0.019171620356239795	0.019171620356239788	media ctr	0.0_0.1
Cytoplasm_Granularity_11_CorrDNA	0.000204086449893226	2.4402152666458296e-05	0.01613370802923559	-0.016133708029235583	media ctr	0.0_0.1
Cytoplasm_Granularity_11_CorrER	0.002881183391223674	-0.00013946454127368766	0.001965828728523509	-0.001965828728523508	media ctr	0.0_0.1
Cytoplasm_Granularity_11_CorrGasdermin	0.0027667808188244214	-0.0001385989813560073	-0.0007632010434919785	0.0007632010434919783	media ctr	0.0_0.1
Cytoplasm_Granularity_11_CorrMito	0.000737279479341324	-6.534226244834177e-05	0.005827042000079403	-0.005827042000079401	media ctr	0.0_0.1
Cytoplasm_Granularity_11_CorrPM	0.002688635772359227	-0.00014520968444696914	-0.016137313653548674	0.016137313653548667	media ctr	0.0_0.1
Cytoplasm_Granularity_12_CorrDNA	0.00016143804278068163	3.272778940325753e-05	0.00312476356428469	-0.0031247635642846893	media ctr	0.0_0.1
Cytoplasm_Granularity_12_CorrER	0.0015630353999913638	-0.00010402106935161111	-0.0031145575887061476	0.0031145575887061468	media ctr	0.0_0.1
Cytoplasm_Granularity_12_CorrGasdermin	0.002270166640590765	-0.0001261504693706238	-0.004417229884301413	0.0044172298843014116	media ctr	0.0_0.1
Cytoplasm_Granularity_12_CorrMito	0.0008171909588012838	-7.472932836116165e-05	-0.0058877557358020475	0.005887755735802046	media ctr	0.0_0.1
Cytoplasm_Granularity_12_CorrPM	0.0022923058319277434	-0.000130799775947865	-0.004960247805919652	0.0049602478059196506	media ctr	0.0_0.1
Cytoplasm_Granularity_13_CorrDNA	0.00043328581497681373	5.071005074114587e-05	-0.0013154966756110762	0.001315496675611076	media ctr	0.0_0.1
Cytoplasm_Granularity_13_CorrER	0.0024055939265437143	-0.0001305943522185685	-0.013722356258897575	0.013722356258897568	media ctr	0.0_0.1
Cytoplasm_Granularity_13_CorrGasdermin	0.002331992497075941	-0.000128353504179342	-0.008314631887912123	0.008314631887912122	media ctr	0.0_0.1
Cytoplasm_Granularity_13_CorrMito	0.0011524303693135618	-8.728331962019862e-05	-0.001382030714833961	0.0013820307148339605	media ctr	0.0_0.1
Cytoplasm_Granularity_13_CorrPM	0.0026937505710769027	-0.00014486983027009562	-0.02001838820382996	0.020018388203829954	media ctr	0.0_0.1
Cytoplasm_Granularity_14_CorrDNA	0.0002262447011625035	2.785859325989028e-05	-0.009306031018654381	0.009306031018654378	media ctr	0.0_0.1
Cytoplasm_Granularity_14_CorrER	0.0015751715658507415	-9.798950004069964e-05	0.007389851969084945	-0.007389851969084944	media ctr	0.0_0.1
Cytoplasm_Granularity_14_CorrGasdermin	0.00191104863763647	-0.00010779078974838099	0.0062645259166303705	-0.006264525916630369	media ctr	0.0_0.1
Cytoplasm_Granularity_14_CorrMito	0.00031335633669427043	-4.545014950458122e-05	-0.0006961423044074321	0.0006961423044074318	media ctr	0.0_0.1
Cytoplasm_Granularity_14_CorrPM	0.002672652685750676	-0.00014069850573589828	-0.001287619370419595	0.0012876193704195946	media ctr	0.0_0.1
Cytoplasm_Granularity_15_CorrDNA	1.9112923824726735e-05	1.1298372670207366e-05	0.0012788688390421733	-0.0012788688390421728	media ctr	0.0_0.1
Cytoplasm_Granularity_15_CorrER	0.0012886194689789576	-9.283265559614826e-05	-0.01896968319290323	0.018969683192903222	media ctr	0.0_0.1
Cytoplasm_Granularity_15_CorrGasdermin	0.0014322904714046958	-9.504923109579942e-05	-0.024052203264379894	0.024052203264379887	media ctr	0.0_0.1
Cytoplasm_Granularity_15_CorrMito	0.0004581246517428861	-5.526736298513595e-05	-0.0068784427349235806	0.006878442734923579	media ctr	0.0_0.1
Cytoplasm_Granularity_15_CorrPM	0.0032153135343360173	-0.00015671065751848672	-0.0023657256500190914	0.0023657256500190906	media ctr	0.0_0.1
Cytoplasm_Granularity_16_CorrDNA	0.0002970796544689014	1.8072385812237846e-05	-0.016320140458262588	0.01632014045826258	media ctr	0.0_0.1
Cytoplasm_Granularity_16_CorrER	0.0015126805684892997	-9.876334987954163e-05	-0.025740497408372857	0.02574049740837285	media ctr	0.0_0.1
Cytoplasm_Granularity_16_CorrGasdermin	0.0017363130232393997	-0.00011145876650127863	-0.018483677096612958	0.018483677096612954	media ctr	0.0_0.1
Cytoplasm_Granularity_16_CorrMito	0.0010814086444835835	-7.059517392784124e-05	-0.03145356320968139	0.03145356320968138	media ctr	0.0_0.1
Cytoplasm_Granularity_16_CorrPM	0.003553358091180181	-0.00014945028320452163	0.013175846923451508	-0.013175846923451504	media ctr	0.0_0.1
Cytoplasm_Granularity_1_CorrDNA	0.0011938616869554552	-8.476859093114512e-05	0.004063272820768437	-0.0040632728207684364	media ctr	0.0_0.1
Cytoplasm_Granularity_1_CorrER	0.0006207648646638919	3.907915392767104e-05	-0.019302942387619593	0.01930294238761959	media ctr	0.0_0.1
Cytoplasm_Granularity_1_CorrGasdermin	0.0006406580850585319	5.398910610014465e-05	-0.010635835908533424	0.01063583590853342	media ctr	0.0_0.1
Cytoplasm_Granularity_1_CorrMito	0.00950323934388686	-0.00015096786281156648	-0.11595041083969218	0.11595041083969215	media ctr	0.0_0.1
