,Treatments,oneb_Metadata_Treatment_Dose_Inhibitor_Dose,correlation
61,LPS_Nigericin_1.000_10.0_Z-VAD-FMK_100.0,DMSO_0.100_DMSO_1.0,-0.11257354907734195
62,LPS_Nigericin_1.000_3.0_DMSO_0.025,DMSO_0.100_DMSO_1.0,-0.5643482562181762
63,LPS_Nigericin_100.000_1.0_DMSO_0.025,DMSO_0.100_DMSO_1.0,-0.49562372027845925
64,LPS_Nigericin_100.000_10.0_DMSO_0.025,DMSO_0.100_DMSO_1.0,-0.5230407138726781
65,LPS_Nigericin_100.000_3.0_DMSO_0.025,DMSO_0.100_DMSO_1.0,-0.4512798344661461
66,Thapsigargin_1.000_DMSO_0.025,DMSO_0.100_DMSO_1.0,0.17687135341395793
67,Thapsigargin_10.000_DMSO_0.025,DMSO_0.100_DMSO_1.0,0.0026694976271121927
68,Topotecan_10.000_DMSO_0.025,DMSO_0.100_DMSO_1.0,0.3812949981708677
69,Topotecan_20.000_DMSO_0.025,DMSO_0.100_DMSO_1.0,0.40268644002397
70,Topotecan_5.000_DMSO_0.025,DMSO_0.100_DMSO_1.0,0.3169893982180795
71,media ctr_0_Media ctr_0.0,DMSO_0.100_DMSO_1.0,0.6483517138395533
72,DMSO_0.100_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,0.5068272738601493
73,DMSO_0.100_DMSO_1.0,DMSO_0.100_Z-VAD-FMK_100.0,0.6528436612933534
74,DMSO_0.100_Z-VAD-FMK_100.0,DMSO_0.100_Z-VAD-FMK_100.0,1.0
75,DMSO_0.100_Z-VAD-FMK_30.0,DMSO_0.100_Z-VAD-FMK_100.0,0.7312256472845775
76,Disulfiram_0.100_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,0.00990497056320318
77,Disulfiram_1.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,-0.41653963011845463
78,Disulfiram_2.500_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,-0.23707670020456822
79,Flagellin_0.100_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,0.18348488947158573
80,Flagellin_1.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,0.31738580040714587
81,Flagellin_1.000_Disulfiram_1.0,DMSO_0.100_Z-VAD-FMK_100.0,-0.32683775133647636
82,H2O2_100.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,0.32649932932629094
83,H2O2_100.000_Disulfiram_1.0,DMSO_0.100_Z-VAD-FMK_100.0,-0.5904556520519246
84,H2O2_100.000_Z-VAD-FMK_100.0,DMSO_0.100_Z-VAD-FMK_100.0,0.6764466741576499
85,LPS_0.010_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,0.5620072235538266
86,LPS_0.100_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,0.293996621493417
87,LPS_1.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,0.03938920920949552
88,LPS_10.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,-0.14664367039143256
89,LPS_10.000_Disulfiram_0.1,DMSO_0.100_Z-VAD-FMK_100.0,-0.32445322543885996
90,LPS_10.000_Disulfiram_1.0,DMSO_0.100_Z-VAD-FMK_100.0,-0.4003523658175016
91,LPS_10.000_Disulfiram_2.5,DMSO_0.100_Z-VAD-FMK_100.0,-0.45960270780900914
92,LPS_10.000_Z-VAD-FMK_100.0,DMSO_0.100_Z-VAD-FMK_100.0,0.8016703772586213
93,LPS_100.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,-0.4194140389653107
94,LPS_Nigericin_1.000_1.0_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,-0.32241969626100403
95,LPS_Nigericin_1.000_10.0_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,-0.4676784781614887
96,LPS_Nigericin_1.000_10.0_Disulfiram_1.0,DMSO_0.100_Z-VAD-FMK_100.0,-0.4252972734969934
97,LPS_Nigericin_1.000_10.0_Z-VAD-FMK_100.0,DMSO_0.100_Z-VAD-FMK_100.0,0.4783846146130263
98,LPS_Nigericin_1.000_3.0_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,-0.5959791204980742
99,LPS_Nigericin_100.000_1.0_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,-0.5104484883703081
100,LPS_Nigericin_100.000_10.0_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,-0.6917166708646533
101,LPS_Nigericin_100.000_3.0_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,-0.4576838210283961
102,Thapsigargin_1.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,0.4727441260567767
103,Thapsigargin_10.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,0.3391848336126008
104,Topotecan_10.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,0.08248770019450719
105,Topotecan_20.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,0.1498249485856158
106,Topotecan_5.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_100.0,0.1037049294251499
107,media ctr_0_Media ctr_0.0,DMSO_0.100_Z-VAD-FMK_100.0,0.4633607015887415
108,DMSO_0.100_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,0.7436855829661569
109,DMSO_0.100_DMSO_1.0,DMSO_0.100_Z-VAD-FMK_30.0,0.6519193055048794
110,DMSO_0.100_Z-VAD-FMK_100.0,DMSO_0.100_Z-VAD-FMK_30.0,0.7312256472845775
111,DMSO_0.100_Z-VAD-FMK_30.0,DMSO_0.100_Z-VAD-FMK_30.0,1.0
112,Disulfiram_0.100_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,0.22129875989382575
113,Disulfiram_1.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,-0.14990934985942356
114,Disulfiram_2.500_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,-0.05211296077282209
115,Flagellin_0.100_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,0.2497230215320815
116,Flagellin_1.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,0.46530077092983047
117,Flagellin_1.000_Disulfiram_1.0,DMSO_0.100_Z-VAD-FMK_30.0,-0.30947290223637697
118,H2O2_100.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,0.15586998743698727
119,H2O2_100.000_Disulfiram_1.0,DMSO_0.100_Z-VAD-FMK_30.0,-0.5161372336789651
120,H2O2_100.000_Z-VAD-FMK_100.0,DMSO_0.100_Z-VAD-FMK_30.0,0.3335794386029658
121,LPS_0.010_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,0.6380605871317367
122,LPS_0.100_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,0.587389786823993
123,LPS_1.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,0.2905272347597583
124,LPS_10.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,0.08472383976656449
125,LPS_10.000_Disulfiram_0.1,DMSO_0.100_Z-VAD-FMK_30.0,-0.2068112269274992
126,LPS_10.000_Disulfiram_1.0,DMSO_0.100_Z-VAD-FMK_30.0,-0.20317815715016369
127,LPS_10.000_Disulfiram_2.5,DMSO_0.100_Z-VAD-FMK_30.0,-0.3081729152814106
128,LPS_10.000_Z-VAD-FMK_100.0,DMSO_0.100_Z-VAD-FMK_30.0,0.5570278679201757
129,LPS_100.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,-0.2666891872691965
130,LPS_Nigericin_1.000_1.0_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,-0.386210975973694
131,LPS_Nigericin_1.000_10.0_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,-0.48715875596296493
132,LPS_Nigericin_1.000_10.0_Disulfiram_1.0,DMSO_0.100_Z-VAD-FMK_30.0,-0.40716554075356703
133,LPS_Nigericin_1.000_10.0_Z-VAD-FMK_100.0,DMSO_0.100_Z-VAD-FMK_30.0,0.16079836404771733
134,LPS_Nigericin_1.000_3.0_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,-0.5463918571244373
135,LPS_Nigericin_100.000_1.0_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,-0.5335855562322378
136,LPS_Nigericin_100.000_10.0_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,-0.6148094707272764
137,LPS_Nigericin_100.000_3.0_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,-0.49898651835114166
138,Thapsigargin_1.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,0.2147707671324368
139,Thapsigargin_10.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,0.0696907563290735
140,Topotecan_10.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,0.48847384730958376
141,Topotecan_20.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,0.44441008804199217
142,Topotecan_5.000_DMSO_0.025,DMSO_0.100_Z-VAD-FMK_30.0,0.4381990316268543
143,media ctr_0_Media ctr_0.0,DMSO_0.100_Z-VAD-FMK_30.0,0.6948765354660026
144,DMSO_0.100_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,0.3470986125785832
145,DMSO_0.100_DMSO_1.0,Disulfiram_0.100_DMSO_0.025,0.255063960585499
146,DMSO_0.100_Z-VAD-FMK_100.0,Disulfiram_0.100_DMSO_0.025,0.00990497056320318
147,DMSO_0.100_Z-VAD-FMK_30.0,Disulfiram_0.100_DMSO_0.025,0.22129875989382575
148,Disulfiram_0.100_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,1.0
149,Disulfiram_1.000_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,0.5125118391765939
150,Disulfiram_2.500_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,0.613266615866503
151,Flagellin_0.100_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,0.09510401545872396
152,Flagellin_1.000_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,0.06094602624769398
153,Flagellin_1.000_Disulfiram_1.0,Disulfiram_0.100_DMSO_0.025,0.12006480242058558
154,H2O2_100.000_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,-0.02044696137962091
155,H2O2_100.000_Disulfiram_1.0,Disulfiram_0.100_DMSO_0.025,-0.11269022078896207
156,H2O2_100.000_Z-VAD-FMK_100.0,Disulfiram_0.100_DMSO_0.025,0.00861382528333955
157,LPS_0.010_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,0.2556205089927491
158,LPS_0.100_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,0.4391126271683923
159,LPS_1.000_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,0.4421587545979842
160,LPS_10.000_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,0.3670242291013362
161,LPS_10.000_Disulfiram_0.1,Disulfiram_0.100_DMSO_0.025,0.4084486823665483
162,LPS_10.000_Disulfiram_1.0,Disulfiram_0.100_DMSO_0.025,0.3501105396401497
163,LPS_10.000_Disulfiram_2.5,Disulfiram_0.100_DMSO_0.025,0.3334765583027389
164,LPS_10.000_Z-VAD-FMK_100.0,Disulfiram_0.100_DMSO_0.025,0.028543615778698805
165,LPS_100.000_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,-0.08698897622769047
166,LPS_Nigericin_1.000_1.0_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,-0.05608460642866477
167,LPS_Nigericin_1.000_10.0_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,-0.32867270081880057
168,LPS_Nigericin_1.000_10.0_Disulfiram_1.0,Disulfiram_0.100_DMSO_0.025,-0.46700342472212875
169,LPS_Nigericin_1.000_10.0_Z-VAD-FMK_100.0,Disulfiram_0.100_DMSO_0.025,-0.38443729899425916
170,LPS_Nigericin_1.000_3.0_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,-0.28125545749404024
171,LPS_Nigericin_100.000_1.0_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,-0.03763429767198777
172,LPS_Nigericin_100.000_10.0_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,-0.20279453904433178
173,LPS_Nigericin_100.000_3.0_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,-0.09565865451084644
174,Thapsigargin_1.000_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,-0.21110782440095555
175,Thapsigargin_10.000_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,-0.2670839787284534
176,Topotecan_10.000_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,0.45821685078234714
177,Topotecan_20.000_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,0.44800690414726296
178,Topotecan_5.000_DMSO_0.025,Disulfiram_0.100_DMSO_0.025,0.34937349059999007
179,media ctr_0_Media ctr_0.0,Disulfiram_0.100_DMSO_0.025,0.28214132576402295
180,DMSO_0.100_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,0.0009452596955641921
181,DMSO_0.100_DMSO_1.0,Disulfiram_1.000_DMSO_0.025,0.027877014728585208
182,DMSO_0.100_Z-VAD-FMK_100.0,Disulfiram_1.000_DMSO_0.025,-0.41653963011845463
183,DMSO_0.100_Z-VAD-FMK_30.0,Disulfiram_1.000_DMSO_0.025,-0.14990934985942356
184,Disulfiram_0.100_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,0.5125118391765939
185,Disulfiram_1.000_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,1.0
186,Disulfiram_2.500_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,0.8315451277236303
187,Flagellin_0.100_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,-0.04903636500888935
188,Flagellin_1.000_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,-0.14683393477752688
189,Flagellin_1.000_Disulfiram_1.0,Disulfiram_1.000_DMSO_0.025,0.6510813291658668
190,H2O2_100.000_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,-0.316086403262364
191,H2O2_100.000_Disulfiram_1.0,Disulfiram_1.000_DMSO_0.025,0.28773154871381573
192,H2O2_100.000_Z-VAD-FMK_100.0,Disulfiram_1.000_DMSO_0.025,-0.34658359615633294
193,LPS_0.010_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,-0.1601641003979343
194,LPS_0.100_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,0.24664576882221576
195,LPS_1.000_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,0.3914662622413673
196,LPS_10.000_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,0.5332723934865073
197,LPS_10.000_Disulfiram_0.1,Disulfiram_1.000_DMSO_0.025,0.3676765275765304
198,LPS_10.000_Disulfiram_1.0,Disulfiram_1.000_DMSO_0.025,0.8537118377874249
199,LPS_10.000_Disulfiram_2.5,Disulfiram_1.000_DMSO_0.025,0.7471572473419109
200,LPS_10.000_Z-VAD-FMK_100.0,Disulfiram_1.000_DMSO_0.025,-0.47330899191033327
201,LPS_100.000_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,0.08927104654284153
202,LPS_Nigericin_1.000_1.0_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,0.022544546618177567
203,LPS_Nigericin_1.000_10.0_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,-0.27343851689437326
204,LPS_Nigericin_1.000_10.0_Disulfiram_1.0,Disulfiram_1.000_DMSO_0.025,0.005994173198148381
205,LPS_Nigericin_1.000_10.0_Z-VAD-FMK_100.0,Disulfiram_1.000_DMSO_0.025,-0.7989639369004243
206,LPS_Nigericin_1.000_3.0_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,-0.12794425217493727
207,LPS_Nigericin_100.000_1.0_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,0.185630825706087
208,LPS_Nigericin_100.000_10.0_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,0.11233029847785539
209,LPS_Nigericin_100.000_3.0_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,0.013699305891589972
210,Thapsigargin_1.000_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,-0.5980278612769571
211,Thapsigargin_10.000_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,-0.5078089388164064
212,Topotecan_10.000_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,0.3427374492116586
213,Topotecan_20.000_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,0.37367950643200526
214,Topotecan_5.000_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,0.2104477156100442
215,media ctr_0_Media ctr_0.0,Disulfiram_1.000_DMSO_0.025,0.039336305268005134
216,DMSO_0.100_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,0.21405517662896686
217,DMSO_0.100_DMSO_1.0,Disulfiram_2.500_DMSO_0.025,0.15650858082548785
218,DMSO_0.100_Z-VAD-FMK_100.0,Disulfiram_2.500_DMSO_0.025,-0.23707670020456822
219,DMSO_0.100_Z-VAD-FMK_30.0,Disulfiram_2.500_DMSO_0.025,-0.05211296077282209
220,Disulfiram_0.100_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,0.613266615866503
221,Disulfiram_1.000_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,0.8315451277236303
222,Disulfiram_2.500_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,1.0
223,Flagellin_0.100_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,-0.03082642164250324
224,Flagellin_1.000_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,-0.011636149989943192
225,Flagellin_1.000_Disulfiram_1.0,Disulfiram_2.500_DMSO_0.025,0.37474729548981406
226,H2O2_100.000_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,-0.3638321415163342
227,H2O2_100.000_Disulfiram_1.0,Disulfiram_2.500_DMSO_0.025,0.053266215253791015
228,H2O2_100.000_Z-VAD-FMK_100.0,Disulfiram_2.500_DMSO_0.025,-0.2815617758922555
229,LPS_0.010_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,-0.05275740121028335
230,LPS_0.100_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,0.32847935160830183
231,LPS_1.000_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,0.37181539603674313
232,LPS_10.000_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,0.5780886906589008
233,LPS_10.000_Disulfiram_0.1,Disulfiram_2.500_DMSO_0.025,0.43744451025591324
234,LPS_10.000_Disulfiram_1.0,Disulfiram_2.500_DMSO_0.025,0.6719793037593
235,LPS_10.000_Disulfiram_2.5,Disulfiram_2.500_DMSO_0.025,0.5390224993238809
236,LPS_10.000_Z-VAD-FMK_100.0,Disulfiram_2.500_DMSO_0.025,-0.3185425437399308
237,LPS_100.000_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,0.1044606173001654
238,LPS_Nigericin_1.000_1.0_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,0.053383192224504106
239,LPS_Nigericin_1.000_10.0_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,-0.26608942028286675
240,LPS_Nigericin_1.000_10.0_Disulfiram_1.0,Disulfiram_2.500_DMSO_0.025,-0.2001618209554992
241,LPS_Nigericin_1.000_10.0_Z-VAD-FMK_100.0,Disulfiram_2.500_DMSO_0.025,-0.6769517541213008
242,LPS_Nigericin_1.000_3.0_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,-0.16539066606899935
243,LPS_Nigericin_100.000_1.0_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,0.12809312542454646
244,LPS_Nigericin_100.000_10.0_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,-0.02532128741692868
245,LPS_Nigericin_100.000_3.0_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,0.02593953652120163
246,Thapsigargin_1.000_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,-0.5207891707923836
247,Thapsigargin_10.000_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,-0.4730148824549537
248,Topotecan_10.000_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,0.4117942493539436
249,Topotecan_20.000_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,0.48147957033972194
250,Topotecan_5.000_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,0.3678301597395544
251,media ctr_0_Media ctr_0.0,Disulfiram_2.500_DMSO_0.025,0.21023734115617293
252,DMSO_0.100_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.10566459068533471
253,DMSO_0.100_DMSO_1.0,Flagellin_0.100_DMSO_0.025,0.1659718365054822
254,DMSO_0.100_Z-VAD-FMK_100.0,Flagellin_0.100_DMSO_0.025,0.18348488947158573
255,DMSO_0.100_Z-VAD-FMK_30.0,Flagellin_0.100_DMSO_0.025,0.2497230215320815
256,Disulfiram_0.100_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.09510401545872396
257,Disulfiram_1.000_DMSO_0.025,Flagellin_0.100_DMSO_0.025,-0.04903636500888935
258,Disulfiram_2.500_DMSO_0.025,Flagellin_0.100_DMSO_0.025,-0.03082642164250324
259,Flagellin_0.100_DMSO_0.025,Flagellin_0.100_DMSO_0.025,1.0
260,Flagellin_1.000_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.45630977748730495
261,Flagellin_1.000_Disulfiram_1.0,Flagellin_0.100_DMSO_0.025,0.12007350291247129
