labeled_data_index	label
5946	train
17527	train
690	train
3163	train
12134	train
3157	train
108	train
8806	train
12742	train
18173	train
6225	train
11856	train
14865	train
15132	train
5175	train
7980	train
11063	train
5141	train
11786	train
16979	train
200	train
12259	train
12053	train
16867	train
10267	train
1206	train
11250	train
1035	train
11819	train
3219	train
16886	train
1964	train
15340	train
3260	train
12165	train
11490	train
6092	train
3406	train
7643	train
2601	train
170	train
15334	train
2137	train
6172	train
12463	train
1664	train
5065	train
3424	train
8877	train
2074	train
15748	train
2928	train
3194	train
9085	train
11952	train
10610	train
11610	train
2120	train
9995	train
11205	train
164	train
16421	train
2897	train
9411	train
18193	train
15965	train
17709	train
6492	train
2622	train
2556	train
556	train
16984	train
16584	train
15068	train
17744	train
16382	train
9475	train
5721	train
2443	train
9916	train
6924	train
9658	train
12877	train
10653	train
2692	train
8928	train
1993	train
18765	train
14094	train
16699	train
9132	train
6809	train
1194	train
9901	train
6357	train
1003	train
15258	train
10174	train
10483	train
1962	train
17498	train
16541	train
15682	train
8826	train
16706	train
9753	train
719	train
14594	train
16254	train
16054	train
8664	train
1502	train
13267	train
2078	train
17660	train
8674	train
826	train
10706	train
9410	train
16505	train
2677	train
5456	train
6213	train
6372	train
8734	train
12098	train
5404	train
9561	train
6922	train
1085	train
11631	train
13145	train
7681	train
6973	train
18162	train
6110	train
6626	train
14498	train
534	train
9640	train
6301	train
8979	train
2299	train
6715	train
807	train
5405	train
5515	train
12486	train
9126	train
1181	train
17284	train
15442	train
9380	train
141	train
8547	train
5640	train
9235	train
6165	train
3438	train
12800	train
17505	train
9990	train
15051	train
17718	train
7846	train
1897	train
16375	train
2864	train
12479	train
1066	train
1485	train
9937	train
6684	train
6746	train
10674	train
1115	train
2438	train
2463	train
169	train
1823	train
10247	train
15342	train
9911	train
15529	train
9601	train
18253	train
17618	train
9248	train
13074	train
1798	train
5629	train
2674	train
18960	train
16391	train
17400	train
16627	train
12649	train
14452	train
6464	train
10485	train
1042	train
16686	train
368	train
560	train
9998	train
10323	train
8724	train
16676	train
17274	train
15812	train
9978	train
5926	train
6248	train
18092	train
7574	train
2224	train
1068	train
12362	train
17438	train
6787	train
16698	train
5161	train
6011	train
9068	train
18172	train
7035	train
1829	train
13000	train
6794	train
6990	train
11017	train
12055	train
1985	train
9162	train
811	train
10573	train
10054	train
3374	train
2313	train
392	train
15345	train
16195	train
5392	train
7893	train
6947	train
1879	train
13112	train
17095	train
14307	train
10214	train
16657	train
16506	train
6594	train
12524	train
16665	train
15322	train
18880	train
12434	train
12692	train
14315	train
2548	train
16637	train
10602	train
603	train
2688	train
9515	train
14376	train
10967	train
17546	train
14911	train
15295	train
15390	train
5509	train
5075	train
17792	train
16297	train
8623	train
9353	train
18074	train
14801	train
14048	train
2096	train
12489	train
10432	train
6082	train
12334	train
5453	train
5391	train
12330	train
2151	train
7954	train
15612	train
203	train
18070	train
1911	train
11172	train
6068	train
10841	train
9900	train
6903	train
14269	train
6064	train
9954	train
2391	train
18009	train
14350	train
12407	train
3275	train
2639	train
7367	train
5951	train
18790	train
15989	train
1092	train
9688	train
429	train
2276	train
3228	train
17153	train
157	train
14079	train
15234	train
5205	train
16523	train
17930	train
15796	train
2591	train
5917	train
7792	train
6203	train
8997	train
6595	train
2372	train
6307	train
420	train
18572	train
15849	train
13271	train
16337	train
8706	train
6571	train
1702	train
7894	train
18056	train
5335	train
2036	train
15891	train
6416	train
9850	train
18317	train
7095	train
5587	train
8677	train
18544	train
14478	train
11880	train
16317	train
6789	train
16682	train
15213	train
16411	train
1810	train
868	train
2063	train
17659	train
11894	train
10984	train
12496	train
1878	train
13056	train
13102	train
12332	train
16520	train
9756	train
17928	train
8519	train
15607	train
377	train
7772	train
13155	train
2031	train
10172	train
7652	train
18681	train
17975	train
18535	train
7540	train
9630	train
13346	train
16911	train
7618	train
6585	train
591	train
2825	train
15920	train
18054	train
1537	train
9782	train
5634	train
2362	train
11363	train
533	train
17543	train
5768	train
16485	train
8572	train
1105	train
11864	train
15469	train
13428	train
6037	train
16366	train
9808	train
2501	train
12226	train
15616	train
15492	train
9708	train
9044	train
6695	train
8788	train
16868	train
9121	train
17852	train
9266	train
15764	train
5447	train
15554	train
1957	train
2956	train
5734	train
16017	train
9950	train
6199	train
15243	train
5624	train
17372	train
2916	train
6325	train
1708	train
15019	train
10893	train
14020	train
14070	train
1721	train
12768	train
5169	train
17485	train
9518	train
8962	train
5282	train
6262	train
17093	train
2626	train
11261	train
7037	train
3224	train
9806	train
12454	train
9312	train
1266	train
12001	train
9362	train
11409	train
10020	train
14822	train
14075	train
2521	train
5218	train
12288	train
14796	train
17881	train
226	train
118	train
8960	train
10648	train
15385	train
641	train
6135	train
14750	train
2447	train
14775	train
5257	train
1511	train
11507	train
1649	train
12621	train
6302	train
14323	train
6845	train
10245	train
11213	train
13328	train
2404	train
7791	train
3146	train
11601	train
1135	train
16167	train
12993	train
10556	train
9346	train
17179	train
2307	train
7896	train
1710	train
11969	train
14602	train
1224	train
3024	train
9230	train
5929	train
16709	train
3457	train
10539	train
12591	train
8745	train
6540	train
6891	train
16118	train
2194	train
6111	train
9473	train
17720	train
10584	train
11788	train
18976	train
17191	train
231	train
5647	train
9542	train
18395	train
15983	train
597	train
7621	train
13294	train
10824	train
5395	train
2713	train
17049	train
5088	train
17220	train
1940	train
15110	train
8603	train
12205	train
5483	train
7158	train
5935	train
10377	train
18184	train
1846	train
14941	train
419	train
2773	train
11635	train
14979	train
16209	train
17793	train
16844	train
10612	train
3335	train
15388	train
12505	train
6855	train
7934	train
7092	train
10349	train
12948	train
18112	train
11351	train
7300	train
17062	train
2119	train
18628	train
5397	train
8615	train
10691	train
1468	train
16477	train
15401	train
17167	train
10424	train
11427	train
6439	train
16624	train
16415	train
3244	train
18466	train
16413	train
7501	train
15881	train
14762	train
10176	train
17241	train
293	train
1789	train
8559	train
13058	train
8555	train
12860	train
16685	train
6860	train
15755	train
16359	train
65	train
6878	train
5762	train
16226	train
15074	train
7880	train
15302	train
15078	train
2195	train
18737	train
2340	train
10335	train
14610	train
10422	train
15926	train
12478	train
16332	train
13190	train
14332	train
1670	train
6140	train
15153	train
12396	train
2653	train
10216	train
1107	train
5425	train
2377	train
9613	train
16454	train
18623	train
7361	train
9597	train
14129	train
17100	train
18283	train
9396	train
3100	train
290	train
14432	train
17860	train
13215	train
17151	train
11410	train
12896	train
15622	train
1488	train
7587	train
10221	train
5041	train
14015	train
15591	train
9827	train
15815	train
5273	train
923	train
17711	train
2857	train
14785	train
12337	train
10339	train
17506	train
14655	train
7675	train
1914	train
17818	train
9401	train
16585	train
7165	train
11370	train
13168	train
14623	train
3436	train
12095	train
5199	train
17598	train
10603	train
7976	train
16340	train
16474	train
16095	train
17344	train
13234	train
17557	train
2379	train
154	train
8802	train
2492	train
2113	train
12595	train
8936	train
3122	train
16165	train
7641	train
6530	train
9544	train
9848	train
1379	train
14435	train
15679	train
16282	train
2779	train
7354	train
1639	train
6282	train
11592	train
10803	train
6047	train
18126	train
15581	train
12712	train
13134	train
16387	train
10863	train
6130	train
5056	train
6926	train
5321	train
15347	train
7925	train
678	train
18463	train
14457	train
16028	train
17768	train
5930	train
10344	train
10010	train
18072	train
17689	train
15456	train
2801	train
2717	train
8846	train
15945	train
15355	train
15116	train
193	train
6856	train
15735	train
6707	train
3170	train
8648	train
13242	train
14290	train
12642	train
16697	train
18645	train
5820	train
5603	train
16448	train
10787	train
54	train
18073	train
14200	train
11495	train
18026	train
6065	train
11688	train
186	train
5386	train
16284	train
9479	train
2715	train
17655	train
5446	train
9595	train
14760	train
9115	train
12108	train
12121	train
6123	train
16771	train
22	train
11135	train
12317	train
15862	train
3255	train
12884	train
9722	train
14239	train
17646	train
6819	train
10137	train
3174	train
13278	train
6124	train
7785	train
7668	train
16110	train
9426	train
10416	train
11626	train
12861	train
7258	train
10026	train
16372	train
14626	train
8557	train
5264	train
17138	train
7975	train
15997	train
8890	train
10001	train
7774	train
2912	train
5558	train
11795	train
5152	train
8541	train
3019	train
6836	train
14016	train
17578	train
10949	train
6998	train
7930	train
16647	train
15851	train
14772	train
13337	train
6792	train
93	train
13475	train
6016	train
8518	train
15251	train
18128	train
11640	train
18093	train
18279	train
12946	train
14523	train
11771	train
8740	train
43	train
8837	train
18801	train
9297	train
2953	train
6849	train
15220	train
1186	train
190	train
5818	train
15587	train
5759	train
12717	train
6157	train
6426	train
18728	train
10689	train
13468	train
17186	train
13324	train
325	train
11732	train
13110	train
8999	train
10040	train
6688	train
2406	train
669	train
9095	train
14370	train
16823	train
17033	train
801	train
2948	train
3493	train
1678	train
16035	train
10083	train
3451	train
5975	train
18409	train
2434	train
9072	train
16262	train
14932	train
6297	train
14375	train
13440	train
1677	train
5357	train
12432	train
1226	train
10757	train
12057	train
15655	train
14242	train
1520	train
14214	train
17580	train
14275	train
18134	train
5084	train
2915	train
11779	train
1392	train
14804	train
12624	train
17168	train
17490	train
11372	train
18577	train
11726	train
9775	train
11651	train
5244	train
6760	train
6644	train
2464	train
15744	train
12357	train
12150	train
2769	train
10517	train
17000	train
5789	train
7991	train
8885	train
14904	train
5290	train
341	train
17857	train
10832	train
1091	train
12839	train
18549	train
3269	train
10956	train
9556	train
8860	train
1757	train
12777	train
17430	train
6049	train
1136	train
9152	train
12834	train
10229	train
9936	train
5630	train
18527	train
14317	train
15463	train
11746	train
17624	train
10537	train
13497	train
16285	train
5875	train
11390	train
7077	train
1300	train
2753	train
12670	train
2535	train
17252	train
14335	train
2724	train
20	train
3339	train
12499	train
18484	train
3107	train
2514	train
14714	train
13356	train
5514	train
15215	train
9395	train
767	train
2583	train
1699	train
980	train
17374	train
15072	train
16098	train
12820	train
2906	train
16200	train
8747	train
12137	train
5101	train
10817	train
789	train
8711	train
15864	train
5617	train
3351	train
8712	train
7517	train
9798	train
17408	train
3397	train
1240	train
10708	train
10170	train
2522	train
5947	train
15194	train
14491	train
15950	train
11950	train
10940	train
18742	train
5643	train
2365	train
12007	train
2456	train
12036	train
527	train
9339	train
8908	train
11034	train
5181	train
9264	train
6507	train
13438	train
2528	train
846	train
18859	train
18132	train
5695	train
3367	train
5511	train
17849	train
132	train
9854	train
10152	train
16630	train
714	train
16900	train
17495	train
18281	train
13035	train
14643	train
9639	train
1599	train
12963	train
667	train
14347	train
5274	train
6498	train
10875	train
15273	train
17958	train
18455	train
8705	train
11540	train
2849	train
1040	train
10241	train
648	train
14424	train
2121	train
1981	train
8791	train
7356	train
18268	train
10134	train
17447	train
2209	train
7642	train
15774	train
3187	train
96	train
11694	train
8966	train
18235	train
10797	train
5776	train
3441	train
6253	train
12551	train
11477	train
14255	train
18471	train
10898	train
202	train
5597	train
14723	train
11633	train
8666	train
862	train
10290	train
14641	train
6127	train
5900	train
3404	train
16147	train
6681	train
570	train
5478	train
1837	train
14273	train
16302	train
10150	train
15592	train
15553	train
16034	train
16250	train
14139	train
17070	train
12193	train
12411	train
1422	train
15030	train
6994	train
1609	train
16625	train
6337	train
8719	train
3051	train
2240	train
266	train
11536	train
1382	train
18218	train
10125	train
18475	train
568	train
17184	train
15142	train
15352	train
6040	train
2741	train
13404	train
7139	train
206	train
11578	train
13424	train
14090	train
15320	train
10072	train
11532	train
12233	train
1044	train
14949	train
6404	train
16768	train
5579	train
10736	train
3083	train
14402	train
11790	train
10560	train
5424	train
2875	train
15318	train
15556	train
3252	train
15266	train
3064	train
9309	train
317	train
11582	train
17968	train
3371	train
6205	train
12015	train
14690	train
12809	train
942	train
14768	train
13302	train
16295	train
3315	train
14986	train
17112	train
2412	train
10127	train
3184	train
2000	train
13172	train
5154	train
15549	train
17589	train
1026	train
16516	train
14464	train
1813	train
11464	train
3431	train
16883	train
15100	train
11891	train
7436	train
14298	train
7451	train
12435	train
13282	train
9466	train
10261	train
5752	train
2630	train
2352	train
3427	train
2045	train
15360	train
292	train
15381	train
15664	train
1046	train
221	train
12327	train
13362	train
18305	train
415	train
7566	train
16575	train
18697	train
1308	train
1509	train
1128	train
1861	train
8995	train
14618	train
1495	train
15310	train
15840	train
18131	train
6360	train
282	train
16329	train
10208	train
2301	train
6938	train
6652	train
10793	train
15428	train
16668	train
10252	train
17888	train
91	train
7806	train
9777	train
27	train
902	train
14998	train
13198	train
5413	train
13467	train
12874	train
7749	train
1050	train
7079	train
14136	train
12136	train
18376	train
11341	train
1397	train
15526	train
6511	train
90	train
6293	train
12043	train
7950	train
1391	train
18122	train
253	train
15229	train
8503	train
17845	train
18497	train
15299	train
5216	train
10554	train
16720	train
6803	train
8867	train
17754	train
18151	train
16993	train
14050	train
5547	train
14127	train
10503	train
2878	train
10299	train
7321	train
12093	train
15354	train
18024	train
2887	train
3239	train
2261	train
15572	train
10242	train
12659	train
6018	train
2695	train
1629	train
16580	train
16897	train
15727	train
9433	train
1419	train
18542	train
14993	train
10237	train
17303	train
13126	train
18805	train
17982	train
14181	train
11503	train
5830	train
10562	train
2235	train
2359	train
14529	train
987	train
537	train
7800	train
14648	train
5137	train
1646	train
17226	train
5064	train
3199	train
3222	train
16953	train
15953	train
16761	train
17644	train
138	train
10406	train
6730	train
1903	train
13445	train
5977	train
10254	train
1706	train
14384	train
7600	train
16934	train
16026	train
13020	train
14527	train
1593	train
16215	train
9513	train
2615	train
913	train
12532	train
8758	train
10289	train
5500	train
2512	train
5043	train
1248	train
13470	train
5406	train
18233	train
14907	train
9836	train
18671	train
2697	train
16136	train
13384	train
5921	train
12819	train
17314	train
14660	train
13055	train
17181	train
9661	train
12690	train
17163	train
5135	train
7282	train
7403	train
5063	train
9676	train
7794	train
11897	train
14548	train
8886	train
12426	train
14773	train
7147	train
2494	train
12268	train
6939	train
5733	train
16408	train
12293	train
7550	train
2460	train
10528	train
14153	train
18718	train
3368	train
7484	train
6811	train
2737	train
10102	train
17060	train
16617	train
16998	train
409	train
13220	train
9406	train
18966	train
6406	train
8881	train
7372	train
5945	train
9	train
3249	train
6868	train
18813	train
10704	train
18	train
18666	train
10359	train
13493	train
15606	train
1355	train
1926	train
1650	train
1550	train
15959	train
11661	train
16186	train
15423	train
11930	train
17175	train
11749	train
11116	train
14789	train
9427	train
16489	train
2696	train
5908	train
6992	train
15960	train
12980	train
15166	train
18042	train
18302	train
9507	train
10942	train
14492	train
14962	train
14150	train
15021	train
12821	train
17414	train
14185	train
1504	train
15160	train
12247	train
18916	train
5221	train
16794	train
9837	train
13396	train
14860	train
15579	train
2320	train
16152	train
2540	train
5421	train
18016	train
89	train
7891	train
11676	train
9957	train
16003	train
18522	train
1942	train
11962	train
10403	train
9933	train
209	train
17740	train
10933	train
6333	train
17456	train
11449	train
7873	train
17043	train
18309	train
12590	train
14104	train
12661	train
17719	train
7898	train
12286	train
16853	train
14007	train
3169	train
11733	train
18321	train
12958	train
8964	train
13153	train
17757	train
13028	train
11669	train
18139	train
2405	train
10559	train
6250	train
12314	train
5571	train
6429	train
11542	train
12634	train
14340	train
15348	train
7722	train
15406	train
9240	train
15791	train
463	train
14059	train
6904	train
18809	train
6865	train
2863	train
17824	train
17951	train
5228	train
18215	train
15897	train
11820	train
8581	train
1047	train
10365	train
14521	train
487	train
12354	train
5219	train
777	train
5320	train
7511	train
6738	train
5275	train
11934	train
10519	train
12825	train
17703	train
2938	train
5359	train
6710	train
18892	train
548	train
436	train
14485	train
14311	train
14144	train
11369	train
7725	train
2805	train
385	train
17517	train
7662	train
1515	train
18996	train
7875	train
14197	train
16673	train
17278	train
12792	train
3152	train
587	train
3120	train
86	train
2732	train
7803	train
15232	train
1219	train
6445	train
13266	train
13051	train
5235	train
7418	train
72	train
16667	train
16899	train
17233	train
5867	train
11258	train
7206	train
7711	train
15747	train
9046	train
12456	train
1835	train
2561	train
14040	train
14299	train
15466	train
12677	train
15157	train
11769	train
12704	train
12630	train
8587	train
11348	train
10038	train
11072	train
10400	train
8744	train
13272	train
15621	train
10498	train
8726	train
9168	train
6353	train
12947	train
6964	train
9306	train
9209	train
16158	train
8976	train
11078	train
6713	train
6142	train
12913	train
10160	train
5054	train
16210	train
17330	train
6524	train
2567	train
735	train
18387	train
14531	train
5295	train
16568	train
6246	train
6674	train
16515	train
18078	train
13476	train
7938	train
17302	train
15471	train
17079	train
17722	train
3009	train
9009	train
8895	train
17809	train
17207	train
5136	train
5016	train
16174	train
1877	train
1990	train
10162	train
9334	train
10255	train
14734	train
14425	train
6168	train
11970	train
6562	train
2416	train
11966	train
2073	train
6532	train
11040	train
1220	train
12350	train
5376	train
8811	train
16180	train
3377	train
1995	train
15767	train
16258	train
14524	train
16744	train
552	train
14540	train
12467	train
16466	train
18566	train
10394	train
13368	train
12607	train
6060	train
14562	train
18366	train
7559	train
1943	train
11511	train
2387	train
13427	train
9219	train
6245	train
12438	train
6486	train
9163	train
11808	train
17484	train
12835	train
1387	train
5183	train
17898	train
15745	train
18457	train
9272	train
9282	train
3433	train
9780	train
9073	train
2030	train
16086	train
723	train
17737	train
14010	train
18496	train
6587	train
6772	train
13373	train
18710	train
15937	train
18367	train
10660	train
17481	train
14489	train
14683	train
17371	train
6420	train
9889	train
18575	train
10878	train
2014	train
6231	train
10975	train
18206	train
3409	train
11680	train
1875	train
18951	train
10662	train
9436	train
8546	train
10854	train
15719	train
6854	train
10008	train
18698	train
15451	train
16645	train
15742	train
1715	train
18469	train
12732	train
660	train
10081	train
444	train
3042	train
16840	train
15007	train
16338	train
12096	train
18459	train
16573	train
5612	train
2634	train
7415	train
7701	train
302	train
2559	train
6460	train
12421	train
1524	train
8631	train
5521	train
14352	train
10849	train
10703	train
12554	train
6260	train
9146	train
1460	train
675	train
269	train
1363	train
14460	train
962	train
10637	train
2228	train
14582	train
18598	train
6052	train
2663	train
5716	train
9529	train
18083	train
8601	train
15661	train
16942	train
1651	train
9659	train
6664	train
12214	train
1894	train
8720	train
8513	train
11991	train
6095	train
8829	train
6725	train
10938	train
16747	train
17692	train
16496	train
18370	train
1887	train
7639	train
14238	train
12831	train
6322	train
10367	train
6502	train
13119	train
986	train
18691	train
12828	train
10405	train
11011	train
2856	train
15094	train
17358	train
16813	train
17185	train
16756	train
9477	train
1833	train
8606	train
15994	train
17449	train
2448	train
586	train
6145	train
14702	train
1268	train
15523	train
7855	train
6635	train
10211	train
7696	train
5094	train
3254	train
121	train
2865	train
15905	train
1755	train
18046	train
1948	train
6841	train
17216	train
11201	train
14186	train
16805	train
2754	train
16289	train
7404	train
17937	train
17326	train
13128	train
12921	train
16380	train
8973	train
12738	train
5649	train
14969	train
7754	train
3417	train
2829	train
6643	train
10380	train
9685	train
17758	train
2275	train
5168	train
16956	train
15087	train
17081	train
18824	train
16491	train
10640	train
7295	train
12730	train
5714	train
10234	train
7172	train
18440	train
16807	train
12757	train
446	train
8824	train
14588	train
16320	train
1971	train
999	train
16664	train
2462	train
15404	train
5523	train
5673	train
17098	train
16778	train
5613	train
15332	train
1037	train
9428	train
15080	train
16565	train
10789	train
1070	train
10392	train
5078	train
3104	train
474	train
10051	train
17111	train
18842	train
15256	train
13118	train
12208	train
15267	train
13293	train
15961	train
6752	train
7765	train
1464	train
5666	train
1323	train
12632	train
10389	train
6334	train
2788	train
2348	train
10119	train
6162	train
10944	train
1876	train
9333	train
918	train
9173	train
887	train
8913	train
14392	train
3036	train
12763	train
14824	train
1371	train
15012	train
15981	train
5434	train
18356	train
12636	train
17323	train
5620	train
11836	train
17586	train
1114	train
2149	train
7781	train
10894	train
18525	train
12869	train
10355	train
18359	train
12836	train
16926	train
14652	train
10230	train
316	train
2421	train
6648	train
12387	train
16904	train
17230	train
17987	train
5002	train
1398	train
10243	train
12423	train
7878	train
8658	train
9729	train
15768	train
2253	train
2411	train
1205	train
11698	train
15686	train
11639	train
330	train
14286	train
3027	train
8935	train
15090	train
6415	train
5028	train
335	train
12637	train
18720	train
10006	train
11655	train
1183	train
18617	train
15635	train
3238	train
15364	train
793	train
15535	train
7091	train
12422	train
5594	train
16019	train
8985	train
590	train
8628	train
9830	train
12504	train
13130	train
15306	train
10451	train
2744	train
3390	train
17666	train
17034	train
582	train
9228	train
6941	train
11399	train
16811	train
6267	train
2684	train
18109	train
17443	train
2612	train
12516	train
14348	train
10999	train
1273	train
2351	train
813	train
6339	train
5080	train
5625	train
10601	train
14401	train
12847	train
5248	train
11946	train
17581	train
2570	train
6290	train
1082	train
14000	train
16495	train
11917	train
7205	train
6790	train
9587	train
11566	train
5407	train
7727	train
1263	train
5076	train
17067	train
1967	train
12472	train
17368	train
11239	train
7487	train
18089	train
15077	train
9984	train
11562	train
7962	train
8859	train
7672	train
5412	train
1195	train
11674	train
5773	train
15604	train
16610	train
9525	train
10954	train
17441	train
315	train
12549	train
6669	train
752	train
14959	train
6736	train
17342	train
8583	train
14994	train
13335	train
13483	train
2756	train
8700	train
14617	train
10128	train
3475	train
15386	train
9588	train
442	train
5115	train
14120	train
5105	train
9585	train
18388	train
3147	train
10544	train
2042	train
720	train
12699	train
2110	train
2700	train
16796	train
2516	train
12257	train
16479	train
16832	train
6902	train
11196	train
6259	train
16776	train
6223	train
18015	train
1528	train
11614	train
9384	train
17462	train
8584	train
17821	train
15699	train
5001	train
15691	train
10277	train
3023	train
10686	train
9981	train
9867	train
10974	train
3060	train
1143	train
278	train
5416	train
12523	train
10679	train
5850	train
15669	train
1627	train
2441	train
16935	train
567	train
17290	train
443	train
15736	train
2442	train
15046	train
17686	train
18490	train
5301	train
16721	train
13321	train
1052	train
10285	train
9871	train
18168	train
6649	train
3197	train
490	train
13411	train
5876	train
16870	train
2003	train
15690	train
18872	train
1213	train
17424	train
12187	train
13205	train
2005	train
10533	train
17174	train
5843	train
12215	train
10482	train
3003	train
18167	train
16564	train
17738	train
5787	train
14082	train
14520	train
5928	train
5749	train
181	train
5988	train
16766	train
10181	train
3172	train
18105	train
17053	train
6699	train
11570	train
17246	train
16325	train
17131	train
18045	train
11388	train
996	train
15583	train
10096	train
3241	train
14263	train
17235	train
26	train
14473	train
9200	train
6131	train
14564	train
17862	train
9455	train
15939	train
8862	train
16447	train
12713	train
2429	train
321	train
13464	train
14493	train
5696	train
1866	train
5662	train
15044	train
7508	train
6198	train
17161	train
12072	train
2837	train
11598	train
10361	train
7747	train
17808	train
1787	train
9293	train
55	train
695	train
18559	train
15467	train
3330	train
10189	train
15475	train
11800	train
519	train
1925	train
18025	train
3468	train
12100	train
3380	train
14665	train
6377	train
16105	train
13492	train
15649	train
16216	train
10204	train
14820	train
11973	train
9109	train
15104	train
1057	train
1859	train
14791	train
15738	train
13360	train
12481	train
693	train
9750	train
9291	train
8804	train
18783	train
9696	train
6348	train
6505	train
18439	train
10327	train
7522	train
18634	train
12140	train
11844	train
5939	train
18635	train
3426	train
109	train
1521	train
614	train
8529	train
11497	train
13494	train
12602	train
683	train
14599	train
