	labeled_data_index	label
42950	27525	test
32989	27526	train
13744	27527	train
28600	27528	train
37390	27529	train
18802	27530	train
50956	27531	test
16324	27532	train
11119	27533	train
35332	27534	train
27983	27535	train
21634	27536	train
37264	27537	train
21752	27538	train
6397	27539	train
35862	27540	train
42708	27541	test
8962	27542	train
15273	27543	train
34092	27544	train
9149	27545	train
9963	27546	train
12279	27547	train
21116	27548	train
7235	27549	train
11599	27550	train
1879	27551	train
17496	27552	train
31312	27553	train
2585	27554	train
7221	27555	train
32770	27556	train
9606	27557	train
50993	27558	test
8280	27559	train
29952	27560	train
16566	27561	train
46883	27562	test
30383	27563	train
18285	27564	train
5327	27565	train
50481	27566	test
32329	27567	train
16314	27568	train
26963	27569	train
38447	27570	train
24144	27571	train
49941	27572	test
36077	27573	train
1093	27574	train
17073	27575	train
47058	27576	test
10268	27577	train
8871	27578	train
40433	27579	test
2704	27580	train
892	27581	train
1804	27582	train
20903	27583	train
42978	27584	test
48802	27585	test
16478	27586	train
2912	27587	train
30387	27588	train
5454	27589	train
36591	27590	train
20533	27591	train
42448	27592	test
2440	27593	train
41929	27594	test
18681	27595	train
44477	27596	test
29967	27597	train
34342	27598	train
50873	27599	test
33423	27600	train
5169	27601	train
7464	27602	train
13562	27603	train
38906	27604	train
11171	27605	train
27856	27606	train
27159	27607	train
31031	27608	train
22229	27609	train
39360	27610	test
34217	27611	train
185	27612	train
1044	27613	train
12734	27614	train
21617	27615	train
6384	27616	train
2495	27617	train
28494	27618	train
29122	27619	train
47467	27620	test
2798	27621	train
3642	27622	train
11210	27623	train
36674	27624	train
30795	27625	train
11766	27626	train
4193	27627	train
31394	27628	train
2879	27629	train
41444	27630	test
2763	27631	train
3748	27632	train
23704	27633	train
16037	27634	train
17070	27635	train
8466	27636	train
5245	27637	train
49591	27638	test
37207	27639	train
35293	27640	train
30725	27641	train
11571	27642	train
3477	27643	train
52014	27644	test
35987	27645	train
17406	27646	train
4093	27647	train
20726	27648	train
48198	27649	test
10474	27650	train
31659	27651	train
17703	27652	train
17943	27653	train
37132	27654	train
7936	27655	train
40551	27656	test
23449	27657	train
5737	27658	train
14140	27659	train
13550	27660	train
12141	27661	train
44923	27662	test
12091	27663	train
51888	27664	test
38760	27665	train
3141	27666	train
9714	27667	train
2438	27668	train
16539	27669	train
46877	27670	test
16951	27671	train
22238	27672	train
13956	27673	train
28123	27674	train
13331	27675	train
7927	27676	train
26520	27677	train
26530	27678	train
3839	27679	train
3630	27680	train
13891	27681	train
36447	27682	train
34029	27683	train
9486	27684	train
7478	27685	train
30737	27686	train
27002	27687	train
39814	27688	test
48428	27689	test
40163	27690	test
10875	27691	train
19438	27692	train
42326	27693	test
41508	27694	test
51755	27695	test
30547	27696	train
26706	27697	train
27400	27698	train
16623	27699	train
35845	27700	train
943	27701	train
31929	27702	train
32402	27703	train
8050	27704	train
649	27705	train
564	27706	train
14611	27707	train
36625	27708	train
31081	27709	train
22948	27710	train
8580	27711	train
19239	27712	train
27191	27713	train
30095	27714	train
21672	27715	train
7187	27716	train
7472	27717	train
17129	27718	train
2804	27719	train
25223	27720	train
877	27721	train
15439	27722	train
2464	27723	train
35522	27724	train
23098	27725	train
766	27726	train
5740	27727	train
35450	27728	train
42817	27729	test
6064	27730	train
47179	27731	test
23919	27732	train
51689	27733	test
36502	27734	train
15976	27735	train
4752	27736	train
28553	27737	train
25996	27738	train
29253	27739	train
35529	27740	train
46061	27741	test
374	27742	train
2807	27743	train
13120	27744	train
4069	27745	train
43637	27746	test
35568	27747	train
32342	27748	train
39825	27749	test
23690	27750	train
12511	27751	train
14695	27752	train
15646	27753	train
47596	27754	test
27524	27755	train
15928	27756	train
8097	27757	train
23124	27758	train
27963	27759	train
26375	27760	train
40513	27761	test
25975	27762	train
28103	27763	train
51207	27764	test
10734	27765	train
15571	27766	train
50567	27767	test
47874	27768	test
38846	27769	train
19023	27770	train
30983	27771	train
836	27772	train
6850	27773	train
28811	27774	train
5809	27775	train
11987	27776	train
21071	27777	train
33689	27778	train
44157	27779	test
219	27780	train
21955	27781	train
49597	27782	test
6376	27783	train
49887	27784	test
12480	27785	train
29213	27786	train
44520	27787	test
36215	27788	train
41826	27789	test
41732	27790	test
1400	27791	train
9348	27792	train
17172	27793	train
31204	27794	train
39931	27795	test
26600	27796	train
9408	27797	train
21749	27798	train
30097	27799	train
15603	27800	train
17278	27801	train
25129	27802	train
48633	27803	test
45344	27804	test
34954	27805	train
27910	27806	train
43419	27807	test
26226	27808	train
25831	27809	train
16563	27810	train
14377	27811	train
49956	27812	test
24749	27813	train
51246	27814	test
44509	27815	test
9199	27816	train
33057	27817	train
28317	27818	train
48509	27819	test
27681	27820	train
6225	27821	train
24642	27822	train
45453	27823	test
29965	27824	train
15687	27825	train
23599	27826	train
7466	27827	train
37378	27828	train
35093	27829	train
12456	27830	train
32171	27831	train
50888	27832	test
25558	27833	train
15931	27834	train
25619	27835	train
40416	27836	test
43823	27837	test
21266	27838	train
37439	27839	train
22772	27840	train
29296	27841	train
14092	27842	train
26729	27843	train
51023	27844	test
2331	27845	train
9734	27846	train
32384	27847	train
33506	27848	train
19708	27849	train
1707	27850	train
29973	27851	train
18865	27852	train
29325	27853	train
44988	27854	test
37174	27855	train
2166	27856	train
757	27857	train
1605	27858	train
12919	27859	train
34278	27860	train
24382	27861	train
32128	27862	train
26995	27863	train
47358	27864	test
37359	27865	train
485	27866	train
18464	27867	train
16210	27868	train
4820	27869	train
25168	27870	train
3969	27871	train
25881	27872	train
31507	27873	train
2525	27874	train
40624	27875	test
13194	27876	train
28133	27877	train
37494	27878	train
45257	27879	test
4279	27880	train
32230	27881	train
2823	27882	train
2626	27883	train
37042	27884	train
27595	27885	train
31697	27886	train
42427	27887	test
2089	27888	train
32393	27889	train
12178	27890	train
1932	27891	train
42029	27892	test
39571	27893	test
51825	27894	test
11961	27895	train
31552	27896	train
28813	27897	train
39160	27898	test
16734	27899	train
21043	27900	train
13469	27901	train
32899	27902	train
31511	27903	train
16015	27904	train
50413	27905	test
32451	27906	train
19809	27907	train
28681	27908	train
18591	27909	train
10443	27910	train
10670	27911	train
31278	27912	train
47544	27913	test
10800	27914	train
8641	27915	train
45216	27916	test
28894	27917	train
7274	27918	train
2965	27919	train
18374	27920	train
39459	27921	test
51662	27922	test
38029	27923	train
19767	27924	train
1834	27925	train
30848	27926	train
17199	27927	train
544	27928	train
6169	27929	train
44874	27930	test
34214	27931	train
12899	27932	train
12843	27933	train
9205	27934	train
26028	27935	train
49554	27936	test
45291	27937	test
15809	27938	train
39436	27939	test
17109	27940	train
42769	27941	test
9532	27942	train
24489	27943	train
13936	27944	train
24682	27945	train
20226	27946	train
8926	27947	train
4649	27948	train
45862	27949	test
10393	27950	train
15897	27951	train
36458	27952	train
33141	27953	train
29508	27954	train
42701	27955	test
27705	27956	train
9018	27957	train
12759	27958	train
19704	27959	train
21041	27960	train
36282	27961	train
18837	27962	train
13632	27963	train
17745	27964	train
2441	27965	train
9221	27966	train
13356	27967	train
44103	27968	test
13068	27969	train
19766	27970	train
40469	27971	test
49342	27972	test
44839	27973	test
13411	27974	train
29479	27975	train
33787	27976	train
5125	27977	train
19690	27978	train
26538	27979	train
36624	27980	train
13916	27981	train
2032	27982	train
27818	27983	train
19026	27984	train
34721	27985	train
48817	27986	test
26684	27987	train
46317	27988	test
8627	27989	train
19196	27990	train
38975	27991	train
25440	27992	train
50230	27993	test
43618	27994	test
7001	27995	train
10415	27996	train
33025	27997	train
45486	27998	test
26039	27999	train
10399	28000	train
35907	28001	train
10922	28002	train
41169	28003	test
3247	28004	train
41781	28005	test
36805	28006	train
16367	28007	train
51337	28008	test
19502	28009	train
22368	28010	train
9918	28011	train
6545	28012	train
29554	28013	train
45913	28014	test
7757	28015	train
23951	28016	train
25194	28017	train
2494	28018	train
39966	28019	test
6931	28020	train
34997	28021	train
47031	28022	test
50738	28023	test
30274	28024	train
6372	28025	train
38756	28026	train
10818	28027	train
32235	28028	train
37361	28029	train
33810	28030	train
39721	28031	test
35774	28032	train
49523	28033	test
45883	28034	test
33414	28035	train
6434	28036	train
16661	28037	train
1069	28038	train
13925	28039	train
6911	28040	train
3227	28041	train
26800	28042	train
121	28043	train
49668	28044	test
1002	28045	train
13025	28046	train
17934	28047	train
4598	28048	train
31214	28049	train
6349	28050	train
27977	28051	train
955	28052	train
5893	28053	train
48912	28054	test
21220	28055	train
32714	28056	train
11096	28057	train
42613	28058	test
10295	28059	train
32657	28060	train
21860	28061	train
16445	28062	train
47408	28063	test
5469	28064	train
42863	28065	test
42058	28066	test
27014	28067	train
25974	28068	train
43439	28069	test
37592	28070	train
49446	28071	test
26020	28072	train
36800	28073	train
49822	28074	test
20126	28075	train
26637	28076	train
373	28077	train
6051	28078	train
38068	28079	train
24661	28080	train
11084	28081	train
25210	28082	train
45026	28083	test
2518	28084	train
2157	28085	train
5483	28086	train
47277	28087	test
39994	28088	test
47702	28089	test
19532	28090	train
39019	28091	train
26252	28092	train
35843	28093	train
42807	28094	test
44332	28095	test
13157	28096	train
19411	28097	train
25670	28098	train
18418	28099	train
46085	28100	test
34629	28101	train
49474	28102	test
22303	28103	train
46043	28104	test
27575	28105	train
47486	28106	test
33294	28107	train
24584	28108	train
10538	28109	train
26037	28110	train
17864	28111	train
30242	28112	train
44946	28113	test
47258	28114	test
34053	28115	train
28405	28116	train
32318	28117	train
31443	28118	train
32445	28119	train
44472	28120	test
16363	28121	train
44	28122	train
20529	28123	train
23649	28124	train
29675	28125	train
23461	28126	train
44213	28127	test
25576	28128	train
44601	28129	test
950	28130	train
13229	28131	train
18495	28132	train
43417	28133	test
22704	28134	train
6868	28135	train
13878	28136	train
28640	28137	train
38404	28138	train
9736	28139	train
925	28140	train
31433	28141	train
25169	28142	train
12068	28143	train
26612	28144	train
36799	28145	train
36556	28146	train
6819	28147	train
39615	28148	test
26040	28149	train
9151	28150	train
18291	28151	train
19596	28152	train
13966	28153	train
40181	28154	test
24300	28155	train
28196	28156	train
31288	28157	train
19425	28158	train
42725	28159	test
44508	28160	test
20445	28161	train
15513	28162	train
20214	28163	train
30449	28164	train
26656	28165	train
29515	28166	train
2404	28167	train
32571	28168	train
31366	28169	train
40523	28170	test
38755	28171	train
24330	28172	train
33450	28173	train
10600	28174	train
28668	28175	train
48562	28176	test
17227	28177	train
9749	28178	train
50848	28179	test
50283	28180	test
26353	28181	train
17334	28182	train
37106	28183	train
18797	28184	train
15923	28185	train
12855	28186	train
26399	28187	train
8183	28188	train
38138	28189	train
19050	28190	train
28526	28191	train
27990	28192	train
5899	28193	train
46241	28194	test
28618	28195	train
33476	28196	train
12022	28197	train
1032	28198	train
34449	28199	train
41688	28200	test
46999	28201	test
31125	28202	train
2523	28203	train
27223	28204	train
41974	28205	test
7184	28206	train
47717	28207	test
35143	28208	train
52075	28209	test
19709	28210	train
26839	28211	train
34220	28212	train
39197	28213	test
22498	28214	train
36579	28215	train
17052	28216	train
29221	28217	train
44709	28218	test
11868	28219	train
40776	28220	test
19057	28221	train
6659	28222	train
41267	28223	test
46947	28224	test
50098	28225	test
8927	28226	train
43669	28227	test
26736	28228	train
7202	28229	train
40116	28230	test
18623	28231	train
18436	28232	train
3573	28233	train
28036	28234	train
34422	28235	train
15344	28236	train
5204	28237	train
28242	28238	train
8960	28239	train
40966	28240	test
21491	28241	train
40090	28242	test
43184	28243	test
4163	28244	train
47224	28245	test
21523	28246	train
15389	28247	train
1264	28248	train
907	28249	train
44115	28250	test
10402	28251	train
35938	28252	train
28638	28253	train
27035	28254	train
25700	28255	train
19075	28256	train
22543	28257	train
26310	28258	train
35397	28259	train
22758	28260	train
35027	28261	train
46768	28262	test
11404	28263	train
26931	28264	train
11098	28265	train
1345	28266	train
39478	28267	test
15436	28268	train
17877	28269	train
45033	28270	test
14599	28271	train
15151	28272	train
21506	28273	train
29624	28274	train
24691	28275	train
3705	28276	train
8469	28277	train
16403	28278	train
9471	28279	train
36949	28280	train
25688	28281	train
18867	28282	train
17749	28283	train
4301	28284	train
37057	28285	train
48110	28286	test
20438	28287	train
14519	28288	train
21406	28289	train
25825	28290	train
24658	28291	train
12005	28292	train
50617	28293	test
45005	28294	test
25757	28295	train
39881	28296	test
40514	28297	test
16745	28298	train
8406	28299	train
36768	28300	train
37863	28301	train
19746	28302	train
35308	28303	train
38405	28304	train
6035	28305	train
40985	28306	test
2968	28307	train
23802	28308	train
23070	28309	train
4060	28310	train
40395	28311	test
34747	28312	train
11768	28313	train
48096	28314	test
40656	28315	test
40652	28316	test
45616	28317	test
42866	28318	test
3606	28319	train
29839	28320	train
5713	28321	train
40278	28322	test
29950	28323	train
4421	28324	train
35781	28325	train
30137	28326	train
29474	28327	train
5693	28328	train
45892	28329	test
10767	28330	train
40782	28331	test
5977	28332	train
45352	28333	test
46839	28334	test
49720	28335	test
39677	28336	test
42076	28337	test
13534	28338	train
27291	28339	train
29113	28340	train
37561	28341	train
17606	28342	train
6994	28343	train
38521	28344	train
29100	28345	train
44400	28346	test
48659	28347	test
13019	28348	train
30603	28349	train
28932	28350	train
42669	28351	test
17323	28352	train
14237	28353	train
7440	28354	train
3518	28355	train
6071	28356	train
13695	28357	train
44014	28358	test
44860	28359	test
36060	28360	train
41698	28361	test
17025	28362	train
49357	28363	test
16952	28364	train
19172	28365	train
3998	28366	train
3550	28367	train
48105	28368	test
32026	28369	train
22304	28370	train
51129	28371	test
33268	28372	train
20258	28373	train
9291	28374	train
5348	28375	train
50260	28376	test
49363	28377	test
19371	28378	train
35691	28379	train
5981	28380	train
4825	28381	train
43163	28382	test
17868	28383	train
45597	28384	test
29589	28385	train
3942	28386	train
41057	28387	test
7764	28388	train
673	28389	train
30621	28390	train
34898	28391	train
8621	28392	train
9563	28393	train
39654	28394	test
25592	28395	train
16294	28396	train
9644	28397	train
49716	28398	test
31146	28399	train
31658	28400	train
46675	28401	test
15031	28402	train
1713	28403	train
11153	28404	train
32168	28405	train
25164	28406	train
7142	28407	train
48654	28408	test
21923	28409	train
22369	28410	train
28325	28411	train
44744	28412	test
2122	28413	train
18397	28414	train
32242	28415	train
44664	28416	test
40216	28417	test
28174	28418	train
24479	28419	train
18909	28420	train
44151	28421	test
48713	28422	test
19386	28423	train
26761	28424	train
17340	28425	train
40910	28426	test
272	28427	train
27135	28428	train
28875	28429	train
14094	28430	train
3923	28431	train
10868	28432	train
36999	28433	train
42175	28434	test
29430	28435	train
27887	28436	train
1699	28437	train
35682	28438	train
5333	28439	train
31215	28440	train
16099	28441	train
41861	28442	test
22894	28443	train
44072	28444	test
23195	28445	train
33940	28446	train
34996	28447	train
37631	28448	train
32102	28449	train
31404	28450	train
52003	28451	test
51872	28452	test
10412	28453	train
2278	28454	train
35226	28455	train
14520	28456	train
50157	28457	test
46747	28458	test
15265	28459	train
14512	28460	train
24607	28461	train
10578	28462	train
15126	28463	train
21275	28464	train
12410	28465	train
39914	28466	test
13016	28467	train
32962	28468	train
34056	28469	train
51011	28470	test
33882	28471	train
51741	28472	test
27858	28473	train
3415	28474	train
28402	28475	train
816	28476	train
25415	28477	train
8631	28478	train
27927	28479	train
2922	28480	train
51421	28481	test
33068	28482	train
12057	28483	train
9409	28484	train
17302	28485	train
45442	28486	test
26194	28487	train
7540	28488	train
30897	28489	train
15456	28490	train
42407	28491	test
34781	28492	train
13198	28493	train
1706	28494	train
27754	28495	train
11788	28496	train
51361	28497	test
28591	28498	train
40405	28499	test
8546	28500	train
22537	28501	train
48474	28502	test
18649	28503	train
29067	28504	train
22827	28505	train
24492	28506	train
43928	28507	test
621	28508	train
29042	28509	train
930	28510	train
30882	28511	train
12008	28512	train
30634	28513	train
46908	28514	test
43689	28515	test
18645	28516	train
2418	28517	train
43878	28518	test
27627	28519	train
21140	28520	train
37894	28521	train
1802	28522	train
9767	28523	train
20015	28524	train
50599	28525	test
10663	28526	train
10975	28527	train
9715	28528	train
4896	28529	train
47462	28530	test
2473	28531	train
30116	28532	train
246	28533	train
31050	28534	train
6270	28535	train
15821	28536	train
32217	28537	train
26886	28538	train
4125	28539	train
13772	28540	train
45740	28541	test
37684	28542	train
23477	28543	train
45781	28544	test
9853	28545	train
29944	28546	train
49527	28547	test
35294	28548	train
30661	28549	train
36715	28550	train
5452	28551	train
40155	28552	test
28149	28553	train
38962	28554	train
39708	28555	test
51512	28556	test
29384	28557	train
27444	28558	train
6339	28559	train
46421	28560	test
37374	28561	train
15458	28562	train
49362	28563	test
51494	28564	test
26561	28565	train
6447	28566	train
5806	28567	train
1135	28568	train
10508	28569	train
3635	28570	train
29972	28571	train
7855	28572	train
7308	28573	train
19251	28574	train
23653	28575	train
50442	28576	test
9372	28577	train
26114	28578	train
4634	28579	train
41611	28580	test
15309	28581	train
4723	28582	train
41229	28583	test
3069	28584	train
33022	28585	train
31877	28586	train
48308	28587	test
24012	28588	train
51019	28589	test
27315	28590	train
4999	28591	train
4640	28592	train
14383	28593	train
9152	28594	train
7162	28595	train
34782	28596	train
6230	28597	train
15446	28598	train
47150	28599	test
2233	28600	train
47166	28601	test
47937	28602	test
5648	28603	train
27083	28604	train
3165	28605	train
3921	28606	train
8795	28607	train
28059	28608	train
33848	28609	train
9430	28610	train
23414	28611	train
5783	28612	train
37456	28613	train
35159	28614	train
31605	28615	train
6534	28616	train
30772	28617	train
14388	28618	train
12797	28619	train
16545	28620	train
48526	28621	test
2065	28622	train
13078	28623	train
41868	28624	test
19579	28625	train
3793	28626	train
39003	28627	train
22388	28628	train
20334	28629	train
13604	28630	train
49914	28631	test
3735	28632	train
52068	28633	test
45677	28634	test
24659	28635	train
13433	28636	train
45874	28637	test
48299	28638	test
43799	28639	test
10230	28640	train
19199	28641	train
31476	28642	train
28245	28643	train
31237	28644	train
7342	28645	train
15231	28646	train
9608	28647	train
3021	28648	train
599	28649	train
42720	28650	test
14637	28651	train
2437	28652	train
15973	28653	train
15987	28654	train
51386	28655	test
30821	28656	train
8672	28657	train
48895	28658	test
31250	28659	train
4030	28660	train
24236	28661	train
40037	28662	test
327	28663	train
49667	28664	test
14254	28665	train
22888	28666	train
30421	28667	train
5803	28668	train
42870	28669	test
39757	28670	test
14813	28671	train
13470	28672	train
26151	28673	train
21059	28674	train
6572	28675	train
48385	28676	test
120	28677	train
22422	28678	train
15508	28679	train
9932	28680	train
30782	28681	train
432	28682	train
27877	28683	train
40445	28684	test
39759	28685	test
13362	28686	train
23735	28687	train
28154	28688	train
20655	28689	train
42857	28690	test
45189	28691	test
30180	28692	train
51661	28693	test
31622	28694	train
29677	28695	train
35061	28696	train
26626	28697	train
7846	28698	train
39865	28699	test
21249	28700	train
24806	28701	train
39786	28702	test
23184	28703	train
50259	28704	test
30781	28705	train
3355	28706	train
9553	28707	train
1785	28708	train
12508	28709	train
44574	28710	test
7480	28711	train
30361	28712	train
26592	28713	train
35586	28714	train
50411	28715	test
29463	28716	train
17095	28717	train
51595	28718	test
880	28719	train
12525	28720	train
5074	28721	train
38055	28722	train
32700	28723	train
17823	28724	train
37640	28725	train
39961	28726	test
11944	28727	train
31468	28728	train
15922	28729	train
48631	28730	test
10400	28731	train
49327	28732	test
49896	28733	test
36368	28734	train
1805	28735	train
37854	28736	train
29322	28737	train
52022	28738	test
33257	28739	train
30952	28740	train
46546	28741	test
12292	28742	train
35285	28743	train
38111	28744	train
3315	28745	train
3595	28746	train
11013	28747	train
25526	28748	train
52040	28749	test
11672	28750	train
5453	28751	train
37252	28752	train
40132	28753	test
39817	28754	test
7237	28755	train
16779	28756	train
8647	28757	train
19353	28758	train
14507	28759	train
9351	28760	train
34369	28761	train
4696	28762	train
32885	28763	train
43437	28764	test
46741	28765	test
24932	28766	train
411	28767	train
30573	28768	train
18903	28769	train
22617	28770	train
50576	28771	test
35566	28772	train
16897	28773	train
26838	28774	train
37480	28775	train
42577	28776	test
9436	28777	train
30985	28778	train
45165	28779	test
5271	28780	train
11825	28781	train
21009	28782	train
1767	28783	train
28012	28784	train
14838	28785	train
4353	28786	train
24193	28787	train
13671	28788	train
46648	28789	test
33402	28790	train
10085	28791	train
23063	28792	train
40419	28793	test
8277	28794	train
22391	28795	train
7702	28796	train
16722	28797	train
49691	28798	test
40339	28799	test
47187	28800	test
48737	28801	test
45909	28802	test
33893	28803	train
7288	28804	train
779	28805	train
26416	28806	train
32362	28807	train
9358	28808	train
28556	28809	train
23986	28810	train
4525	28811	train
42568	28812	test
46911	28813	test
32146	28814	train
41166	28815	test
32583	28816	train
7064	28817	train
45928	28818	test
30099	28819	train
32316	28820	train
10353	28821	train
8772	28822	train
25636	28823	train
18835	28824	train
31523	28825	train
32468	28826	train
31668	28827	train
24072	28828	train
6170	28829	train
38641	28830	train
43104	28831	test
40305	28832	test
1253	28833	train
5382	28834	train
3465	28835	train
14369	28836	train
29809	28837	train
38885	28838	train
27669	28839	train
22931	28840	train
43561	28841	test
43398	28842	test
21075	28843	train
49	28844	train
13653	28845	train
17787	28846	train
12747	28847	train
25942	28848	train
46765	28849	test
47987	28850	test
14646	28851	train
1636	28852	train
51088	28853	test
1867	28854	train
6197	28855	train
11022	28856	train
19376	28857	train
23221	28858	train
4106	28859	train
27861	28860	train
13385	28861	train
1839	28862	train
9302	28863	train
20906	28864	train
50047	28865	test
10607	28866	train
33061	28867	train
34810	28868	train
49728	28869	test
309	28870	train
42543	28871	test
4334	28872	train
44663	28873	test
41431	28874	test
2217	28875	train
51301	28876	test
3548	28877	train
50961	28878	test
1891	28879	train
29187	28880	train
12818	28881	train
18447	28882	train
41374	28883	test
31548	28884	train
19660	28885	train
33586	28886	train
9042	28887	train
26100	28888	train
36261	28889	train
634	28890	train
17570	28891	train
41306	28892	test
12740	28893	train
43973	28894	test
35383	28895	train
39397	28896	test
5553	28897	train
20665	28898	train
1648	28899	train
1195	28900	train
18428	28901	train
28252	28902	train
41921	28903	test
7302	28904	train
44774	28905	test
25781	28906	train
5006	28907	train
29093	28908	train
26797	28909	train
21661	28910	train
26357	28911	train
18282	28912	train
25797	28913	train
22516	28914	train
11598	28915	train
36305	28916	train
32374	28917	train
12346	28918	train
34453	28919	train
47511	28920	test
27883	28921	train
29957	28922	train
2761	28923	train
43070	28924	test
27576	28925	train
19614	28926	train
22015	28927	train
17774	28928	train
51123	28929	test
28425	28930	train
34361	28931	train
46281	28932	test
13493	28933	train
22761	28934	train
1476	28935	train
11557	28936	train
35624	28937	train
26819	28938	train
19980	28939	train
1055	28940	train
12754	28941	train
12990	28942	train
5610	28943	train
27823	28944	train
664	28945	train
49719	28946	test
7435	28947	train
1462	28948	train
44216	28949	test
758	28950	train
6871	28951	train
14169	28952	train
26320	28953	train
34340	28954	train
44775	28955	test
24523	28956	train
40300	28957	test
7204	28958	train
24185	28959	train
51296	28960	test
35015	28961	train
26184	28962	train
47029	28963	test
21671	28964	train
44407	28965	test
39424	28966	test
16289	28967	train
43749	28968	test
16866	28969	train
30072	28970	train
4075	28971	train
24241	28972	train
15729	28973	train
35724	28974	train
41504	28975	test
26822	28976	train
13887	28977	train
41148	28978	test
31648	28979	train
40845	28980	test
30654	28981	train
40594	28982	test
19797	28983	train
51073	28984	test
45539	28985	test
39149	28986	test
25929	28987	train
42887	28988	test
27110	28989	train
38031	28990	train
20391	28991	train
42169	28992	test
48534	28993	test
39256	28994	test
42865	28995	test
50859	28996	test
47796	28997	test
35884	28998	train
13927	28999	train
26425	29000	train
18992	29001	train
29636	29002	train
39395	29003	test
27636	29004	train
51828	29005	test
430	29006	train
23928	29007	train
31749	29008	train
40802	29009	test
50036	29010	test
46341	29011	test
40546	29012	test
19546	29013	train
19151	29014	train
25744	29015	train
40691	29016	test
19488	29017	train
1815	29018	train
27820	29019	train
33526	29020	train
41268	29021	test
48844	29022	test
39805	29023	test
43402	29024	test
10554	29025	train
28277	29026	train
48369	29027	test
41041	29028	test
22964	29029	train
30769	29030	train
37717	29031	train
18181	29032	train
38333	29033	train
50269	29034	test
1399	29035	train
45270	29036	test
51359	29037	test
17911	29038	train
42344	29039	test
9	29040	train
7151	29041	train
17411	29042	train
18624	29043	train
748	29044	train
21265	29045	train
25346	29046	train
10193	29047	train
6806	29048	train
39678	29049	test
29797	29050	train
34968	29051	train
28217	29052	train
6702	29053	train
29173	29054	train
16431	29055	train
50824	29056	test
39928	29057	test
43027	29058	test
42909	29059	test
3024	29060	train
6443	29061	train
22933	29062	train
16926	29063	train
12268	29064	train
29119	29065	train
43903	29066	test
