[NbConvertApp] WARNING | Config option `kernel_spec_manager_class` not recognized by `NbConvertApp`.
[NbConvertApp] Converting notebook ../notebooks/Hyperparameter_Optimization_model_multi-class.ipynb to script
/projects/mlippincott@xsede.org/software/anaconda/envs/Interstellar/lib/python3.10/site-packages/nbformat/__init__.py:93: DuplicateCellId: Non-unique cell id '3e2c848c' detected. Corrected to 'b0bd2ebf'.
  validate(nb)
/projects/mlippincott@xsede.org/software/anaconda/envs/Interstellar/lib/python3.10/site-packages/nbformat/__init__.py:93: DuplicateCellId: Non-unique cell id '3c53f7e4' detected. Corrected to '9d8c6510'.
  validate(nb)
[NbConvertApp] Writing 14456 bytes to Hyperparameter_Optimization_model_multi-class.py
[NbConvertApp] Converting notebook ../notebooks/Hyperparameter_Optimization_model_regression.ipynb to script
/projects/mlippincott@xsede.org/software/anaconda/envs/Interstellar/lib/python3.10/site-packages/nbformat/__init__.py:93: DuplicateCellId: Non-unique cell id '3e2c848c' detected. Corrected to '150ec67d'.
  validate(nb)
/projects/mlippincott@xsede.org/software/anaconda/envs/Interstellar/lib/python3.10/site-packages/nbformat/__init__.py:93: DuplicateCellId: Non-unique cell id '3c53f7e4' detected. Corrected to 'f1037def'.
  validate(nb)
[NbConvertApp] Writing 12852 bytes to Hyperparameter_Optimization_model_regression.py
[NbConvertApp] Converting notebook ../notebooks/train_binary_model.ipynb to script
[NbConvertApp] Writing 19547 bytes to train_binary_model.py
cell_type: SHSY5Y control_name: LPS_100.000_DMSO_0.025 treatment_name: LPS_100.000_DMSO_0.025 shuffle: False
/gpfs/alpine1/scratch/mlippincott@xsede.org/Interstellar_Analysis/4.sc_Morphology_Neural_Network_MLP_Model/1.model_training/scripts/../../MLP_utils/utils.py:997: UserWarning: Ignoring `palette` because no `hue` variable has been assigned.
  sns.lineplot(x=df[x], y=df[y1], palette="blue", label="Train")
/gpfs/alpine1/scratch/mlippincott@xsede.org/Interstellar_Analysis/4.sc_Morphology_Neural_Network_MLP_Model/1.model_training/scripts/../../MLP_utils/utils.py:998: UserWarning: Ignoring `palette` because no `hue` variable has been assigned.
  sns.lineplot(x=df[x], y=df[y2], palette="orange", label="Validation")
CELL_TYPE: SHSY5Y
CONTROL_NAME: LPS_100.000_DMSO_0.025
TREATMENT_NAME: LPS_100.000_DMSO_0.025
SHUFFLE: False
False
Selected Catagories are:
['LPS_100.000_DMSO_0.025']
The dimensions of the data are: (15987, 1276)
Number of total missing values across all columns: 31974
Data Subset Is Off
Wells held out for testing: ['J20']
Wells to use for training, validation, and testing ['J16' 'J17' 'J21']
Number of in features:  1251
Epoch 34: Validation loss decreased (0.793788 --> 0.786720).  Saving model ...
Epoch 35: Validation loss decreased (0.786720 --> 0.779672).  Saving model ...
Epoch 36: Validation loss decreased (0.779672 --> 0.772638).  Saving model ...
Epoch 37: Validation loss decreased (0.772638 --> 0.765598).  Saving model ...
Epoch 38: Validation loss decreased (0.765598 --> 0.758586).  Saving model ...
Epoch 39: Validation loss decreased (0.758586 --> 0.751550).  Saving model ...
Epoch 40: Validation loss decreased (0.751550 --> 0.744493).  Saving model ...
Epoch 41: Validation loss decreased (0.744493 --> 0.737445).  Saving model ...
Epoch 42: Validation loss decreased (0.737445 --> 0.730389).  Saving model ...
Epoch 43: Validation loss decreased (0.730389 --> 0.723318).  Saving model ...
Epoch 44: Validation loss decreased (0.723318 --> 0.716237).  Saving model ...
Epoch 45: Validation loss decreased (0.716237 --> 0.709167).  Saving model ...
Epoch 46: Validation loss decreased (0.709167 --> 0.702108).  Saving model ...
Epoch 47: Validation loss decreased (0.702108 --> 0.695058).  Saving model ...
Epoch 48: Validation loss decreased (0.695058 --> 0.688036).  Saving model ...
Epoch 49: Validation loss decreased (0.688036 --> 0.681024).  Saving model ...
Epoch 50: Validation loss decreased (0.681024 --> 0.674033).  Saving model ...
Epoch 51: Validation loss decreased (0.674033 --> 0.667043).  Saving model ...
Epoch 52: Validation loss decreased (0.667043 --> 0.660069).  Saving model ...
Epoch 53: Validation loss decreased (0.660069 --> 0.653106).  Saving model ...
Epoch 54: Validation loss decreased (0.653106 --> 0.646181).  Saving model ...
Epoch 55: Validation loss decreased (0.646181 --> 0.639288).  Saving model ...
Epoch 56: Validation loss decreased (0.639288 --> 0.632425).  Saving model ...
Epoch 57: Validation loss decreased (0.632425 --> 0.625596).  Saving model ...
Epoch 58: Validation loss decreased (0.625596 --> 0.618815).  Saving model ...
Epoch 59: Validation loss decreased (0.618815 --> 0.612083).  Saving model ...
Epoch 60: Validation loss decreased (0.612083 --> 0.605400).  Saving model ...
Epoch 61: Validation loss decreased (0.605400 --> 0.598765).  Saving model ...
Epoch 62: Validation loss decreased (0.598765 --> 0.592174).  Saving model ...
Epoch 63: Validation loss decreased (0.592174 --> 0.585646).  Saving model ...
Epoch 64: Validation loss decreased (0.585646 --> 0.579176).  Saving model ...
Epoch 65: Validation loss decreased (0.579176 --> 0.572769).  Saving model ...
Epoch 66: Validation loss decreased (0.572769 --> 0.566430).  Saving model ...
Epoch 67: Validation loss decreased (0.566430 --> 0.560157).  Saving model ...
Epoch 68: Validation loss decreased (0.560157 --> 0.553946).  Saving model ...
Epoch 69: Validation loss decreased (0.553946 --> 0.547799).  Saving model ...
Epoch 70: Validation loss decreased (0.547799 --> 0.541718).  Saving model ...
Epoch 71: Validation loss decreased (0.541718 --> 0.535710).  Saving model ...
Epoch 72: Validation loss decreased (0.535710 --> 0.529774).  Saving model ...
Epoch 73: Validation loss decreased (0.529774 --> 0.523913).  Saving model ...
Epoch 74: Validation loss decreased (0.523913 --> 0.518127).  Saving model ...
Epoch 75: Validation loss decreased (0.518127 --> 0.512415).  Saving model ...
Epoch 76: Validation loss decreased (0.512415 --> 0.506784).  Saving model ...
Epoch 77: Validation loss decreased (0.506784 --> 0.501227).  Saving model ...
Epoch 78: Validation loss decreased (0.501227 --> 0.495752).  Saving model ...
Epoch 79: Validation loss decreased (0.495752 --> 0.490355).  Saving model ...
Epoch 80: Validation loss decreased (0.490355 --> 0.485034).  Saving model ...
Epoch 81: Validation loss decreased (0.485034 --> 0.479793).  Saving model ...
Epoch 82: Validation loss decreased (0.479793 --> 0.474625).  Saving model ...
Epoch 83: Validation loss decreased (0.474625 --> 0.469534).  Saving model ...
Epoch 84: Validation loss decreased (0.469534 --> 0.464520).  Saving model ...
Epoch 85: Validation loss decreased (0.464520 --> 0.459578).  Saving model ...
Epoch 86: Validation loss decreased (0.459578 --> 0.454710).  Saving model ...
Epoch 87: Validation loss decreased (0.454710 --> 0.449918).  Saving model ...
Epoch 88: Validation loss decreased (0.449918 --> 0.445202).  Saving model ...
Epoch 89: Validation loss decreased (0.445202 --> 0.440563).  Saving model ...
Epoch 90: Validation loss decreased (0.440563 --> 0.435997).  Saving model ...
Epoch 91: Validation loss decreased (0.435997 --> 0.431501).  Saving model ...
Epoch 92: Validation loss decreased (0.431501 --> 0.427077).  Saving model ...
Epoch 93: Validation loss decreased (0.427077 --> 0.422728).  Saving model ...
Epoch 94: Validation loss decreased (0.422728 --> 0.418449).  Saving model ...
Epoch 95: Validation loss decreased (0.418449 --> 0.414241).  Saving model ...
Epoch 96: Validation loss decreased (0.414241 --> 0.410103).  Saving model ...
Epoch 97: Validation loss decreased (0.410103 --> 0.406036).  Saving model ...
Epoch 98: Validation loss decreased (0.406036 --> 0.402040).  Saving model ...
Epoch 99: Validation loss decreased (0.402040 --> 0.398111).  Saving model ...
LPS_100.000_DMSO_0.025_vs_LPS_100.000_DMSO_0.025
Traceback (most recent call last):
  File "/gpfs/alpine1/scratch/mlippincott@xsede.org/Interstellar_Analysis/4.sc_Morphology_Neural_Network_MLP_Model/1.model_training/scripts/train_binary_model.py", line 396, in <module>
    y_pred_prob_list = un_nest(y_pred_prob_list)
NameError: name 'y_pred_prob_list' is not defined. Did you mean: 'y_pred_list'?
completed
